,2017,2018,2019,2020
05-29,,21.68000030517578,28.68000030517578,7.980000019073486
05-30,23.0,21.489999771118164,29.479999542236328,
05-31,22.059999465942386,21.3799991607666,29.770000457763672,
06-01,21.38999938964844,21.11000061035156,,8.409999847412111
06-02,21.559999465942386,,,9.619999885559082
06-03,,,30.420000076293945,10.93000030517578
06-04,,21.61000061035156,30.88999938964844,11.140000343322754
06-05,21.450000762939453,20.059999465942386,31.18000030517578,12.800000190734865
06-06,21.399999618530273,19.190000534057614,32.84999847412109,
06-07,21.63999938964844,17.799999237060547,33.5,
06-08,21.149999618530273,18.809999465942386,,17.299999237060547
06-09,20.989999771118164,,,15.710000038146973
06-10,,,33.86999893188477,14.079999923706055
06-11,,19.5,33.799999237060554,11.010000228881836
06-12,20.65999984741211,19.36000061035156,33.959999084472656,13.109999656677244
06-13,21.1299991607666,19.290000915527344,34.259998321533196,
06-14,21.01000022888184,18.850000381469727,33.540000915527344,
06-15,21.059999465942386,18.459999084472656,,12.93000030517578
06-16,20.739999771118164,,,12.93000030517578
06-17,,,34.25,12.850000381469727
06-18,,18.030000686645508,35.0,12.239999771118164
06-19,20.59000015258789,18.520000457763672,35.15999984741211,12.130000114440918
06-20,20.559999465942386,18.450000762939453,35.70000076293945,
06-21,20.76000022888184,17.809999465942386,34.31999969482422,
06-22,20.670000076293945,17.799999237060547,,11.600000381469727
06-23,20.88999938964844,,,13.039999961853027
06-24,,,34.25,11.829999923706055
06-25,,17.540000915527347,32.97999954223633,11.84000015258789
06-26,21.190000534057614,17.309999465942386,32.959999084472656,10.949999809265137
06-27,21.020000457763672,16.510000228881836,32.959999084472656,
06-28,20.989999771118164,16.700000762939453,33.439998626708984,
06-29,20.84000015258789,16.360000610351562,,11.380000114440918
06-30,21.07999992370605,,,11.18000030517578
07-01,,,33.0,11.609999656677244
07-02,,15.789999961853027,32.84999847412109,11.609999656677244
07-03,21.399999618530273,16.0,33.84999847412109,
07-05,22.01000022888184,15.649999618530273,38.04999923706055,
07-06,22.059999465942386,16.129999160766598,,12.300000190734865
07-07,22.8700008392334,,,11.93000030517578
07-08,,,38.27000045776367,12.029999732971193
07-09,,16.399999618530273,38.5,11.670000076293945
07-10,23.149999618530273,16.290000915527347,39.86999893188477,12.279999732971193
07-11,23.07999992370605,16.149999618530273,39.56999969482422,
07-12,23.43000030517578,16.84000015258789,39.13999938964844,
07-13,23.520000457763672,17.079999923706055,,11.739999771118164
07-14,23.8700008392334,,,12.239999771118164
07-15,,,39.459999084472656,12.59000015258789
07-16,,17.6299991607666,39.72000122070313,12.380000114440918
07-17,24.38999938964844,18.459999084472656,39.5,12.06999969482422
07-18,24.489999771118164,18.61000061035156,39.97000122070313,
07-19,25.15999984741211,18.46999931335449,39.52000045776367,
07-20,24.88999938964844,19.1200008392334,,12.010000228881836
07-21,24.989999771118164,,,12.640000343322756
07-22,,,40.0099983215332,12.550000190734865
07-23,,19.46999931335449,38.709999084472656,11.970000267028807
07-24,24.93000030517578,19.809999465942386,39.31999969482422,11.710000038146973
07-25,25.09000015258789,20.739999771118164,39.0,
07-26,25.38999938964844,20.290000915527344,40.91999816894531,
07-27,25.059999465942386,20.280000686645508,,11.960000038146973
07-28,25.35000038146973,,,12.470000267028807
07-29,,,41.93999862670898,12.050000190734865
07-30,,19.56999969482422,41.77999877929688,12.18000030517578
07-31,26.36000061035156,19.149999618530273,40.70000076293945,11.539999961853027
08-01,25.899999618530273,18.8799991607666,41.65999984741211,
08-02,26.10000038146973,18.940000534057614,41.25,
08-03,26.729999542236328,19.88999938964844,,11.25
08-04,26.53000068664551,,,11.18000030517578
08-05,,,39.11000061035156,11.40999984741211
08-06,,19.520000457763672,40.06999969482422,11.960000038146973
08-07,26.54999923706055,19.31999969482422,40.040000915527344,11.619999885559082
08-08,26.729999542236328,18.479999542236328,41.65999984741211,
08-09,26.60000038146973,18.899999618530273,41.93000030517578,
08-10,25.40999984741211,17.75,,11.920000076293945
08-11,25.38999938964844,,,12.890000343322756
08-12,,,40.91999816894531,12.449999809265135
08-13,,18.100000381469727,40.709999084472656,12.399999618530273
08-14,25.68000030517578,18.71999931335449,37.97999954223633,12.449999809265135
08-15,25.6200008392334,18.6200008392334,37.7400016784668,
08-16,25.940000534057614,19.11000061035156,37.63999938964844,
08-17,25.07999992370605,18.729999542236328,,11.56999969482422
08-18,25.3700008392334,,,11.9399995803833
08-19,,,36.52999877929688,11.59000015258789
08-20,,18.549999237060547,36.66999816894531,11.630000114440918
08-21,24.95000076293945,17.719999313354492,37.54999923706055,11.579999923706055
08-22,25.1200008392334,16.5,35.88999938964844,
08-23,24.84000015258789,16.120000839233402,34.25,
08-24,25.03000068664551,16.09000015258789,,12.09000015258789
08-25,24.95000076293945,,,11.949999809265135
08-26,,,33.389999389648445,11.550000190734865
08-27,,16.579999923706055,33.02000045776367,12.039999961853027
08-28,24.729999542236328,16.399999618530273,33.330001831054695,12.699999809265135
08-29,24.86000061035156,16.569999694824222,35.169998168945305,
08-30,24.649999618530273,16.030000686645508,35.11999893188477,
08-31,25.01000022888184,16.819999694824222,,12.149999618530273
09-01,25.459999084472656,,,12.770000457763672
09-02,,,,12.9399995803833
09-03,,,33.18000030517578,13.710000038146973
09-04,,16.09000015258789,34.360000610351555,14.010000228881836
09-05,26.20000076293945,16.129999160766598,35.9900016784668,
09-06,26.690000534057614,16.559999465942386,36.13000106811523,
09-07,26.70000076293945,17.270000457763672,,
09-08,26.739999771118164,,,14.720000267028807
09-09,,,35.02000045776367,14.880000114440918
09-10,,16.84000015258789,35.080001831054695,14.890000343322756
09-11,26.8700008392334,15.869999885559082,36.38999938964844,14.979999542236328
09-12,25.54999923706055,15.949999809265135,38.36999893188477,
09-13,26.649999618530273,15.850000381469727,37.31999969482422,
09-14,27.45000076293945,16.290000915527347,,16.180000305175778
09-15,28.309999465942386,,,16.020000457763672
09-16,,,34.389999389648445,16.729999542236328
09-17,,17.069999694824222,35.7599983215332,16.649999618530273
09-18,28.399999618530273,17.059999465942386,35.959999084472656,15.829999923706055
09-19,28.520000457763672,17.290000915527347,35.529998779296875,
09-20,28.59000015258789,17.979999542236328,34.950000762939446,
09-21,28.88999938964844,18.5,,14.56999969482422
09-22,28.26000022888184,,,14.489999771118164
09-23,,,34.52000045776367,14.399999618530273
09-24,,17.430000305175778,34.09000015258789,14.739999771118164
09-25,27.51000022888184,17.360000610351562,34.880001068115234,14.520000457763672
09-26,27.149999618530273,17.670000076293945,35.939998626708984,
09-27,26.71999931335449,18.26000022888184,35.689998626708984,
09-28,26.36000061035156,17.790000915527344,,13.789999961853027
09-29,27.45000076293945,,,12.699999809265135
09-30,,,35.81999969482422,13.15999984741211
10-01,,16.959999084472653,35.22999954223633,13.710000038146973
10-02,27.35000038146973,18.030000686645508,34.77000045776367,12.960000038146973
10-03,28.34000015258789,18.799999237060547,36.43000030517578,
10-04,28.34000015258789,18.93000030517578,37.77999877929688,
10-05,28.6200008392334,19.21999931335449,,13.109999656677244
10-06,28.229999542236328,,,13.970000267028807
10-07,,,36.97000122070313,13.260000228881836
10-08,,21.950000762939453,36.650001525878906,13.539999961853027
10-09,28.13999938964844,22.71999931335449,36.18000030517578,13.800000190734865
10-10,28.489999771118164,21.059999465942386,36.060001373291016,
10-11,27.86000061035156,20.549999237060547,36.84000015258789,
10-12,27.920000076293945,20.790000915527344,,14.119999885559082
10-13,27.71999931335449,,,13.619999885559082
10-14,,,37.22000122070313,13.880000114440918
10-15,,21.399999618530273,36.75,13.829999923706055
10-16,27.059999465942386,21.86000061035156,36.81999969482422,13.600000381469727
10-17,27.0,22.65999984741211,36.77999877929688,
10-18,27.15999984741211,22.63999938964844,37.09000015258789,
10-19,26.75,22.34000015258789,,14.229999542236328
10-20,27.3799991607666,,,14.050000190734865
10-21,,,36.959999084472656,13.93000030517578
10-22,,23.190000534057614,38.9900016784668,14.4399995803833
10-23,26.56999969482422,23.190000534057614,38.70000076293945,14.489999771118164
10-24,27.5,22.01000022888184,39.18000030517578,
10-25,27.54999923706055,22.5,39.0,
10-26,26.71999931335449,23.79999923706055,,13.989999771118164
10-27,27.270000457763672,,,13.729999542236328
10-28,,,39.72000122070313,12.210000038146973
10-29,,23.04999923706055,39.959999084472656,12.300000190734865
10-30,26.020000457763672,24.920000076293945,39.959999084472656,11.850000381469727
10-31,25.290000915527344,24.3799991607666,38.97999954223633,
11-01,24.8799991607666,25.229999542236328,40.13999938964844,
11-02,24.739999771118164,25.31999969482422,,11.890000343322756
11-03,24.04999923706055,,,11.880000114440918
11-04,,,40.06999969482422,12.34000015258789
11-05,,25.6299991607666,39.93000030517578,13.800000190734865
11-06,24.670000076293945,25.290000915527344,38.27000045776367,14.380000114440918
11-07,23.420000076293945,25.0,38.22000122070313,
11-08,24.649999618530273,24.459999084472656,36.13000106811523,
11-09,25.20000076293945,25.5,,17.25
11-10,24.86000061035156,,,16.829999923706055
11-11,,,36.540000915527344,16.569999694824222
11-12,,25.79999923706055,35.009998321533196,
11-13,24.28000068664551,25.88999938964844,34.56999969482422,
11-14,23.95000076293945,26.170000076293945,35.900001525878906,
11-15,23.989999771118164,27.01000022888184,37.13999938964844,
11-16,24.31999969482422,27.70000076293945,,
11-17,24.68000030517578,,,
11-18,,,36.209999084472656,
11-19,,27.35000038146973,35.9900016784668,
11-20,25.5,26.75,36.22000122070313,
11-21,25.88999938964844,27.46999931335449,37.290000915527344,
11-22,26.01000022888184,,38.900001525878906,
11-23,,27.520000457763672,,
11-24,26.040000915527344,,,
11-25,,,38.27000045776367,
11-26,,25.170000076293945,36.27999877929688,
11-27,25.88999938964844,25.8799991607666,35.86000061035156,
11-28,26.420000076293945,26.739999771118164,,
11-29,26.059999465942386,26.45000076293945,37.2400016784668,
11-30,25.15999984741211,26.989999771118164,,
12-01,24.8799991607666,,,
12-02,,,37.54999923706055,
12-03,,25.61000061035156,38.20000076293945,
12-04,25.04999923706055,24.790000915527344,37.79999923706055,
12-05,25.09000015258789,,38.20000076293945,
12-06,24.899999618530273,25.29999923706055,39.150001525878906,
12-07,24.29999923706055,23.96999931335449,,
12-08,24.399999618530273,,,
12-09,,,39.47000122070313,
12-10,,23.46999931335449,38.52999877929688,
12-11,24.290000915527344,25.26000022888184,39.709999084472656,
12-12,24.10000038146973,25.96999931335449,40.2599983215332,
12-13,23.989999771118164,26.01000022888184,41.45000076293945,
12-14,23.420000076293945,25.70000076293945,,
12-15,23.35000038146973,,,
12-16,,,42.09000015258789,
12-17,,24.45000076293945,41.810001373291016,
12-18,23.489999771118164,25.21999931335449,42.43999862670898,
12-19,23.520000457763672,24.809999465942386,42.4900016784668,
12-20,23.84000015258789,26.03000068664551,41.560001373291016,
12-21,23.959999084472656,26.26000022888184,,
12-22,23.899999618530273,,,
12-23,,,42.33000183105469,
12-24,,26.32999992370605,42.15999984741211,
12-26,24.0,26.920000076293945,42.2400016784668,
12-27,23.68000030517578,26.95000076293945,42.63000106811523,
12-28,23.79999923706055,27.290000915527344,,
12-29,23.82999992370605,,,
12-30,,,43.31999969482422,
12-31,,27.690000534057614,42.79999923706055,
