,2014,2015,2016,2017,2018,2019,2020
03-11,,28.25,27.110000610351562,,,26.389999389648438,20.31999969482422
03-12,,28.56999969482422,,,31.93000030517578,26.25,17.969999313354492
03-13,,28.479999542236328,,31.350000381469727,31.510000228881836,26.479999542236328,19.729999542236328
03-14,,,26.959999084472656,31.1299991607666,31.15999984741211,26.09000015258789,
03-15,,,27.040000915527344,31.079999923706055,30.549999237060547,25.959999084472656,
03-16,,29.25,27.3700008392334,32.279998779296875,30.989999771118164,,15.5600004196167
03-17,,27.850000381469727,28.020000457763672,32.61000061035156,,,14.520000457763672
03-18,,28.520000457763672,28.31999969482422,,,26.110000610351562,14.199999809265137
03-19,,28.209999084472656,,,30.540000915527344,25.790000915527344,16.389999389648438
03-20,,28.139999389648438,,32.099998474121094,30.81999969482422,25.6200008392334,14.789999961853027
03-21,,,28.610000610351562,31.579999923706055,30.5,25.84000015258789,
03-22,,,28.8799991607666,31.209999084472656,30.209999084472656,24.8799991607666,
03-23,,27.860000610351562,28.549999237060547,31.309999465942383,30.040000915527344,,13.670000076293945
03-24,,27.8799991607666,28.600000381469727,30.860000610351562,,,14.729999542236328
03-25,,27.549999237060547,,,,24.799999237060547,16.520000457763672
03-26,,27.25,,,30.18000030517578,25.09000015258789,17.469999313354492
03-27,,27.350000381469727,,31.15999984741211,30.6200008392334,25.190000534057617,17.690000534057617
03-28,,,28.709999084472656,31.5,30.15999984741211,25.149999618530273,
03-29,,,29.030000686645508,31.899999618530273,30.190000534057617,25.209999084472656,
03-30,,27.31999969482422,28.90999984741211,32.119998931884766,,,18.06999969482422
03-31,,27.6200008392334,29.200000762939453,32.20000076293945,,,17.270000457763672
04-01,,28.639999389648438,29.09000015258789,,,25.700000762939453,16.270000457763672
04-02,,27.93000030517578,,,30.030000686645508,25.809999465942383,16.3799991607666
04-03,,,,31.920000076293945,30.34000015258789,25.93000030517578,15.510000228881836
04-04,,,28.889999389648438,32.08000183105469,30.84000015258789,26.110000610351562,
04-05,,,29.049999237060547,31.579999923706055,31.729999542236328,26.68000030517578,
04-06,,28.329999923706055,29.219999313354492,31.489999771118164,32.470001220703125,,16.639999389648438
04-07,,31.110000610351562,28.729999542236328,31.280000686645508,,,16.700000762939453
04-08,,31.209999084472656,28.799999237060547,,,27.100000381469727,17.979999542236328
04-09,,31.270000457763672,,,32.15999984741211,26.799999237060547,18.6299991607666
04-10,,31.899999618530273,,31.520000457763672,32.150001525878906,26.899999618530273,
04-11,,,29.309999465942383,31.65999984741211,32.279998779296875,26.989999771118164,
04-12,,,29.829999923706055,31.290000915527344,32.349998474121094,27.1299991607666,
04-13,,32.0,30.0,31.0,32.290000915527344,,18.190000534057617
04-14,,31.3799991607666,29.760000228881836,,,,18.360000610351562
04-15,,30.780000686645508,29.700000762939453,,,27.520000457763672,17.34000015258789
04-16,,30.690000534057617,,,32.650001525878906,27.5,16.6299991607666
04-17,,31.360000610351562,,31.329999923706055,32.45000076293945,27.510000228881836,18.260000228881836
04-18,,,29.770000457763672,31.510000228881836,32.16999816894531,28.010000228881836,
04-19,,,30.329999923706055,30.989999771118164,31.469999313354492,,
04-20,,31.329999923706055,30.1299991607666,31.68000030517578,30.959999084472656,,17.3700008392334
04-21,,31.559999465942383,29.530000686645508,31.3700008392334,,,17.049999237060547
04-22,,30.989999771118164,29.84000015258789,,,27.610000610351562,18.0
04-23,,31.450000762939453,,,30.3700008392334,27.670000076293945,18.25
04-24,,31.15999984741211,,31.920000076293945,29.700000762939453,26.5,18.450000762939453
04-25,,,29.690000534057617,32.20000076293945,30.739999771118164,26.75,
04-26,,,29.950000762939453,31.829999923706055,30.75,27.149999618530273,
04-27,,30.530000686645508,29.729999542236328,31.989999771118164,31.020000457763672,,19.139999389648438
04-28,,30.579999923706055,28.8799991607666,31.3700008392334,,,19.260000228881836
04-29,,31.0,28.469999313354492,,,27.149999618530273,19.799999237060547
04-30,,30.68000030517578,,,30.899999618530273,26.979999542236328,19.739999771118164
05-01,,31.459999084472656,,31.6200008392334,31.649999618530273,26.639999389648438,18.8700008392334
05-02,,,28.979999542236328,31.190000534057617,31.09000015258789,26.450000762939453,
05-03,,,28.459999084472656,30.920000076293945,30.739999771118164,26.889999389648438,
05-04,,31.59000015258789,28.309999465942383,31.059999465942383,31.520000457763672,,19.1299991607666
05-05,,30.889999389648438,28.219999313354492,31.209999084472656,,,19.299999237060547
05-06,,32.29999923706055,28.229999542236328,,,26.709999084472656,18.450000762939453
05-07,,32.20000076293945,,,31.6299991607666,26.040000915527344,19.040000915527344
05-08,,32.79999923706055,,31.09000015258789,31.670000076293945,25.920000076293945,19.610000610351562
05-09,,,28.299999237060547,31.299999237060547,32.08000183105469,25.979999542236328,
05-10,,,28.329999923706055,31.520000457763672,31.709999084472656,25.950000762939453,
05-11,,32.2599983215332,28.209999084472656,31.420000076293945,31.559999465942383,,19.6200008392334
05-12,,32.5,28.059999465942383,31.18000030517578,,,19.649999618530273
05-13,,33.29999923706055,28.030000686645508,,,25.399999618530273,19.149999618530273
05-14,,33.779998779296875,,,31.290000915527344,25.440000534057617,19.549999237060547
05-15,,34.38999938964844,,31.290000915527344,31.299999237060547,25.520000457763672,19.700000762939453
05-16,,,28.68000030517578,31.6299991607666,31.950000762939453,25.6200008392334,
05-17,,,28.0,31.15999984741211,32.209999084472656,25.670000076293945,
05-18,,34.5,27.719999313354492,30.93000030517578,32.209999084472656,,21.0
05-19,,34.400001525878906,27.520000457763672,31.299999237060547,,,20.940000534057617
05-20,,34.65999984741211,27.489999771118164,,,24.75,21.15999984741211
05-21,,34.15999984741211,,,32.29999923706055,25.079999923706055,21.309999465942383
05-22,,33.72999954223633,,31.40999984741211,32.099998474121094,24.979999542236328,21.540000915527344
05-23,,,27.719999313354492,31.43000030517578,32.0,24.6200008392334,
05-24,,,28.110000610351562,31.209999084472656,31.799999237060547,24.479999542236328,
05-25,,,27.8700008392334,31.530000686645508,32.38999938964844,,
05-26,,33.79999923706055,27.8700008392334,31.739999771118164,,,23.110000610351562
05-27,,33.68000030517578,28.239999771118164,,,,23.899999618530273
05-28,,33.65999984741211,,,,24.3700008392334,23.31999969482422
05-29,,34.25,,,31.6299991607666,24.190000534057617,23.110000610351562
05-30,,,,31.5,31.190000534057617,24.149999618530273,
05-31,,,28.149999618530273,31.299999237060547,31.110000610351562,23.510000228881836,
06-01,,34.79999923706055,27.989999771118164,32.68000030517578,31.479999542236328,,23.299999237060547
06-02,,34.31999969482422,27.93000030517578,33.0,,,23.329999923706055
06-03,,34.900001525878906,27.770000457763672,,,24.15999984741211,24.440000534057617
06-04,,34.5,,,31.25,25.360000610351562,24.5
06-05,,34.880001068115234,,32.9900016784668,31.40999984741211,25.459999084472656,24.700000762939453
06-06,,,28.010000228881836,33.56999969482422,31.829999923706055,25.5,
06-07,,,28.0,33.36000061035156,31.790000915527344,25.40999984741211,
06-08,,34.720001220703125,28.190000534057617,33.33000183105469,31.850000381469727,,25.170000076293945
06-09,,35.18000030517578,27.8799991607666,33.59000015258789,,,24.25
06-10,,35.09000015258789,27.899999618530273,,,25.389999389648438,23.469999313354492
06-11,,34.959999084472656,,,31.639999389648438,25.690000534057617,21.700000762939453
06-12,,35.45000076293945,,32.90999984741211,31.530000686645508,25.68000030517578,22.190000534057617
06-13,,,27.350000381469727,33.220001220703125,31.170000076293945,26.18000030517578,
06-14,,,27.079999923706055,33.349998474121094,31.200000762939453,26.079999923706055,
06-15,,35.08000183105469,27.209999084472656,33.41999816894531,31.0,,22.81999969482422
06-16,,35.38999938964844,27.709999084472656,33.7599983215332,,,22.719999313354492
06-17,,35.70000076293945,27.989999771118164,,,25.799999237060547,22.68000030517578
06-18,,35.90999984741211,,,30.479999542236328,25.81999969482422,22.299999237060547
06-19,,36.22999954223633,,33.61000061035156,30.510000228881836,29.329999923706055,22.09000015258789
06-20,,,28.3700008392334,33.43000030517578,30.479999542236328,29.790000915527344,
06-21,,,28.06999969482422,32.40999984741211,30.440000534057617,29.989999771118164,
06-22,,36.369998931884766,27.959999084472656,32.349998474121094,30.420000076293945,,22.100000381469727
06-23,,35.619998931884766,28.020000457763672,31.940000534057617,,,22.239999771118164
06-24,,34.9900016784668,26.09000015258789,,,30.15999984741211,21.440000534057617
06-25,,35.0,,,30.149999618530273,30.639999389648438,21.719999313354492
06-26,,34.349998474121094,,31.989999771118164,30.5,29.90999984741211,21.43000030517578
06-27,,,25.3799991607666,31.969999313354492,30.170000076293945,29.940000534057617,
06-28,,,25.600000381469727,32.209999084472656,30.440000534057617,29.770000457763672,
06-29,,33.45000076293945,26.309999465942383,32.04999923706055,30.309999465942383,,22.170000076293945
06-30,,33.08000183105469,26.530000686645508,32.040000915527344,,,22.549999237060547
07-01,,32.63999938964844,26.25,,,30.350000381469727,22.110000610351562
07-02,,32.5,,,30.219999313354492,30.299999237060547,22.450000762939453
07-03,,,,32.130001068115234,30.06999969482422,30.43000030517578,
07-05,,,26.049999237060547,32.06999969482422,30.350000381469727,30.290000915527344,
07-06,,32.7400016784668,26.190000534057617,32.0,30.68000030517578,,22.68000030517578
07-07,,33.52000045776367,26.68000030517578,32.560001373291016,,,22.239999771118164
07-08,,32.16999816894531,27.170000076293945,,,30.049999237060547,22.229999542236328
07-09,,32.25,,,30.3799991607666,29.809999465942383,21.81999969482422
07-10,,32.54999923706055,,32.43000030517578,30.459999084472656,29.399999618530273,22.239999771118164
07-11,,,27.1299991607666,32.709999084472656,29.989999771118164,29.3799991607666,
07-12,,,27.489999771118164,33.119998931884766,30.030000686645508,29.559999465942383,
07-13,,33.130001068115234,27.760000228881836,33.09000015258789,30.09000015258789,,22.309999465942383
07-14,,33.2599983215332,27.84000015258789,33.400001525878906,,,22.809999465942383
07-15,,33.02000045776367,27.889999389648438,,,29.520000457763672,23.8799991607666
07-16,,32.2400016784668,,,29.65999984741211,30.670000076293945,23.739999771118164
07-17,,31.15999984741211,,33.36000061035156,30.030000686645508,30.219999313354492,24.030000686645508
07-18,,,28.010000228881836,33.209999084472656,30.31999969482422,30.399999618530273,
07-19,,,27.729999542236328,33.540000915527344,30.299999237060547,30.149999618530273,
07-20,,30.829999923706055,28.239999771118164,33.0,30.270000457763672,,23.389999389648438
07-21,,31.0,28.270000457763672,32.5,,,22.790000915527344
07-22,,30.600000381469727,28.34000015258789,,,29.639999389648438,22.920000076293945
07-23,,30.43000030517578,,,30.010000228881836,30.360000610351562,23.09000015258789
07-24,,30.15999984741211,,32.16999816894531,29.860000610351562,30.190000534057617,22.739999771118164
07-25,,,28.56999969482422,32.290000915527344,29.850000381469727,30.729999542236328,
07-26,,,28.739999771118164,32.02000045776367,30.360000610351562,30.8700008392334,
07-27,,29.450000762939453,28.969999313354492,31.850000381469727,30.229999542236328,,23.110000610351562
07-28,,30.34000015258789,28.299999237060547,31.979999542236328,,,23.010000228881836
07-29,,30.790000915527344,28.549999237060547,,,30.290000915527344,23.049999237060547
07-30,,31.09000015258789,,,30.18000030517578,30.309999465942383,22.219999313354492
07-31,,31.809999465942383,,31.5,30.25,29.6299991607666,22.200000762939453
08-01,,,28.520000457763672,31.729999542236328,30.190000534057617,28.84000015258789,
08-02,,,28.030000686645508,31.760000228881836,30.170000076293945,28.649999618530273,
08-03,,32.09000015258789,28.18000030517578,29.25,30.350000381469727,,22.31999969482422
08-04,,31.1200008392334,28.040000915527344,28.239999771118164,,,22.450000762939453
08-05,,31.020000457763672,28.34000015258789,,,28.219999313354492,23.010000228881836
08-06,,30.139999389648438,,,30.389999389648438,28.280000686645508,22.8799991607666
08-07,,30.34000015258789,,28.079999923706055,30.3700008392334,28.520000457763672,23.360000610351562
08-08,,,28.270000457763672,28.440000534057617,30.25,29.09000015258789,
08-09,,,28.190000534057617,28.309999465942383,30.200000762939453,28.469999313354492,
08-10,,30.649999618530273,28.270000457763672,28.18000030517578,30.030000686645508,,23.229999542236328
08-11,,30.0,28.260000228881836,28.729999542236328,,,24.040000915527344
08-12,,29.969999313354492,28.0,,,27.950000762939453,24.329999923706055
08-13,,30.110000610351562,,,29.889999389648438,28.100000381469727,24.0
08-14,,30.3799991607666,,29.040000915527344,30.25,27.549999237060547,23.899999618530273
08-15,,,28.299999237060547,28.969999313354492,29.979999542236328,27.520000457763672,
08-16,,,27.739999771118164,29.399999618530273,29.940000534057617,27.729999542236328,
08-17,,30.68000030517578,27.809999465942383,29.049999237060547,30.030000686645508,,23.8799991607666
08-18,,30.75,28.040000915527344,29.200000762939453,,,23.809999465942383
08-19,,30.510000228881836,27.969999313354492,,,27.790000915527344,23.739999771118164
08-20,,29.420000076293945,,,30.200000762939453,27.670000076293945,23.639999389648438
08-21,,28.450000762939453,,29.209999084472656,30.139999389648438,27.639999389648438,23.799999237060547
08-22,,,28.1200008392334,29.43000030517578,29.739999771118164,27.5,
08-23,,,28.350000381469727,29.469999313354492,29.850000381469727,26.75,
08-24,,27.75,28.200000762939453,29.530000686645508,30.049999237060547,,24.1299991607666
08-25,,27.6200008392334,28.239999771118164,29.139999389648438,,,24.1200008392334
08-26,,28.200000762939453,28.31999969482422,,,27.079999923706055,23.860000610351562
08-27,,28.850000381469727,,,30.190000534057617,26.920000076293945,23.860000610351562
08-28,,28.360000610351562,,29.280000686645508,30.149999618530273,28.579999923706055,24.290000915527344
08-29,,,28.43000030517578,29.270000457763672,30.850000381469727,28.920000076293945,
08-30,,,28.6200008392334,29.350000381469727,30.59000015258789,28.8799991607666,
08-31,,29.190000534057617,28.6200008392334,29.520000457763672,30.5,,23.850000381469727
09-01,,28.34000015258789,28.950000762939453,29.469999313354492,,,24.3700008392334
09-02,,28.780000686645508,28.969999313354492,,,,24.270000457763672
09-03,,28.719999313354492,,,,28.739999771118164,23.18000030517578
09-04,,28.479999542236328,,,29.90999984741211,29.010000228881836,23.06999969482422
09-05,,,,29.1299991607666,30.0,29.639999389648438,
09-06,,,28.889999389648438,29.020000457763672,29.549999237060547,30.3799991607666,
09-07,,,28.940000534057617,28.719999313354492,29.399999618530273,,
09-08,,28.780000686645508,28.639999389648438,28.450000762939453,,,22.360000610351562
09-09,,28.579999923706055,28.15999984741211,,,30.670000076293945,22.6299991607666
09-10,,28.530000686645508,,,29.139999389648438,30.56999969482422,22.81999969482422
09-11,,28.25,,28.860000610351562,29.309999465942383,30.290000915527344,23.170000076293945
09-12,,,27.979999542236328,29.06999969482422,29.15999984741211,30.530000686645508,
09-13,,,27.360000610351562,28.829999923706055,29.229999542236328,31.389999389648438,
09-14,,28.030000686645508,27.1299991607666,29.170000076293945,29.229999542236328,,24.190000534057617
09-15,,28.0,27.329999923706055,29.25,,,24.3799991607666
09-16,,28.0,27.350000381469727,,,31.309999465942383,24.690000534057617
09-17,,28.56999969482422,,,29.329999923706055,31.729999542236328,24.639999389648438
09-18,,28.440000534057617,,29.229999542236328,29.270000457763672,31.469999313354492,23.940000534057617
09-19,,,27.719999313354492,29.280000686645508,29.920000076293945,31.1200008392334,
09-20,,,27.3799991607666,29.40999984741211,30.350000381469727,30.440000534057617,
09-21,,27.799999237060547,27.649999618530273,29.229999542236328,30.700000762939453,,22.93000030517578
09-22,,26.739999771118164,28.059999465942383,29.030000686645508,,,22.860000610351562
09-23,,27.010000228881836,28.010000228881836,,,30.440000534057617,21.770000457763672
09-24,,26.420000076293945,,,30.0,30.25,21.6299991607666
09-25,,26.1299991607666,,28.899999618530273,29.670000076293945,30.600000381469727,21.920000076293945
09-26,,,27.899999618530273,28.979999542236328,29.290000915527344,30.209999084472656,
09-27,,,28.010000228881836,29.010000228881836,29.239999771118164,30.219999313354492,
09-28,,24.489999771118164,28.290000915527344,28.93000030517578,29.15999984741211,,22.540000915527344
09-29,,25.0,27.93000030517578,28.920000076293945,,,22.09000015258789
09-30,,25.34000015258789,28.270000457763672,,,30.149999618530273,22.170000076293945
10-01,,25.68000030517578,,,29.25,29.729999542236328,23.5
10-02,,26.049999237060547,,29.020000457763672,29.149999618530273,29.719999313354492,24.0
10-03,,,28.09000015258789,29.530000686645508,28.84000015258789,29.790000915527344,
10-04,,,28.06999969482422,29.56999969482422,28.1200008392334,30.0,
10-05,,27.1200008392334,28.049999237060547,30.020000457763672,28.09000015258789,,24.6200008392334
10-06,,26.950000762939453,28.110000610351562,30.530000686645508,,,24.770000457763672
10-07,,27.440000534057617,26.760000228881836,,,29.84000015258789,25.290000915527344
10-08,,27.399999618530273,,,28.600000381469727,28.31999969482422,25.450000762939453
10-09,,27.079999923706055,,29.68000030517578,26.579999923706055,28.700000762939453,25.690000534057617
10-10,,,26.6299991607666,28.760000228881836,26.760000228881836,28.81999969482422,
10-11,,,26.149999618530273,28.56999969482422,25.860000610351562,29.040000915527344,
10-12,,26.950000762939453,26.0,28.290000915527344,25.56999969482422,,25.93000030517578
10-13,,26.65999984741211,26.40999984741211,28.270000457763672,,,24.940000534057617
10-14,,26.8799991607666,26.209999084472656,,,28.969999313354492,25.299999237060547
10-15,,28.610000610351562,,,25.770000457763672,28.799999237060547,25.639999389648438
10-16,,29.260000228881836,,28.350000381469727,26.329999923706055,28.719999313354492,25.639999389648438
10-17,,,26.399999618530273,28.389999389648438,25.75,28.799999237060547,
10-18,,,26.280000686645508,28.760000228881836,25.600000381469727,28.790000915527344,
10-19,,29.280000686645508,25.989999771118164,29.200000762939453,25.5,,25.170000076293945
10-20,,29.270000457763672,26.360000610351562,29.309999465942383,,,25.56999969482422
10-21,,29.200000762939453,26.149999618530273,,,28.649999618530273,25.690000534057617
10-22,,29.540000915527344,,,25.200000762939453,28.899999618530273,26.68000030517578
10-23,,29.729999542236328,,29.3799991607666,25.0,28.530000686645508,26.770000457763672
10-24,,,26.31999969482422,29.049999237060547,24.149999618530273,28.809999465942383,
10-25,,,25.889999389648438,29.059999465942383,24.860000610351562,29.389999389648438,
10-26,,29.760000228881836,25.3700008392334,28.34000015258789,24.25,,26.190000534057617
10-27,,29.549999237060547,25.079999923706055,33.150001525878906,,,25.420000076293945
10-28,,28.770000457763672,25.040000915527344,,,29.770000457763672,24.84000015258789
10-29,,28.170000076293945,,,23.989999771118164,29.6299991607666,25.3799991607666
10-30,,27.6299991607666,,32.43000030517578,24.600000381469727,29.59000015258789,25.110000610351562
10-31,,,25.1200008392334,33.25,24.68000030517578,29.489999771118164,
11-01,,,25.110000610351562,33.41999816894531,25.459999084472656,29.700000762939453,
11-02,,28.100000381469727,25.0,32.77000045776367,25.280000686645508,,25.639999389648438
11-03,,28.600000381469727,24.540000915527344,32.84000015258789,,,25.780000686645508
11-04,,28.770000457763672,24.530000686645508,,,29.65999984741211,25.90999984741211
11-05,,28.610000610351562,,,25.399999618530273,29.809999465942383,26.530000686645508
11-06,,28.649999618530273,,32.79999923706055,25.360000610351562,29.899999618530273,26.510000228881836
11-07,,,25.049999237060547,33.060001373291016,25.920000076293945,29.950000762939453,
11-08,,,25.079999923706055,32.79999923706055,25.729999542236328,30.229999542236328,
11-09,,28.510000228881836,25.639999389648438,32.08000183105469,25.34000015258789,,27.8799991607666
11-10,,28.229999542236328,26.059999465942383,31.979999542236328,,,28.040000915527344
11-11,,28.100000381469727,26.190000534057617,,,30.049999237060547,27.6299991607666
11-12,20.75,27.579999923706055,,,24.920000076293945,30.06999969482422,
11-13,21.5,27.950000762939453,,31.920000076293945,24.920000076293945,29.649999618530273,
11-14,21.979999542236328,,25.850000381469727,31.790000915527344,25.010000228881836,29.290000915527344,
11-15,,,26.209999084472656,32.349998474121094,24.979999542236328,29.34000015258789,
11-16,,28.969999313354492,26.149999618530273,33.18000030517578,24.59000015258789,,
11-17,22.329999923706055,28.440000534057617,26.40999984741211,33.31999969482422,,,
11-18,21.8799991607666,29.260000228881836,26.139999389648438,,,29.0,
11-19,22.239999771118164,29.5,,,24.389999389648438,29.200000762939453,
11-20,22.290000915527344,28.950000762939453,,33.540000915527344,24.549999237060547,28.860000610351562,
11-21,22.559999465942383,,26.270000457763672,33.869998931884766,24.799999237060547,28.18000030517578,
11-22,,,26.40999984741211,35.5,,28.0,
11-23,,29.34000015258789,26.40999984741211,,24.719999313354492,,
11-24,22.40999984741211,29.209999084472656,,36.209999084472656,,,
11-25,22.989999771118164,29.200000762939453,26.559999465942383,,,28.31999969482422,
11-26,22.979999542236328,,,,24.639999389648438,28.510000228881836,
11-27,,29.5,,35.58000183105469,24.469999313354492,28.670000076293945,
11-28,23.799999237060547,,26.3700008392334,36.34000015258789,24.780000686645508,,
11-29,,,26.510000228881836,37.54999923706055,24.639999389648438,28.469999313354492,
11-30,,29.020000457763672,26.420000076293945,31.65999984741211,25.030000686645508,,
12-01,23.729999542236328,28.719999313354492,25.84000015258789,31.030000686645508,,,
12-02,24.40999984741211,28.40999984741211,25.040000915527344,,,28.420000076293945,
12-03,25.15999984741211,28.079999923706055,,,25.700000762939453,29.600000381469727,
12-04,25.030000686645508,27.81999969482422,,32.33000183105469,24.489999771118164,29.56999969482422,
12-05,25.030000686645508,,25.6200008392334,32.79999923706055,,30.049999237060547,
12-06,,,26.520000457763672,32.349998474121094,24.610000610351562,30.34000015258789,
12-07,,27.520000457763672,26.770000457763672,32.310001373291016,23.790000915527344,,
12-08,24.719999313354492,27.799999237060547,27.200000762939453,32.40999984741211,,,
12-09,25.010000228881836,27.420000076293945,27.1299991607666,,,30.219999313354492,
12-10,24.700000762939453,27.209999084472656,,,23.25,29.649999618530273,
12-11,26.3799991607666,27.09000015258789,,32.56999969482422,22.59000015258789,29.790000915527344,
12-12,26.030000686645508,,26.469999313354492,32.060001373291016,22.799999237060547,29.940000534057617,
12-13,,,26.31999969482422,31.75,22.639999389648438,30.239999771118164,
12-14,,26.690000534057617,25.889999389648438,31.5,22.229999542236328,,
12-15,26.06999969482422,26.65999984741211,26.280000686645508,31.0,,,
12-16,26.270000457763672,27.049999237060547,27.100000381469727,,,30.360000610351562,
12-17,26.65999984741211,26.329999923706055,,,21.780000686645508,30.450000762939453,
12-18,26.75,25.809999465942383,,31.549999237060547,21.920000076293945,30.459999084472656,
12-19,26.940000534057617,,27.40999984741211,31.389999389648438,22.799999237060547,30.200000762939453,
12-20,,,27.25,31.950000762939453,22.549999237060547,30.010000228881836,
12-21,,25.8700008392334,27.270000457763672,31.950000762939453,22.350000381469727,,
12-22,27.450000762939453,26.450000762939453,27.049999237060547,31.989999771118164,,,
12-23,27.010000228881836,26.93000030517578,27.049999237060547,,,30.260000228881836,
12-24,26.739999771118164,27.139999389648438,,,22.06999969482422,30.31999969482422,
