,2018,2019,2020
10-23,,8.899999618530273,15.027000427246094
10-24,,8.73153018951416,
10-25,,8.5,
10-26,,,14.399999618530273
10-27,,,14.61400032043457
10-28,,9.147700309753418,14.09000015258789
10-29,,9.0600004196167,14.25
10-30,,9.75,14.199999809265137
10-31,,9.75,
11-01,14.509499549865723,9.579999923706055,
11-02,14.740799903869629,,14.61400032043457
11-03,,,14.880000114440918
11-04,,9.75,15.899999618530273
11-05,14.75,9.0,16.281999588012695
11-06,14.699999809265137,8.920000076293945,16.489999771118164
11-07,14.947999954223633,8.770000457763672,
11-08,14.813599586486816,9.569100379943848,
11-09,14.449299812316895,,16.729999542236328
11-10,,,17.237300872802734
11-11,,8.970000267028809,17.0
11-12,14.448699951171875,8.598699569702148,
11-13,14.143699645996094,8.12279987335205,
11-14,14.143699645996094,8.130000114440918,
11-15,13.50220012664795,7.925600051879883,
11-16,13.0,,
11-18,,8.573599815368652,
11-19,12.75,8.20009994506836,
11-20,12.241600036621094,8.592300415039062,
11-21,12.826899528503418,9.300000190734863,
11-22,,8.970000267028809,
11-23,12.575599670410156,,
11-25,,8.329999923706055,
11-26,12.648599624633789,8.49524974822998,
11-27,12.648599624633789,8.25,
11-28,12.75,,
11-29,12.47130012512207,8.91100025177002,
11-30,12.800000190734863,,
12-02,,9.116999626159668,
12-03,12.768899917602539,9.25,
12-04,12.404899597167969,9.160099983215332,
12-05,,9.3029203414917,
12-06,12.243200302124023,9.100000381469727,
12-07,12.243200302124023,,
12-09,,9.0,
12-10,11.5,8.899999618530273,
12-11,11.739800453186035,8.600000381469727,
12-12,10.873000144958496,8.600000381469727,
12-13,10.666000366210938,9.100000381469727,
12-14,10.304400444030762,,
12-16,,9.0,
12-17,10.815299987792969,8.800000190734863,
12-18,10.413399696350098,8.430000305175781,
12-19,10.25100040435791,8.697830200195312,
12-20,10.2475004196167,8.5,
12-21,9.546299934387207,,
12-23,,8.449999809265137,
12-24,9.279390335083008,8.500189781188965,
12-26,9.279390335083008,8.5,
12-27,9.180800437927246,8.5,
12-28,10.631500244140625,,
12-30,,9.0,
12-31,10.5649995803833,9.380000114440918,
