symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
USPH,US Physical Therapy Inc,106.5599976,FALSE,2009,,6-Apr,20-Jun,7,7,4,4,6-Apr,20-Jun,10.03643283,17-May,16-Jul,5,6,5,6,17-May,16-Jul,6.205481869,24-Jun,8-Aug,3,8,3,8,24-Jun,8-Aug,5.674100299,17-Jun,17-Jul,4,7,4,7,17-Jun,17-Jul,4.217287159,16-Nov,1-Dec,4,7,4,7,16-Nov,1-Dec,2.624532142
USNU,US Neurosurgical Holding Inc,0.310000002,FALSE,2009,,16-Mar,30-May,3,3,8,8,16-Mar,30-May,18.72423822,12-Aug,11-Oct,6,5,6,5,12-Aug,11-Oct,19.65636337,18-Mar,2-May,6,5,6,5,18-Mar,2-May,14.82718882,17-Apr,17-May,5,6,5,6,17-Apr,17-May,12.91276432,7-Nov,22-Nov,4,7,4,7,7-Nov,22-Nov,16.74814855
USMT,US Metro Bancorp,2.5,FALSE,2009,,21-Oct,4-Jan,2,2,9,9,21-Oct,4-Jan,11.85883912,4-Nov,3-Jan,2,9,2,9,4-Nov,3-Jan,10.72428525,21-Oct,5-Dec,2,9,2,9,21-Oct,5-Dec,4.673989772,2-Jun,2-Jul,1,10,1,10,2-Jun,2-Jul,0.226683483,19-Jun,4-Jul,1,10,1,10,19-Jun,4-Jul,1.922787291
GROW,US Global Investors Inc,3.079999924,FALSE,2009,,25-Jun,8-Sep,5,5,6,6,25-Jun,8-Sep,11.31581041,24-Jun,23-Aug,6,5,6,5,18-Jun,17-Aug,10.95970317,22-Jun,6-Aug,7,4,6,5,22-Jun,6-Aug,10.03823873,30-Jun,30-Jul,6,5,6,5,21-Jun,21-Jul,9.382614083,7-Aug,22-Aug,5,6,5,6,7-Jul,22-Jul,5.253872739
USEG,US Energy Corp,3.430000067,FALSE,2009,,13-Dec,26-Feb,7,7,4,4,13-Dec,26-Feb,5.049526169,13-Dec,11-Feb,7,4,7,4,13-Dec,11-Feb,13.94088115,13-Dec,27-Jan,6,5,6,5,13-Dec,27-Jan,13.57539951,22-Jan,21-Feb,5,6,5,6,22-Jan,21-Feb,5.081913454,16-May,31-May,6,5,6,5,16-May,31-May,3.094262972
ECOL,US Ecology Inc,35,FALSE,2009,,13-May,27-Jul,6,6,5,5,5-May,19-Jul,4.559495074,7-May,6-Jul,6,5,6,5,7-May,6-Jul,4.240113891,8-May,22-Jun,5,6,5,6,9-May,23-Jun,4.975948871,29-Mar,28-Apr,6,5,5,6,24-May,23-Jun,3.862872854,9-Oct,24-Oct,4,7,4,7,19-Dec,3-Jan,2.386359455
USCR,US Concrete Inc,37.18000031,FALSE,2010,,30-Mar,13-Jun,8,8,2,2,30-Mar,13-Jun,8.774692515,11-Apr,10-Jun,7,3,7,3,11-Apr,10-Jun,8.72497955,3-Apr,18-May,5,5,5,5,3-Apr,18-May,7.603378693,18-Jan,17-Feb,6,4,6,4,18-Jan,17-Feb,6.872697612,6-Jul,21-Jul,3,7,3,7,6-Jul,21-Jul,5.350951623
LFDEF,UrtheCast Corp,0.050000001,FALSE,2010,,28-Jul,11-Oct,4,4,6,6,28-Jul,11-Oct,-7.87461539,9-Sep,8-Nov,3,7,3,7,9-Sep,8-Nov,0.803888181,9-Sep,24-Oct,5,5,5,5,9-Sep,24-Oct,4.310814909,20-May,19-Jun,6,4,6,4,20-May,19-Jun,7.300551407,31-May,15-Jun,5,5,5,5,31-May,15-Jun,3.68185755
UBP,Urstadt Biddle Properties Inc,11.72999954,FALSE,2009,,27-Sep,11-Dec,6,5,5,6,16-Feb,1-May,0.901567722,14-Mar,13-May,6,5,6,5,14-Mar,13-May,4.403040521,15-Mar,29-Apr,5,6,5,6,14-Mar,28-Apr,3.438643146,18-Mar,17-Apr,8,3,7,4,11-Mar,10-Apr,1.885409219,24-Mar,8-Apr,3,8,2,9,7-Oct,22-Oct,2.864833678
UBA,Urstadt Biddle Properties Inc,12.67000008,FALSE,2009,,13-Nov,27-Jan,7,7,4,4,4-Oct,18-Dec,3.824831763,15-Mar,14-May,8,3,7,4,4-Oct,3-Dec,4.075632409,15-Mar,29-Apr,7,4,6,5,4-Oct,18-Nov,3.225982765,11-Mar,10-Apr,6,5,6,5,9-Mar,8-Apr,-0.437322708,24-Jun,9-Jul,5,6,3,8,15-Mar,30-Mar,3.311895339
URNAF,Urbana Corp,1.909999967,FALSE,2010,,21-Mar,4-Jun,8,5,2,5,21-Mar,4-Jun,5.385321852,11-Apr,10-Jun,8,2,5,5,11-Apr,10-Jun,6.156525178,1-Apr,16-May,7,3,6,4,1-Apr,16-May,4.002136184,6-Jan,5-Feb,7,3,4,6,16-Apr,16-May,3.01514167,6-Jan,21-Jan,3,7,3,7,29-Aug,13-Sep,1.627549024
UBAAF,Urbana Corp,2.00999999,FALSE,2009,,1-Mar,15-May,6,6,5,5,1-Mar,15-May,3.590696182,16-Mar,15-May,5,6,5,6,16-Mar,15-May,4.701330819,17-Dec,31-Jan,7,4,6,5,25-Nov,9-Jan,4.014740321,24-May,23-Jun,7,4,7,4,24-May,23-Jun,2.574440797,7-Apr,22-Apr,5,6,5,6,7-Apr,22-Apr,3.097484134
URBN,Urban Outfitters Inc,28.97999954,FALSE,2009,,26-Jun,9-Sep,5,5,6,6,26-Jun,9-Sep,11.21312376,2-Jul,31-Aug,7,4,7,4,2-Jul,31-Aug,9.060616822,28-Jul,11-Sep,5,6,5,6,28-Jul,11-Sep,7.645061554,19-Oct,18-Nov,2,9,2,9,19-Oct,18-Nov,6.224150059,21-Oct,5-Nov,2,9,2,9,21-Oct,5-Nov,3.461691875
UONEK,Urban One Inc,1.110000014,FALSE,2009,,2-Jan,17-Mar,8,8,3,3,2-Jan,17-Mar,13.79052403,15-Jan,15-Mar,8,3,8,3,15-Jan,15-Mar,10.29777234,30-Dec,13-Feb,8,3,8,3,30-Dec,13-Feb,11.50014139,28-Dec,27-Jan,9,2,9,2,28-Dec,27-Jan,11.69822337,8-Apr,23-Apr,9,2,9,2,8-Apr,23-Apr,7.465165988
UONE,Urban One Inc,5.050000191,FALSE,2009,,2-Feb,17-Apr,8,8,3,3,2-Feb,17-Apr,7.799587579,4-Mar,3-May,8,3,8,3,4-Mar,3-May,12.41733223,21-Mar,5-May,7,4,7,4,21-Mar,5-May,15.87833083,5-Apr,5-May,9,2,9,2,5-Apr,5-May,13.48277449,10-Feb,25-Feb,7,4,7,4,10-Feb,25-Feb,10.22477969
URPTF,Uranium Participation Corp,3.079999924,FALSE,2009,,1-Oct,15-Dec,4,4,7,7,1-Oct,15-Dec,4.819587319,4-Oct,3-Dec,5,6,5,6,4-Oct,3-Dec,5.720706801,19-Oct,3-Dec,5,6,5,6,19-Oct,3-Dec,4.297724744,22-Jun,22-Jul,5,6,5,6,22-Jun,22-Jul,3.423267702,31-Oct,15-Nov,5,6,5,6,31-Oct,15-Nov,4.94869791
UEC,Uranium Energy Corp,0.959999979,FALSE,2009,,31-Oct,14-Jan,3,3,8,8,31-Oct,14-Jan,13.51344925,23-Oct,22-Dec,3,8,3,8,23-Oct,22-Dec,8.207829919,25-Oct,9-Dec,3,8,3,8,25-Oct,9-Dec,10.33781759,13-Nov,13-Dec,3,8,3,8,13-Nov,13-Dec,7.080336002,22-Dec,6-Jan,3,8,3,8,22-Dec,6-Jan,6.069264442
URG,Ur-Energy Inc,0.460000008,FALSE,2009,,31-Oct,14-Jan,7,7,4,4,31-Oct,14-Jan,10.77960626,7-Dec,5-Feb,6,5,6,5,7-Dec,5-Feb,10.30267153,28-Nov,12-Jan,5,6,5,6,28-Nov,12-Jan,11.68692395,15-Dec,14-Jan,5,6,5,6,15-Dec,14-Jan,8.834016828,22-Jun,7-Jul,5,6,5,6,22-Jun,7-Jul,3.487282169
UPPR,Upper Street Marketing Inc,0.02,FALSE,2009,,17-Dec,2-Mar,3,3,8,8,17-Dec,2-Mar,9.608874864,6-Aug,5-Oct,5,6,5,6,6-Aug,5-Oct,-0.919514075,6-Aug,20-Sep,2,9,2,9,6-Aug,20-Sep,13.55433874,31-Oct,30-Nov,4,7,4,7,31-Oct,30-Nov,11.07656501,6-Aug,21-Aug,4,7,4,7,6-Aug,21-Aug,11.63074105
UPMKF,UPM-Kymmene Oyj,31.36000061,FALSE,2010,,14-Mar,28-May,8,8,2,2,21-Jan,5-Apr,6.814076332,12-Mar,11-May,7,3,7,3,4-Jan,4-Mar,5.327978178,18-Mar,2-May,6,4,6,4,4-Jan,18-Feb,4.828601097,18-Mar,17-Apr,4,6,4,6,3-Sep,3-Oct,6.699849797,28-Mar,12-Apr,4,6,4,6,19-Mar,3-Apr,5.238558855
UPDC,UPD Holding Corp,0.02,FALSE,2009,,27-Jun,10-Sep,4,4,7,7,27-Jun,10-Sep,17.8425473,4-Mar,3-May,5,6,5,6,4-Mar,3-May,5.08295095,9-Dec,23-Jan,7,4,7,4,9-Dec,23-Jan,24.83109665,14-Dec,13-Jan,5,6,5,6,14-Dec,13-Jan,24.65831423,5-Feb,20-Feb,7,4,7,4,5-Feb,20-Feb,-21.04983173
UOMO,UOMO Media Inc,0.090000004,FALSE,2009,,28-Jan,12-Apr,6,6,5,5,28-Jan,12-Apr,-85.15595976,27-Jan,27-Mar,6,5,6,5,27-Jan,27-Mar,-50.24955587,8-Feb,24-Mar,4,7,4,7,8-Feb,24-Mar,-109.7091878,17-Aug,16-Sep,2,9,2,9,17-Aug,16-Sep,10.80902454,2-Sep,17-Sep,1,10,1,10,2-Sep,17-Sep,18.28129004
UOLGY,UOL Group Ltd,22.19000053,FALSE,2009,,17-Feb,2-May,5,5,6,6,11-Feb,26-Apr,5.955395146,12-Mar,11-May,6,5,6,5,12-Mar,11-May,8.325242398,15-Mar,29-Apr,7,4,7,4,12-Mar,26-Apr,9.021107013,4-Apr,4-May,8,3,8,3,22-Mar,21-Apr,6.845121303,6-Apr,21-Apr,7,4,7,4,6-Apr,21-Apr,5.475797283
UNM,Unum Group,21.44000053,FALSE,2009,,22-Aug,5-Nov,7,7,4,4,22-Aug,5-Nov,3.25852017,2-Oct,1-Dec,6,5,6,5,22-Aug,21-Oct,3.933530203,1-Oct,15-Nov,6,5,6,5,1-Oct,15-Nov,5.559520868,21-Aug,20-Sep,7,4,7,4,21-Aug,20-Sep,4.469346877,17-Jul,1-Aug,7,4,7,4,8-Feb,23-Feb,2.505153796
UVSP,Univest Financial Corp,19.12999916,FALSE,2009,,18-Apr,2-Jul,5,4,6,7,18-Apr,2-Jul,2.518650662,13-Nov,12-Jan,3,8,3,8,19-May,18-Jul,2.797905161,13-Nov,28-Dec,2,9,2,9,21-May,5-Jul,3.081206769,22-May,21-Jun,3,8,3,8,22-May,21-Jun,2.782857829,16-Apr,1-May,4,7,4,7,16-Apr,1-May,4.198243227
UNIB,University Bancorp Inc,12.94999981,FALSE,2009,,30-Nov,13-Feb,6,6,5,5,30-Nov,13-Feb,15.3691951,15-Dec,13-Feb,8,3,8,3,15-Dec,13-Feb,17.76285457,17-Dec,31-Jan,8,3,8,3,17-Dec,31-Jan,16.44542947,17-Dec,16-Jan,9,2,9,2,17-Dec,16-Jan,13.49973485,24-Dec,8-Jan,6,5,6,5,24-Dec,8-Jan,9.594532444
UTI,Universal Technical Institute Inc,5.829999924,FALSE,2009,,7-May,21-Jul,6,6,5,5,7-May,21-Jul,3.872532426,7-Feb,7-Apr,5,6,5,6,7-Feb,7-Apr,1.121805617,1-Oct,15-Nov,6,5,6,5,1-Oct,15-Nov,7.652068305,24-Jun,24-Jul,5,6,5,6,24-Jun,24-Jul,5.2784857,14-Dec,29-Dec,5,6,5,6,14-Dec,29-Dec,3.739555053
USAP,Universal Stainless & Alloy Products Inc,6.809999943,FALSE,2009,,22-Jan,6-Apr,7,7,4,4,22-Jan,6-Apr,6.743080119,25-Oct,24-Dec,5,6,5,6,25-Oct,24-Dec,6.589063642,25-Oct,9-Dec,5,6,5,6,25-Oct,9-Dec,6.495814037,16-Mar,15-Apr,4,7,4,7,16-Mar,15-Apr,4.596526278,25-Jun,10-Jul,2,9,2,9,25-Jun,10-Jul,3.618581045
UNSS,Universal Solar Technology Inc,0.01,FALSE,2009,,13-Aug,27-Oct,2,2,8,8,13-Aug,27-Oct,8.692989809,23-Aug,22-Oct,3,7,3,7,23-Aug,22-Oct,4.374269029,6-Sep,21-Oct,1,9,1,9,6-Sep,21-Oct,12.78886977,28-Jan,27-Feb,1,9,1,9,28-Jan,27-Feb,15.72948049,12-Feb,27-Feb,1,8,1,8,12-Feb,27-Feb,15.7013665
UUU,Universal Security Instruments Inc,2.920000076,FALSE,2009,,6-Nov,20-Jan,4,4,7,7,6-Nov,20-Jan,5.986659003,15-Nov,14-Jan,5,6,5,6,15-Nov,14-Jan,6.3380783,29-Aug,13-Oct,7,4,7,4,29-Aug,13-Oct,6.803239661,24-Dec,23-Jan,8,3,8,3,24-Dec,23-Jan,6.263741889,8-Jan,23-Jan,8,3,8,3,8-Jan,23-Jan,2.416278579
UVRBF,Universal Robina Corporation,3.150000095,FALSE,2010,,21-Mar,4-Jun,5,4,5,6,14-Mar,28-May,8.331975988,7-Jun,6-Aug,6,4,5,5,30-Aug,29-Oct,6.012151685,14-Sep,29-Oct,6,4,6,4,23-Feb,8-Apr,4.95363377,28-Apr,28-May,4,6,4,6,10-Mar,9-Apr,2.300152134,17-Jun,2-Jul,3,7,3,7,21-Jul,5-Aug,3.39534261
UPIN,Universal Power Industry Corp,0.030999999,FALSE,2009,,15-May,29-Jul,5,5,6,6,15-May,29-Jul,11.9356766,9-May,8-Jul,6,5,6,5,9-May,8-Jul,-1.777412339,18-May,2-Jul,6,5,6,5,18-May,2-Jul,12.602666,7-Dec,6-Jan,4,7,4,7,7-Dec,6-Jan,12.52165438,30-May,14-Jun,7,4,7,4,30-May,14-Jun,15.30218189
UFMG,Universal Manufacturing Co,0.129999995,FALSE,2009,,17-Feb,2-May,7,7,4,4,17-Feb,2-May,-27.55093802,21-Feb,21-Apr,6,5,6,5,21-Feb,21-Apr,10.02682514,27-Feb,12-Apr,9,2,9,2,27-Feb,12-Apr,7.458503758,2-Apr,2-May,8,3,8,3,2-Apr,2-May,10.77773566,13-May,28-May,4,7,4,7,13-May,28-May,8.25842452
ULH,Universal Logistics Holdings Inc,22.85000038,FALSE,2009,,21-May,4-Aug,4,4,7,7,21-May,4-Aug,8.337508544,19-May,18-Jul,3,8,3,8,19-May,18-Jul,6.124366583,7-Aug,21-Sep,1,10,1,10,7-Aug,21-Sep,4.756653726,5-Dec,4-Jan,3,8,3,8,5-Dec,4-Jan,4.930168202,21-May,5-Jun,4,7,4,7,21-May,5-Jun,4.397897754
UVE,Universal Insurance Holdings Inc,14.18000031,FALSE,2009,,30-Jun,13-Sep,7,6,4,5,9-Aug,23-Oct,2.323204174,28-Aug,27-Oct,6,5,6,5,28-Aug,27-Oct,3.801816079,9-Sep,24-Oct,6,5,6,5,10-Sep,25-Oct,7.109825334,21-Jul,20-Aug,5,6,5,6,21-Jul,20-Aug,6.766366324,30-Oct,14-Nov,5,6,5,6,30-Oct,14-Nov,5.307044454
UNIV,Universal Infotainment Systems Corp,0.050000001,FALSE,2009,,15-May,29-Jul,1,1,9,9,15-May,29-Jul,26.18259184,15-Jun,14-Aug,1,9,1,9,15-Jun,14-Aug,-3.611962328,16-May,30-Jun,1,9,1,9,16-May,30-Jun,22.24694018,4-Jun,4-Jul,0,10,0,10,4-Jun,4-Jul,24.43635236,15-Jun,30-Jun,0,10,0,10,15-Jun,30-Jun,15.52998433
UHS,Universal Health Services Inc,133.9499969,FALSE,2009,,21-Apr,5-Jul,8,8,3,3,21-Apr,5-Jul,6.28732628,2-Feb,2-Apr,8,3,8,3,7-Feb,7-Apr,1.564509879,10-Dec,24-Jan,6,5,6,5,10-Dec,24-Jan,2.376091006,30-Oct,29-Nov,7,4,7,4,30-Oct,29-Nov,3.523345676,5-Sep,20-Sep,8,3,8,3,5-Sep,20-Sep,4.417415464
UHT,Universal Health Realty Income Trust,59.68000031,FALSE,2009,,12-Nov,26-Jan,8,8,3,3,13-Nov,27-Jan,4.491986165,12-Nov,11-Jan,8,3,8,3,7-Oct,6-Dec,4.210567249,28-Feb,13-Apr,7,4,7,4,14-Jun,29-Jul,1.565905522,12-Mar,11-Apr,8,3,8,3,26-Jun,26-Jul,3.498462744,13-Jan,28-Jan,5,6,5,6,13-Jan,28-Jan,2.498552632
UEIC,Universal Electronics Inc,48.38999939,FALSE,2009,,24-May,7-Aug,7,7,4,4,24-May,7-Aug,6.476558068,7-Feb,7-Apr,7,4,7,4,7-Feb,7-Apr,7.426308179,11-Feb,27-Mar,2,9,2,9,11-Feb,27-Mar,8.103285504,26-Jun,26-Jul,5,6,5,6,26-Jun,26-Jul,6.110993005,15-Feb,1-Mar,5,6,5,6,15-Feb,1-Mar,6.12918917
OLED,Universal Display Corp,220.1000061,FALSE,2009,,26-Jun,9-Sep,6,6,5,5,26-Jun,9-Sep,12.90162132,11-Jul,9-Sep,6,5,6,5,11-Jul,9-Sep,11.50754469,25-Jun,9-Aug,6,5,6,5,25-Jun,9-Aug,6.820272994,26-Jun,26-Jul,6,5,6,5,26-Jun,26-Jul,5.794944971,12-Apr,27-Apr,8,3,8,3,12-Apr,27-Apr,2.89570363
UVV,Universal Corp,45.20000076,FALSE,2009,,31-Aug,14-Nov,8,8,3,3,11-Jan,26-Mar,1.617524285,5-Feb,5-Apr,8,3,8,3,5-Feb,5-Apr,3.501127091,24-Sep,8-Nov,8,3,7,4,10-Jan,24-Feb,3.817303986,22-Sep,22-Oct,5,6,5,6,17-Aug,16-Sep,3.144269424,28-Jan,12-Feb,5,6,4,7,28-Jan,12-Feb,4.584476469
UNVC,UNIVEC Inc,0.023949999,FALSE,2009,,23-Jun,6-Sep,3,3,8,8,23-Jun,6-Sep,25.12939311,15-Apr,14-Jun,3,8,3,8,15-Apr,14-Jun,38.3932197,8-Apr,23-May,3,8,3,8,8-Apr,23-May,29.74223343,23-Apr,23-May,2,9,2,9,23-Apr,23-May,32.12752658,24-Sep,9-Oct,1,10,1,10,24-Sep,9-Oct,14.00774403
UVPOF,Univanich Palm Oil PCL,0.129999995,FALSE,2010,,20-Aug,3-Nov,3,2,7,8,8-Jul,21-Sep,2.729725483,4-Sep,3-Nov,2,8,2,8,14-Aug,13-Oct,2.729725483,24-Jul,7-Sep,2,8,2,8,17-Jul,31-Aug,2.693452427,9-Oct,8-Nov,2,8,2,8,8-Jul,7-Aug,1.510539166,18-Aug,2-Sep,0,10,1,9,21-Jul,5-Aug,1.236096899
UNTY,Unity Bancorp Inc,17.39999962,FALSE,2009,,27-Mar,10-Jun,5,5,6,6,27-Mar,10-Jun,8.083817239,14-Oct,13-Dec,7,4,7,4,14-Oct,13-Dec,7.215052637,7-Apr,22-May,6,5,6,5,7-Apr,22-May,6.494480715,30-Mar,29-Apr,4,7,4,7,30-Mar,29-Apr,5.749205726,5-Apr,20-Apr,4,7,4,7,5-Apr,20-Apr,4.565448647
UTL,Unitil Corp,37.47000122,FALSE,2009,,15-May,29-Jul,6,5,5,6,15-May,29-Jul,4.632748934,22-May,21-Jul,6,5,5,6,22-May,21-Jul,4.994827167,9-Nov,24-Dec,6,5,6,5,11-Sep,26-Oct,4.322388204,10-Nov,10-Dec,6,5,6,5,10-Nov,10-Dec,3.956400605,20-Mar,4-Apr,3,8,3,8,20-Mar,4-Apr,2.713594068
UNH,UnitedHealth Group Inc,337,FALSE,2009,,4-May,18-Jul,10,10,1,1,4-May,18-Jul,6.550172946,15-Apr,14-Jun,9,2,9,2,15-Apr,14-Jun,5.154895002,21-Oct,5-Dec,8,3,8,3,29-Apr,13-Jun,4.947350625,8-Nov,8-Dec,7,4,7,4,8-Nov,8-Dec,3.57633439,16-Nov,1-Dec,6,5,6,5,16-Nov,1-Dec,2.69422597
UG,United-Guardian Inc,14.47999954,FALSE,2009,,8-Nov,22-Jan,7,7,4,4,28-Oct,11-Jan,7.052317453,11-Nov,10-Jan,5,6,5,6,9-Nov,8-Jan,6.235238333,23-Apr,7-Jun,6,5,6,5,28-Oct,12-Dec,5.34467511,24-Apr,24-May,9,2,9,2,24-Apr,24-May,7.702512898,13-May,28-May,6,5,6,5,7-May,22-May,6.229642655
UUGRY,United Utilities Group PLC,24.78000069,FALSE,2009,,23-Mar,6-Jun,6,6,5,5,23-Mar,6-Jun,7.249214828,15-Mar,14-May,8,3,8,3,15-Mar,14-May,6.792339125,24-Mar,8-May,7,4,7,4,24-Mar,8-May,5.186302572,1-Apr,1-May,7,4,7,4,1-Apr,1-May,3.39413576,13-Jan,28-Jan,4,7,4,7,13-Jan,28-Jan,3.036203662
PUTKY,United Tractors Tbk,32.02999878,FALSE,2009,,1-Sep,15-Nov,8,8,3,3,2-Jun,16-Aug,9.452247806,16-Jun,15-Aug,7,4,7,4,16-Jun,15-Aug,9.400736556,27-Sep,11-Nov,6,5,6,5,2-Jul,16-Aug,7.959815669,24-Dec,23-Jan,6,5,6,5,24-Dec,23-Jan,6.717519876,23-Jul,7-Aug,8,3,8,3,23-Jul,7-Aug,3.543970188
