,2017,2018,2019,2020
08-19,,,10.149999618530273,10.149999618530273
08-20,,10.149999618530273,10.149999618530273,10.149999618530273
08-21,22.5,10.149999618530273,10.149999618530273,10.149999618530273
08-22,22.5,10.149999618530273,10.149999618530273,
08-23,22.5,10.149999618530273,10.149999618530273,
08-24,22.5,10.149999618530273,,10.149999618530273
08-25,22.5,,,10.149999618530273
08-26,,,10.149999618530273,10.149999618530273
08-27,,10.149999618530273,10.149999618530273,10.149999618530273
08-28,22.5,10.149999618530273,10.149999618530273,10.149999618530273
08-29,22.5,10.149999618530273,10.149999618530273,
08-30,22.5,10.149999618530273,10.149999618530273,
08-31,22.5,10.149999618530273,,10.149999618530273
09-01,22.5,,,10.149999618530273
09-02,,,,10.149999618530273
09-03,,,10.149999618530273,10.149999618530273
09-04,,10.149999618530273,10.149999618530273,10.149999618530273
09-05,22.5,10.149999618530273,10.149999618530273,
09-06,22.5,10.149999618530273,10.149999618530273,
09-07,22.5,10.149999618530273,,
09-08,22.5,,,10.149999618530273
09-09,,,10.149999618530273,10.149999618530273
09-10,,10.149999618530273,10.149999618530273,10.149999618530273
09-11,22.5,10.149999618530273,10.149999618530273,10.149999618530273
09-12,22.5,10.149999618530273,10.149999618530273,
09-13,24.5,10.149999618530273,10.149999618530273,
09-14,24.5,10.149999618530273,,10.149999618530273
09-15,24.5,,,10.149999618530273
09-16,,,10.149999618530273,10.149999618530273
09-17,,10.149999618530273,10.149999618530273,10.149999618530273
09-18,24.5,10.149999618530273,10.149999618530273,
09-19,24.5,10.149999618530273,10.149999618530273,
09-20,24.5,10.149999618530273,10.149999618530273,
09-21,21.570600509643555,10.149999618530273,,10.149999618530273
09-22,21.570600509643555,,,10.149999618530273
09-23,,,10.149999618530273,10.149999618530273
09-24,,10.149999618530273,10.149999618530273,10.149999618530273
09-25,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
09-26,21.570600509643555,10.149999618530273,10.149999618530273,
09-27,21.570600509643555,10.149999618530273,10.149999618530273,
09-28,21.570600509643555,10.149999618530273,,10.149999618530273
09-29,21.570600509643555,,,10.149999618530273
09-30,,,10.149999618530273,10.149999618530273
10-01,,10.149999618530273,10.149999618530273,10.149999618530273
10-02,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
10-03,21.570600509643555,10.149999618530273,10.149999618530273,
10-04,21.570600509643555,10.149999618530273,10.149999618530273,
10-05,21.570600509643555,10.149999618530273,,10.149999618530273
10-06,21.570600509643555,,,10.149999618530273
10-07,,,10.149999618530273,10.149999618530273
10-08,,10.149999618530273,10.149999618530273,10.149999618530273
10-09,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
10-10,21.570600509643555,10.149999618530273,10.149999618530273,
10-11,21.570600509643555,10.149999618530273,10.149999618530273,
10-12,21.570600509643555,10.149999618530273,,10.149999618530273
10-13,21.570600509643555,,,10.149999618530273
10-14,,,10.149999618530273,10.149999618530273
10-15,,10.149999618530273,10.149999618530273,10.149999618530273
10-16,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
10-17,21.570600509643555,10.149999618530273,10.149999618530273,
10-18,21.570600509643555,10.149999618530273,10.149999618530273,
10-19,21.570600509643555,10.149999618530273,,10.149999618530273
10-20,21.570600509643555,,,10.149999618530273
10-21,,,10.149999618530273,10.149999618530273
10-22,,10.149999618530273,10.149999618530273,10.149999618530273
10-23,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
10-24,21.570600509643555,10.149999618530273,10.149999618530273,
10-25,21.570600509643555,10.149999618530273,10.149999618530273,
10-26,21.570600509643555,10.149999618530273,,10.149999618530273
10-27,21.570600509643555,,,10.149999618530273
10-28,,,10.149999618530273,10.149999618530273
10-29,,10.149999618530273,10.149999618530273,10.149999618530273
10-30,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
10-31,21.570600509643555,10.149999618530273,10.149999618530273,
11-01,21.570600509643555,10.149999618530273,10.149999618530273,
11-02,21.570600509643555,10.149999618530273,,10.149999618530273
11-03,21.570600509643555,,,10.149999618530273
11-04,,,10.149999618530273,10.149999618530273
11-05,,10.149999618530273,10.149999618530273,10.149999618530273
11-06,21.570600509643555,10.149999618530273,10.149999618530273,10.149999618530273
11-07,21.570600509643555,10.149999618530273,10.149999618530273,
11-08,21.570600509643555,10.149999618530273,10.149999618530273,
11-09,21.570600509643555,10.149999618530273,,10.149999618530273
11-10,21.570600509643555,,,10.149999618530273
11-11,,,10.149999618530273,10.149999618530273
11-12,,10.149999618530273,10.149999618530273,
11-13,21.570600509643555,10.149999618530273,10.149999618530273,
11-14,21.570600509643555,10.149999618530273,10.149999618530273,
11-15,21.570600509643555,10.149999618530273,10.149999618530273,
11-16,21.570600509643555,10.149999618530273,,
11-17,21.570600509643555,,,
11-18,,,10.149999618530273,
11-19,,10.149999618530273,10.149999618530273,
11-20,21.570600509643555,10.149999618530273,10.149999618530273,
11-21,21.570600509643555,10.149999618530273,10.149999618530273,
11-22,21.570600509643555,,10.149999618530273,
11-23,,10.149999618530273,,
11-24,21.570600509643555,,,
11-25,,,10.149999618530273,
11-26,,10.149999618530273,10.149999618530273,
11-27,21.570600509643555,10.149999618530273,10.149999618530273,
11-28,21.570600509643555,10.149999618530273,,
11-29,21.570600509643555,10.149999618530273,10.149999618530273,
11-30,21.570600509643555,10.149999618530273,,
12-01,21.570600509643555,,,
12-02,,,10.149999618530273,
12-03,,10.149999618530273,10.149999618530273,
12-04,21.570600509643555,10.149999618530273,10.149999618530273,
12-05,21.570600509643555,,10.149999618530273,
12-06,21.570600509643555,10.149999618530273,10.149999618530273,
12-07,21.570600509643555,10.149999618530273,,
12-08,21.570600509643555,,,
12-09,,,10.149999618530273,
12-10,,10.149999618530273,10.149999618530273,
12-11,21.570600509643555,10.149999618530273,10.149999618530273,
12-12,21.570600509643555,10.149999618530273,10.149999618530273,
12-13,21.570600509643555,10.149999618530273,10.149999618530273,
12-14,21.570600509643555,10.149999618530273,,
12-15,21.570600509643555,,,
12-16,,,10.149999618530273,
12-17,,10.149999618530273,10.149999618530273,
12-18,21.570600509643555,10.149999618530273,10.149999618530273,
12-19,21.570600509643555,10.149999618530273,10.149999618530273,
12-20,21.570600509643555,10.149999618530273,10.149999618530273,
12-21,21.570600509643555,10.149999618530273,,
12-22,21.570600509643555,,,
12-23,,,10.149999618530273,
12-24,,10.149999618530273,10.149999618530273,
12-26,21.570600509643555,10.149999618530273,10.149999618530273,
12-27,21.570600509643555,10.149999618530273,10.149999618530273,
12-28,21.570600509643555,10.149999618530273,,
12-29,21.570600509643555,,,
12-30,,,10.149999618530273,
12-31,,10.149999618530273,10.149999618530273,
