,2018,2019,2020
03-26,,23.809999465942383,22.829999923706055
03-27,,22.940000534057617,22.610000610351562
03-28,,23.709999084472656,
03-29,,23.950000762939453,
03-30,,,23.760000228881836
03-31,,,25.40999984741211
04-01,,23.329999923706055,23.959999084472656
04-02,,23.6299991607666,23.06999969482422
04-03,,23.15999984741211,22.90999984741211
04-04,,21.600000381469727,
04-05,,21.520000457763672,
04-06,,,25.1299991607666
04-07,,,27.209999084472656
04-08,,21.040000915527344,27.799999237060547
04-09,,21.670000076293945,28.34000015258789
04-10,,21.959999084472656,
04-11,,20.8700008392334,
04-12,,20.799999237060547,
04-13,,,27.309999465942383
04-14,,,29.25
04-15,,20.09000015258789,29.709999084472656
04-16,,19.399999618530273,30.290000915527344
04-17,,18.540000915527344,34.310001373291016
04-18,,18.989999771118164,
04-20,,,33.349998474121094
04-21,,,31.540000915527344
04-22,,19.229999542236328,33.689998626708984
04-23,,19.809999465942383,35.040000915527344
04-24,,19.969999313354492,34.91999816894531
04-25,,20.290000915527344,
04-26,,21.809999465942383,
04-27,,,34.880001068115234
04-28,,,33.279998779296875
04-29,,21.010000228881836,33.7599983215332
04-30,,20.200000762939453,32.209999084472656
05-01,,21.43000030517578,31.149999618530273
05-02,,21.860000610351562,
05-03,,22.489999771118164,
05-04,,,31.450000762939453
05-05,,,33.279998779296875
05-06,,23.200000762939453,35.0099983215332
05-07,,23.600000381469727,34.90999984741211
05-08,,24.25,35.150001525878906
05-09,,28.969999313354492,
05-10,,29.950000762939453,
05-11,,,34.91999816894531
05-12,,,34.58000183105469
05-13,,29.700000762939453,34.88999938964844
05-14,,31.440000534057617,35.5099983215332
05-15,,31.729999542236328,35.810001373291016
05-16,,30.149999618530273,
05-17,,30.239999771118164,
05-18,,,38.2599983215332
05-19,,,39.81999969482422
05-20,,30.979999542236328,39.540000915527344
05-21,,31.280000686645508,38.650001525878906
05-22,,31.06999969482422,38.84000015258789
05-23,,30.270000457763672,
05-24,,31.600000381469727,
05-26,,,38.0
05-27,,,37.15999984741211
05-28,,33.599998474121094,35.90999984741211
05-29,,32.65999984741211,36.66999816894531
05-30,,32.91999816894531,
05-31,,32.86000061035156,
06-01,,,36.880001068115234
06-02,,,37.599998474121094
06-03,,32.970001220703125,38.33000183105469
06-04,,33.13999938964844,37.5099983215332
06-05,,31.420000076293945,39.529998779296875
06-06,,31.170000076293945,
06-07,,31.549999237060547,
06-08,,,39.2400016784668
06-09,,,37.43000030517578
06-10,,32.400001525878906,38.0
06-11,,31.739999771118164,35.459999084472656
06-12,,31.799999237060547,35.97999954223633
06-13,,34.209999084472656,
06-14,,34.599998474121094,
06-15,,,38.220001220703125
06-16,,,39.65999984741211
06-17,,35.93000030517578,39.83000183105469
06-18,,35.369998931884766,38.93000030517578
06-19,,36.02000045776367,37.689998626708984
06-20,,36.970001220703125,
06-21,,37.900001525878906,
06-22,,,36.95000076293945
06-23,,,38.4900016784668
06-24,,37.040000915527344,35.11000061035156
06-25,,37.209999084472656,34.88999938964844
06-26,,36.84000015258789,32.959999084472656
06-27,,37.150001525878906,
06-28,,40.970001220703125,
06-29,,,34.5
06-30,,,35.11000061035156
07-01,,42.40999984741211,36.40999984741211
07-02,,40.79999923706055,37.869998931884766
07-03,,41.0,
07-05,,40.79999923706055,
07-06,,,39.25
07-07,,,39.4900016784668
07-08,,40.02000045776367,40.41999816894531
07-09,,40.11000061035156,41.279998779296875
07-10,,40.029998779296875,39.34000015258789
07-11,,40.09000015258789,
07-12,,40.189998626708984,
07-13,,,37.709999084472656
07-14,,,36.97999954223633
07-15,,40.15999984741211,39.83000183105469
07-16,,38.52000045776367,39.65999984741211
07-17,,38.40999984741211,40.0
07-18,,38.5099983215332,
07-19,,37.72999954223633,
07-20,,,39.150001525878906
07-21,,,40.79999923706055
07-22,,37.880001068115234,40.349998474121094
07-23,,37.9900016784668,39.900001525878906
07-24,,37.9900016784668,39.130001068115234
07-25,,37.290000915527344,
07-26,,37.72999954223633,
07-27,,,41.04999923706055
07-28,,,42.130001068115234
07-29,,37.720001220703125,42.810001373291016
07-30,,37.65999984741211,42.369998931884766
07-31,,36.70000076293945,42.36000061035156
08-01,,37.369998931884766,
08-02,,36.11000061035156,
08-03,,,43.2400016784668
08-04,,,43.0
08-05,,33.77000045776367,44.47999954223633
08-06,,30.81999969482422,43.29999923706055
08-07,,34.0,44.06999969482422
08-08,,33.06999969482422,
08-09,,33.77000045776367,
08-10,,,44.0
08-11,,,41.0099983215332
08-12,,32.939998626708984,43.02000045776367
08-13,,35.150001525878906,43.66999816894531
08-14,,33.34000015258789,43.040000915527344
08-15,,33.5,
08-16,,34.150001525878906,
08-17,,,44.0099983215332
08-18,,,43.7599983215332
08-19,,34.43000030517578,44.02000045776367
08-20,,34.310001373291016,44.34000015258789
08-21,,34.91999816894531,44.25
08-22,,34.099998474121094,
08-23,,33.13999938964844,
08-24,,,42.040000915527344
08-25,,,43.310001373291016
08-26,,34.290000915527344,43.68000030517578
08-27,,33.29999923706055,43.349998474121094
08-28,,33.36000061035156,43.130001068115234
08-29,,34.459999084472656,
08-30,,33.27000045776367,
08-31,,,42.2599983215332
09-01,,,41.209999084472656
09-02,,,40.59000015258789
09-03,,33.310001373291016,37.880001068115234
09-04,,33.119998931884766,36.04999923706055
09-05,,35.47999954223633,
09-06,,35.709999084472656,
09-08,,,35.33000183105469
09-09,,33.2400016784668,38.20000076293945
09-10,,30.639999389648438,37.650001525878906
09-11,,31.829999923706055,38.439998626708984
09-12,,31.5,
09-13,,31.020000457763672,
09-14,,,41.75
09-15,,,41.779998779296875
09-16,,30.270000457763672,41.709999084472656
09-17,,31.940000534057617,42.290000915527344
09-18,,31.420000076293945,43.029998779296875
09-19,,29.799999237060547,
09-20,,31.170000076293945,
09-21,,,42.7599983215332
09-22,,,43.970001220703125
09-23,,30.899999618530273,44.279998779296875
09-24,,30.059999465942383,43.88999938964844
09-25,,28.889999389648438,45.279998779296875
09-26,,27.290000915527344,
09-27,,27.739999771118164,
09-28,,,45.900001525878906
09-29,,,49.290000915527344
09-30,,26.920000076293945,51.040000915527344
10-01,,25.610000610351562,50.88999938964844
10-02,,25.34000015258789,48.70000076293945
10-03,,26.530000686645508,
10-04,,25.530000686645508,
10-05,,,48.34000015258789
10-06,,,47.849998474121094
10-07,,23.520000457763672,48.70000076293945
10-08,,21.68000030517578,50.209999084472656
10-09,,21.010000228881836,50.95000076293945
10-10,,21.049999237060547,
10-11,,20.06999969482422,
10-12,,,50.310001373291016
10-13,,,48.68000030517578
10-14,,20.200000762939453,48.13999938964844
10-15,,20.709999084472656,48.0099983215332
10-16,,20.329999923706055,48.11000061035156
10-17,,20.479999542236328,
10-18,,20.440000534057617,
10-19,,,47.709999084472656
10-20,,,46.95000076293945
10-21,,20.809999465942383,46.290000915527344
10-22,,19.56999969482422,48.52000045776367
10-23,,19.760000228881836,49.939998626708984
10-24,,20.770000457763672,
10-25,,20.68000030517578,
10-26,,,49.93000030517578
10-27,,,50.31999969482422
10-28,,22.100000381469727,48.88999938964844
10-29,,23.450000762939453,48.869998931884766
10-30,,23.5,46.88999938964844
10-31,14.979999542236328,24.719999313354492,
11-01,14.5,25.100000381469727,
11-02,15.069999694824219,,46.060001373291016
11-03,,,48.83000183105469
11-04,,24.3700008392334,51.5
11-05,14.75,23.3799991607666,46.97999954223633
11-06,14.899999618530273,23.170000076293945,47.779998779296875
11-07,15.630000114440918,21.360000610351562,
11-08,15.0,22.420000076293945,
11-09,14.84000015258789,,47.43000030517578
11-10,,,44.88999938964844
11-11,,23.940000534057617,45.33000183105469
11-12,15.010000228881836,24.959999084472656,
11-13,15.5,25.489999771118164,
11-14,15.140000343322754,28.959999084472656,
11-15,15.149999618530273,26.75,
11-16,15.050000190734863,,
11-18,,23.43000030517578,
11-19,15.199999809265137,22.989999771118164,
11-20,14.0,21.8700008392334,
11-21,14.729999542236328,22.1200008392334,
11-22,,22.1200008392334,
11-23,14.920000076293945,,
11-25,,23.219999313354492,
11-26,14.989999771118164,24.079999923706055,
11-27,14.819999694824219,24.690000534057617,
11-28,14.09000015258789,,
11-29,13.399999618530273,24.389999389648438,
11-30,13.199999809265137,,
12-02,,23.229999542236328,
12-03,14.010000228881836,23.600000381469727,
12-04,14.34000015258789,24.059999465942383,
12-05,,25.059999465942383,
12-06,14.800000190734863,25.530000686645508,
12-07,15.170000076293945,,
12-09,,24.25,
12-10,16.100000381469727,25.190000534057617,
12-11,15.479999542236328,25.260000228881836,
12-12,16.43000030517578,25.81999969482422,
12-13,15.960000038146973,25.510000228881836,
12-14,16.299999237060547,,
12-16,,25.850000381469727,
12-17,15.460000038146973,25.309999465942383,
12-18,15.550000190734863,26.389999389648438,
12-19,14.989999771118164,26.889999389648438,
12-20,14.149999618530273,26.309999465942383,
12-21,13.890000343322754,,
12-23,,26.920000076293945,
12-24,13.710000038146973,27.06999969482422,
12-26,14.270000457763672,26.979999542236328,
12-27,15.149999618530273,26.770000457763672,
12-28,14.5600004196167,,
12-30,,27.1299991607666,
12-31,15.109999656677246,27.709999084472656,
