,2016,2017,2018,2019,2020
03-11,,,,1.8400000333786009,0.6150000095367432
03-12,,,2.8499999046325684,1.919999957084656,0.5120000243186951
03-13,,4.0869998931884775,2.890000104904175,1.8999999761581419,0.550000011920929
03-14,,3.7200000286102295,2.700000047683716,1.8999999761581419,
03-15,,3.859999895095825,2.789999961853028,2.039999961853028,
03-16,,3.809999942779541,2.890000104904175,,0.5
03-17,,3.776999950408936,,,0.5699999928474426
03-18,,,,2.1400001049041752,0.5699999928474426
03-19,,,2.8499999046325684,2.150000095367432,0.6000000238418579
03-20,,3.7899999618530273,3.0,2.299999952316284,0.6330000162124634
03-21,,3.640000104904175,3.289999961853028,2.259999990463257,
03-22,,3.5999999046325684,3.3299999237060547,2.2699999809265137,
03-23,,3.566999912261963,3.2799999713897705,,0.6000000238418579
03-24,,3.630000114440918,,,0.5899999737739563
03-25,,,,2.25,0.5699999928474426
03-26,,,3.039999961853028,2.325000047683716,0.5630000233650208
03-27,,3.7999999523162837,3.140000104904175,2.382999897003174,0.5680000185966492
03-28,,4.010000228881837,3.2000000476837163,2.400000095367432,
03-29,,3.900000095367432,3.140000104904175,2.4200000762939453,
03-30,,3.900000095367432,,,0.5709999799728394
03-31,,3.858999967575073,,,0.5799999833106995
04-01,,,,2.490000009536743,0.5690000057220459
04-02,,,3.009999990463257,2.549999952316284,0.5400000214576721
04-03,,3.767999887466431,3.039999961853028,2.5699999332427983,0.5479999780654907
04-04,,3.9700000286102295,3.0699999332427983,2.5230000019073486,
04-05,,3.9800000190734863,3.0,2.476999998092652,
04-06,,3.9500000476837163,3.0799999237060547,,0.5799999833106995
04-07,,3.946000099182129,,,0.5699999928474426
04-08,,,,2.5,0.5600000023841858
04-09,,,2.9100000858306885,2.3299999237060547,0.6100000143051147
04-10,,3.849999904632568,3.0499999523162837,2.5999999046325684,
04-11,,3.973000049591065,3.0899999141693115,2.549999952316284,
04-12,,4.019999980926514,3.130000114440918,2.5380001068115234,
04-13,,3.7300000190734863,3.470000028610229,,0.6449999809265137
04-14,,,,,0.6200000047683716
04-15,,,,2.440000057220459,0.5799999833106995
04-16,,,3.5,2.5299999713897705,0.6800000071525574
04-17,,4.099999904632568,3.5,2.4600000381469727,0.6600000262260437
04-18,,4.0,3.5799999237060547,2.470000028610229,
04-19,,4.0,3.5199999809265137,,
04-20,,3.9700000286102295,3.440000057220459,,0.6549999713897705
04-21,,4.0,,,0.5950000286102295
04-22,,,,2.5999999046325684,0.5799999833106995
04-23,,,3.0299999713897705,2.5999999046325684,0.5860000252723694
04-24,,3.839999914169312,2.900000095367432,2.549999952316284,0.5799999833106995
04-25,,3.509999990463257,2.890000104904175,2.5,
04-26,,3.5499999523162837,2.720000028610229,2.5,
04-27,,3.509999990463257,2.8499999046325684,,0.5899999737739563
04-28,,3.900000095367432,,,0.5870000123977661
04-29,,,,2.5,0.6119999885559082
04-30,,,2.8289999961853027,2.4800000190734863,0.6299999952316284
05-01,,3.5999999046325684,2.609999895095825,2.440000057220459,0.6079999804496765
05-02,,3.900000095367432,2.8199999332427983,2.5,
05-03,,3.75,2.549999952316284,2.552999973297119,
05-04,,3.5799999237060547,2.75,,0.6579999923706055
05-05,,3.5299999713897705,,,0.6800000071525574
05-06,,,,2.5699999332427983,0.7369999885559082
05-07,,,2.700000047683716,2.5999999046325684,0.7590000033378601
05-08,,3.690000057220459,2.6700000762939453,2.8940000534057617,0.7319999933242798
05-09,,3.690000057220459,2.700000047683716,2.700000047683716,
05-10,,3.4200000762939453,2.5699999332427983,2.5799999237060547,
05-11,,3.4200000762939453,2.619999885559082,,0.8100000023841858
05-12,,3.5299999713897705,,,0.9100000262260436
05-13,,,,2.5799999237060547,0.8880000114440918
05-14,,,2.5999999046325684,2.559999942779541,0.8119999766349792
05-15,,3.630000114440918,2.5699999332427983,2.532999992370605,0.8190000057220459
05-16,,3.650000095367432,2.4600000381469727,2.630000114440918,
05-17,,3.4649999141693115,2.4600000381469727,2.5799999237060547,
05-18,,3.4800000190734863,2.5999999046325684,,0.9160000085830688
05-19,,3.5999999046325684,,,0.9200000166893004
05-20,,,,2.4800000190734863,0.9100000262260436
05-21,,,2.490000009536743,2.3499999046325684,0.9100000262260436
05-22,,3.630000114440918,2.470000028610229,2.1800000667572017,0.8999999761581421
05-23,,3.5899999141693115,2.490000009536743,2.1400001049041752,
05-24,,3.670000076293945,2.4600000381469727,2.1600000858306885,
05-25,,3.75,2.5,,
05-26,,3.740000009536743,,,0.8450000286102295
05-27,,,,,0.8190000057220459
05-28,,,,2.1700000762939453,0.8199999928474426
05-29,,,2.367000102996826,2.2100000381469727,0.8029999732971191
05-30,,3.7000000476837163,2.359999895095825,2.1700000762939453,
05-31,,3.509999990463257,2.4300000667572017,2.190000057220459,
06-01,,3.5799999237060547,2.630000114440918,,0.8000000119209291
06-02,,3.7699999809265137,,,0.8500000238418579
06-03,,,,2.240000009536743,0.9100000262260436
06-04,,,2.6800000667572017,2.2100000381469727,0.9399999976158142
06-05,,3.7200000286102295,2.6600000858306885,2.049999952316284,0.9070000052452089
06-06,,3.660000085830689,2.6800000667572017,2.009999990463257,
06-07,,3.619999885559082,2.9200000762939453,2.049999952316284,
06-08,,4.0399999618530265,3.2699999809265137,,0.959999978542328
06-09,,3.990000009536743,,,1.0199999809265137
06-10,,,,1.950000047683716,0.9940000176429749
06-11,,,3.2000000476837163,1.830000042915344,0.9380000233650208
06-12,,3.7699999809265137,3.289999961853028,1.7799999713897705,0.9279999732971193
06-13,,3.7899999618530273,3.150000095367432,1.75,
06-14,,3.619999885559082,3.2100000381469727,1.6699999570846558,
06-15,,3.619999885559082,3.25,,0.9399999976158142
06-16,,3.4600000381469727,,,0.9670000076293944
06-17,,,,1.5700000524520874,0.9499999880790709
06-18,,,3.3199999332427983,1.7799999713897705,0.9200000166893004
06-19,,3.5499999523162837,3.259999990463257,1.7200000286102295,0.9200000166893004
06-20,,3.539999961853028,3.289999961853028,1.7100000381469729,
06-21,,3.609999895095825,3.3399999141693115,1.7300000190734863,
06-22,,3.5799999237060547,3.4600000381469727,,0.8999999761581421
06-23,,3.900000095367432,,,0.8899999856948853
06-24,,,,1.6799999475479126,0.9200000166893004
06-25,,,3.390000104904175,1.7100000381469729,0.9300000071525574
06-26,,3.7899999618530273,3.190000057220459,1.7100000381469729,0.8999999761581421
06-27,,4.0,3.130000114440918,1.6399999856948853,
06-28,,4.0300002098083505,3.039999961853028,1.7000000476837158,
06-29,,3.9600000381469727,3.2100000381469727,,0.8999999761581421
06-30,,4.019999980926514,,,0.906000018119812
07-01,,,,1.5499999523162842,0.8999999761581421
07-02,,,3.2100000381469727,1.5399999618530271,0.8970000147819519
07-03,,3.920000076293945,3.1749999523162837,1.437000036239624,
07-05,,3.839999914169312,3.150000095367432,1.4500000476837158,
07-06,,3.7999999523162837,3.1600000858306885,,0.8299999833106995
07-07,,3.6800000667572017,,,0.8500000238418579
07-08,,,,1.25,0.8349999785423279
07-09,,,3.1600000858306885,1.2300000190734863,0.8349999785423279
07-10,,3.619999885559082,3.109999895095825,1.2999999523162842,0.8500000238418579
07-11,,3.470000028610229,2.9600000381469727,1.4099999666213991,
07-12,,3.559999942779541,3.009999990463257,1.2599999904632568,
07-13,,3.5,2.6700000762939453,,0.8389999866485596
07-14,,3.619999885559082,,,0.8180000185966492
07-15,,,,1.2239999771118164,0.8280000090599059
07-16,,,2.809999942779541,1.0900000333786009,0.8500000238418579
07-17,,3.539999961853028,2.7699999809265137,1.0499999523162842,0.9279999732971193
07-18,,3.2699999809265137,2.6600000858306885,0.9470000267028807,
07-19,,3.25,2.640000104904175,1.0499999523162842,
07-20,,3.440000057220459,2.5799999237060547,,0.9700000286102296
07-21,,3.7999999523162837,,,1.0499999523162842
07-22,,,,1.0499999523162842,1.149999976158142
07-23,,,2.5699999332427983,1.0199999809265137,1.149999976158142
07-24,,4.110000133514403,2.4600000381469727,1.0399999618530271,1.1599999666213991
07-25,,4.599999904632568,2.4300000667572017,1.0199999809265137,
07-26,,4.860000133514403,2.299999952316284,1.0,
07-27,,4.550000190734863,2.2850000858306885,,1.1100000143051147
07-28,,4.2800002098083505,,,0.975000023841858
07-29,,,,1.0,0.9700000286102296
07-30,,,2.2799999713897705,1.0599999427795408,0.9800000190734864
07-31,,4.389999866485597,2.549999952316284,1.0099999904632568,0.9700000286102296
08-01,,4.460000038146973,2.390000104904175,1.0299999713897705,
08-02,,4.440000057220459,2.3949999809265137,1.0399999618530271,
08-03,,4.1599998474121085,2.309999942779541,,1.0099999904632568
08-04,,4.25,,,1.0299999713897705
08-05,,,,0.9990000128746032,1.0800000429153442
08-06,,,2.3499999046325684,0.9760000109672546,1.0900000333786009
08-07,,4.260000228881837,2.259999990463257,0.9739999771118164,1.1699999570846558
08-08,,4.349999904632568,2.309999942779541,0.9499999880790709,
08-09,,4.190000057220459,2.3399999141693115,0.99099999666214,
08-10,,3.9300000667572017,2.309999942779541,,0.9530000090599059
08-11,,3.859999895095825,,,1.027999997138977
08-12,,,,0.9900000095367432,1.1299999952316284
08-13,,,2.400000095367432,0.9739999771118164,0.9900000095367432
08-14,,3.7999999523162837,2.450000047683716,0.9900000095367432,0.9300000071525574
08-15,,3.7999999523162837,2.375,0.9610000252723694,
08-16,,3.759999990463257,2.3399999141693115,0.9900000095367432,
08-17,,3.8199999332427983,2.3299999237060547,,0.9350000023841858
08-18,,3.7100000381469727,,,0.8899999856948853
08-19,,,,1.0499999523162842,0.8830000162124634
08-20,,,2.390000104904175,1.0800000429153442,0.8569999933242798
08-21,,3.7100000381469727,2.5,1.0449999570846558,0.8600000143051147
08-22,,3.670000076293945,2.539999961853028,1.149999976158142,
08-23,,3.5999999046325684,2.369999885559082,1.0499999523162842,
08-24,,3.869999885559082,2.450000047683716,,0.8059999942779541
08-25,,3.559999942779541,,,0.8159999847412109
08-26,,,,1.0750000476837158,0.7699999809265137
08-27,,,2.490000009536743,1.0199999809265137,0.7799999713897705
08-28,,3.3499999046325684,2.5,1.0,0.8399999737739563
08-29,,3.650000095367432,2.5199999809265137,0.99099999666214,
08-30,,3.7799999713897705,2.7699999809265137,1.0,
08-31,,3.7000000476837163,2.799999952316284,,0.8199999928474426
09-01,,3.829999923706055,,,0.8109999895095825
09-02,,,,,0.8100000023841858
09-03,,,,0.9900000095367432,0.8040000200271606
09-04,,,2.559999942779541,1.024999976158142,0.8000000119209291
09-05,,4.050000190734863,2.640000104904175,0.9900000095367432,
09-06,,4.480000019073486,2.609999895095825,1.0,
09-07,,4.489999771118164,2.650000095367432,,
09-08,,4.449999809265137,,,0.7310000061988831
09-09,,,,0.9800000190734864,0.753000020980835
09-10,,,2.630000114440918,1.0750000476837158,0.7350000143051147
09-11,,4.735000133514403,2.759999990463257,1.0299999713897705,0.7200000286102295
09-12,,4.75,2.7699999809265137,1.1299999952316284,
09-13,,4.739999771118164,2.650000095367432,1.2300000190734863,
09-14,,4.670000076293945,2.5899999141693115,,0.7200000286102295
09-15,,4.269999980926514,,,0.7699999809265137
09-16,,,,1.2100000381469729,0.7950000166893005
09-17,,,2.559999942779541,1.0700000524520874,0.8249999880790709
09-18,,4.300000190734863,2.650000095367432,1.0,0.8149999976158142
09-19,,4.349999904632568,2.5199999809265137,1.0,
09-20,,4.800000190734863,2.490000009536743,1.0,
09-21,,4.46999979019165,2.650000095367432,,0.7599999904632568
09-22,,4.53000020980835,,,0.7599999904632568
09-23,,,,0.9300000071525574,0.7540000081062317
09-24,,,2.9500000476837163,0.8899999856948853,0.7350000143051147
09-25,,4.389999866485597,3.0,0.703000009059906,0.722000002861023
09-26,,4.320000171661377,2.7179999351501465,0.6549999713897705,
09-27,,4.5,2.6800000667572017,0.5830000042915344,
09-28,,4.25,2.5699999332427983,,0.7400000095367432
09-29,,3.990000009536743,,,0.7239999771118164
09-30,,,,0.6000000238418579,0.7110000252723694
10-01,,,2.799999952316284,0.6499999761581421,0.6959999799728394
10-02,,3.7899999618530273,2.5999999046325684,0.6190000176429749,0.7160000205039978
10-03,,3.690000057220459,2.720000028610229,0.6140000224113464,
10-04,,3.609999895095825,2.539999961853028,0.5720000267028809,
10-05,,3.609999895095825,2.490000009536743,,0.7300000190734863
10-06,,3.5899999141693115,,,0.7450000047683716
10-07,,,,0.5600000023841858,0.7450000047683716
10-08,,,2.380000114440918,0.5149999856948853,0.7839999794960022
10-09,,3.5699999332427983,2.240000009536743,0.5270000100135803,0.7749999761581421
10-10,,3.5799999237060547,2.2300000190734863,0.4749999940395355,
10-11,4.980000019073486,3.661999940872192,2.3499999046325684,0.4889999926090241,
10-12,5.480000019073486,3.359999895095825,2.450000047683716,,0.7599999904632568
10-13,5.150000095367432,3.400000095367432,,,0.7770000100135803
10-14,5.260000228881836,,,0.44999998807907104,0.7799999713897705
10-15,,,2.5,0.5550000071525574,0.7900000214576721
10-16,,3.2000000476837163,2.5,0.6460000276565552,0.7680000066757202
10-17,5.010000228881836,3.2799999713897705,2.6600000858306885,0.8059999942779541,
10-18,4.96999979019165,3.259999990463257,2.6700000762939453,0.7200000286102295,
10-19,4.949999809265137,3.4100000858306885,2.640000104904175,,0.7760000228881836
10-20,5.0,3.509999990463257,,,0.8000000119209291
10-21,4.980000019073486,,,0.7950000166893005,0.8249999880790709
10-22,,,2.650000095367432,0.7599999904632568,0.7900000214576721
10-23,,3.2999999523162837,2.650000095367432,0.6800000071525574,0.8009999990463257
10-24,5.0,3.289999961853028,2.609999895095825,0.6710000038146973,
10-25,4.980000019073486,3.259999990463257,2.450000047683716,0.6819999814033508,
10-26,5.0,3.190000057220459,2.539999961853028,,0.7799999713897705
10-27,5.0,3.2000000476837163,,,0.7900000214576721
10-28,4.949999809265137,,,0.6800000071525574,0.7799999713897705
10-29,,,2.359999895095825,0.652999997138977,0.7400000095367432
10-30,,3.130000114440918,2.25,0.652999997138977,0.7269999980926514
10-31,5.070000171661377,3.1600000858306885,2.2100000381469727,0.6570000052452087,
11-01,5.039999961853027,3.039999961853028,2.400000095367432,0.7120000123977661,
11-02,5.0,2.990000009536743,2.3199999332427983,,0.7200000286102295
11-03,5.0,3.0,,,0.699999988079071
11-04,4.75,,,0.7799999713897705,0.7089999914169312
11-05,,,2.2699999809265137,0.7900000214576721,0.7269999980926514
11-06,,3.0199999809265137,2.299999952316284,0.7419999837875366,0.7239999771118164
11-07,4.880000114440918,3.0799999237060547,2.2300000190734863,0.6940000057220459,
11-08,4.96999979019165,3.0,2.4600000381469727,0.6499999761581421,
11-09,4.75,3.009999990463257,2.450000047683716,,0.7269999980926514
11-10,4.739999771118164,2.9800000190734863,,,0.7149999737739563
11-11,4.539999961853027,,,0.6639999747276306,0.7300000190734863
11-12,,,2.259999990463257,0.6499999761581421,
11-13,,2.809999942779541,2.3299999237060547,0.6100000143051147,
11-14,4.630000114440918,2.720000028610229,2.150000095367432,0.7749999761581421,
11-15,4.630000114440918,2.609999895095825,2.289999961853028,0.7910000085830688,
11-16,4.625,2.900000095367432,2.25,,
11-17,4.650000095367432,2.9100000858306885,,,
11-18,4.679999828338623,,,0.8000000119209291,
11-19,,,2.1700000762939453,0.7900000214576721,
11-20,,3.039999961853028,2.1300001144409184,0.722000002861023,
11-21,4.300000190734863,2.9800000190734863,2.1300001144409184,0.7099999785423279,
11-22,4.2899999618530265,2.859999895095825,,0.7120000123977661,
11-23,4.150000095367432,,2.1300001144409184,,
11-24,,2.970000028610229,,,
11-25,4.460000038146973,,,0.6809999942779541,
11-26,,,2.0,0.6470000147819519,
11-27,,2.869999885559082,1.9800000190734863,0.6809999942779541,
11-28,4.099999904632568,3.2000000476837163,1.9800000190734863,,
11-29,4.010000228881837,3.109999895095825,2.049999952316284,0.6600000262260437,
11-30,4.199999809265137,3.2300000190734863,1.950000047683716,,
12-01,4.0949997901916495,3.3399999141693115,,,
12-02,4.110000133514403,,,0.7170000076293945,
12-03,,,2.0199999809265137,0.7400000095367432,
12-04,,3.240000009536743,1.9900000095367432,0.753000020980835,
12-05,4.25,3.3399999141693115,,0.753000020980835,
12-06,4.355000019073486,3.0699999332427983,1.8600000143051147,0.7649999856948853,
12-07,4.428999900817871,3.009999990463257,1.809999942779541,,
12-08,4.5900001525878915,3.130000114440918,,,
12-09,4.550000190734863,,,0.8050000071525574,
12-10,,,1.8500000238418581,0.7699999809265137,
12-11,,2.9800000190734863,1.7000000476837158,0.7400000095367432,
12-12,4.5,2.9300000667572017,1.7599999904632568,0.7889999747276306,
12-13,4.519999980926514,2.9100000858306885,1.7300000190734863,0.7720000147819519,
12-14,4.510000228881836,2.9449999332427983,1.7599999904632568,,
12-15,4.400000095367432,2.880000114440918,,,
12-16,3.9600000381469727,,,0.8299999833106995,
12-17,,,1.6299999952316284,0.8999999761581421,
12-18,,2.880000114440918,1.5249999761581419,0.9509999752044678,
12-19,4.0300002098083505,2.869999885559082,1.5399999618530271,0.9950000047683716,
12-20,4.0,2.75,1.440000057220459,1.1299999952316284,
12-21,4.191999912261963,2.7699999809265137,1.2000000476837158,,
12-22,4.25,2.7799999713897705,,,
12-23,4.0900001525878915,,,1.0099999904632568,
12-24,,,1.0499999523162842,1.0199999809265137,
12-26,,3.075999975204468,1.0499999523162842,1.0599999427795408,
12-27,4.050000190734863,3.150000095367432,1.1599999666213991,1.1100000143051147,
12-28,4.0399999618530265,3.5,1.2999999523162842,,
12-29,4.349999904632568,3.63700008392334,,,
12-30,4.739999771118164,,,1.0499999523162842,
12-31,,,1.2100000381469729,1.0399999618530271,
