,2018,2019,2020,ups,downs,avg
03-22,6.669999122619629,-3.840001106262207,7.179999351501465,2.0,1.0,3.3366657892862954
03-23,7.179999351501465,-3.140000343322754,7.179999351501465,2.0,1.0,3.7399994532267247
03-24,7.179999351501465,-3.4400005340576167,7.069999694824219,2.0,1.0,3.6033328374226894
03-25,7.069999694824219,-3.4400005340576167,6.859999656677246,2.0,1.0,3.4966662724812827
03-26,6.859999656677246,-3.6800003051757812,8.190000534057617,2.0,1.0,3.7899999618530273
03-27,8.190000534057617,-5.90000057220459,7.830000877380371,2.0,1.0,3.3733336130778
03-28,7.830000877380371,-6.5,6.429998397827148,2.0,1.0,2.5866664250691733
03-29,6.429998397827148,-8.00999927520752,6.0,2.0,1.0,1.4733330408732097
03-30,6.0,-8.440000534057617,6.0,2.0,1.0,1.186666488647461
03-31,6.0,-8.580000877380371,6.970000267028809,2.0,1.0,1.4633331298828125
04-01,6.970000267028809,-8.580000877380371,9.4399995803833,2.0,1.0,2.609999656677246
04-02,9.4399995803833,-8.84999942779541,8.600000381469728,2.0,1.0,3.0633335113525386
04-03,8.600000381469728,-10.469999313354492,7.039999008178711,2.0,1.0,1.7233333587646484
04-04,7.039999008178711,-10.880000114440918,6.530000686645508,2.0,1.0,0.8966665267944336
04-05,6.530000686645508,-13.459999084472654,6.200000762939452,2.0,1.0,-0.2433325449625651
04-06,6.200000762939452,-14.080000877380373,6.200000762939452,2.0,1.0,-0.5599997838338217
04-07,0.0,-12.680001258850098,7.730000495910644,1.0,2.0,-1.6500002543131511
04-08,0.0,-12.680001258850098,8.260000228881836,1.0,2.0,-1.4733336766560872
04-09,0.0,-10.070000648498537,8.159999847412111,1.0,2.0,-0.6366669336954752
04-10,0.0,-7.510000228881836,8.809999465942383,1.0,2.0,0.4333330790201823
04-11,0.0,-7.05000114440918,7.239999771118164,1.0,2.0,0.06333287556966145
04-12,-0.460000991821289,-6.799999237060548,5.6599998474121085,1.0,2.0,-0.5333334604899088
04-13,-0.720001220703125,-5.19999885559082,5.6599998474121085,1.0,2.0,-0.08666674296061197
04-14,-0.3700008392333984,-6.329998970031737,4.670000076293945,1.0,2.0,-0.6766665776570638
04-15,-0.6599998474121094,-6.329998970031737,6.1300010681152335,1.0,2.0,-0.2866659164428711
04-16,-0.6599998474121094,-6.310000419616699,5.979999542236327,1.0,2.0,-0.3300002415974935
04-17,-0.6599998474121094,-4.660000801086426,4.239999771118163,1.0,2.0,-0.3600002924601237
04-18,-3.1200008392333984,-3.920000076293945,3.2800006866455083,1.0,2.0,-1.2533334096272786
04-20,-2.6400012969970703,-3.4800014495849614,3.2800006866455083,1.0,2.0,-0.9466673533121744
04-21,-3.850000381469727,-4.3600006103515625,3.6200008392333984,1.0,2.0,-1.53000005086263
04-22,-4.25,-4.3600006103515625,3.609999656677246,1.0,2.0,-1.6666669845581057
04-23,-4.25,-4.780000686645508,3.7100000381469727,1.0,2.0,-1.7733335494995115
04-24,-4.25,-4.079999923706056,3.399999618530273,1.0,2.0,-1.6433334350585938
04-25,-3.720001220703125,-4.65000057220459,2.9700002670288086,1.0,2.0,-1.8000005086263018
04-26,-2.8500003814697266,-4.879999160766602,2.570000648498535,1.0,2.0,-1.7199996312459307
04-27,-3.2100009918212886,-4.6100006103515625,2.570000648498535,1.0,2.0,-1.7500003178914387
04-28,-2.5799999237060547,-4.829999923706055,3.59000015258789,1.0,2.0,-1.273333231608073
04-29,-3.1800003051757812,-4.829999923706055,2.989999771118164,1.0,2.0,-1.673333485921224
04-30,-3.1800003051757812,-4.289999008178712,4.539999961853027,1.0,2.0,-0.9766664505004884
05-01,-3.1800003051757812,-3.920000076293945,3.2900009155273438,1.0,2.0,-1.2699998219807942
05-02,-1.579999923706055,-4.250000953674316,3.1700000762939453,1.0,2.0,-0.8866669336954752
05-03,-3.1000003814697266,-2.59000015258789,4.319999694824219,1.0,2.0,-0.4566669464111328
05-04,-2.1300010681152344,-0.2399997711181641,4.319999694824219,1.0,2.0,0.6499996185302734
05-05,-2.180000305175781,3.5,2.2699995040893555,2.0,1.0,1.196666399637858
05-06,2.709999084472656,3.5,3.0100002288818364,3.0,0.0,3.073333104451497
05-07,2.709999084472656,4.319999694824219,3.8099994659423833,3.0,0.0,3.6133327484130864
05-08,2.709999084472656,2.3600006103515625,4.779999732971191,3.0,0.0,3.28333314259847
05-09,3.299999237060547,2.389999389648437,2.1000003814697266,3.0,0.0,2.5966663360595703
05-10,6.349998474121094,3.4099998474121094,2.2800006866455083,3.0,0.0,4.013333002726236
05-11,7.1100006103515625,3.59000015258789,2.2800006866455083,3.0,0.0,4.326667149861653
05-12,7.5900001525878915,3.799999237060547,2.09000015258789,3.0,0.0,4.4933331807454415
05-13,7.80999755859375,3.799999237060547,2.040000915527344,3.0,0.0,4.549999237060547
05-14,7.80999755859375,4.75,2.700000762939453,3.0,0.0,5.0866661071777335
05-15,7.80999755859375,4.680000305175781,4.1599998474121085,3.0,0.0,5.549999237060547
05-16,2.1499977111816406,2.889999389648437,3.729999542236328,3.0,0.0,2.9233322143554688
05-17,0.3299999237060547,4.680000305175781,2.700000762939453,3.0,0.0,2.570000330607096
05-18,0.8800010681152344,4.959999084472656,2.700000762939453,3.0,0.0,2.846666971842448
05-19,0.7999992370605469,3.299999237060547,2.1900005340576167,3.0,0.0,2.0966663360595703
05-20,0.6299991607666016,3.299999237060547,1.0,3.0,0.0,1.6433327992757158
05-21,0.6299991607666016,5.099998474121094,-0.3699989318847656,2.0,1.0,1.7866662343343098
05-22,0.6299991607666016,4.690000534057617,-0.2399997711181641,2.0,1.0,1.6933333079020183
05-23,1.4500007629394531,3.6099987030029297,-4.209999084472656,2.0,1.0,0.2833334604899089
05-24,3.7199974060058594,3.1100006103515625,-3.920000076293945,2.0,1.0,0.9699993133544922
05-26,6.1499977111816415,2.3299999237060547,-3.920000076293945,2.0,1.0,1.5199991861979167
05-27,7.770000457763673,2.3299999237060547,-3.739999771118164,2.0,1.0,2.120000203450521
05-28,7.770000457763673,2.3299999237060547,-2.680000305175781,2.0,1.0,2.4733333587646484
05-29,7.770000457763673,5.000000953674316,-2.459999084472656,2.0,1.0,3.4366674423217773
05-30,6.8600006103515625,4.569999694824219,-3.8600006103515625,2.0,1.0,2.5233332316080728
05-31,9.770000457763672,4.1599998474121085,-3.34000015258789,2.0,1.0,3.5300000508626304
06-01,10.18000030517578,3.9600000381469727,-3.34000015258789,2.0,1.0,3.600000063578288
06-02,9.959999084472656,3.880000114440918,-3.489999771118164,2.0,1.0,3.4499998092651367
06-03,9.549999237060547,3.880000114440918,-4.190000534057616,2.0,1.0,3.079999605814616
06-04,9.549999237060547,3.59999942779541,-4.969999313354492,2.0,1.0,2.7266664505004883
06-05,9.549999237060547,3.520000457763672,-5.260000228881836,2.0,1.0,2.6033331553141275
06-06,9.459999084472656,4.310000419616698,-5.430000305175781,2.0,1.0,2.7799997329711914
06-07,8.799999237060547,5.119998931884767,-5.329999923706055,2.0,1.0,2.8633327484130864
06-08,7.469997406005858,5.300000190734863,-5.329999923706055,2.0,1.0,2.479999224344889
06-09,7.779998779296875,5.710000038146973,-5.589998245239258,2.0,1.0,2.6333335240681968
06-10,7.790000915527344,5.710000038146973,-4.829999923706055,2.0,1.0,2.890000343322754
06-11,7.790000915527344,6.1499996185302725,-4.469999313354492,2.0,1.0,3.1566670735677085
06-12,7.790000915527344,5.380000114440918,-5.180000305175781,2.0,1.0,2.6633335749308267
06-13,7.479999542236327,4.079999923706056,-3.5599994659423837,2.0,1.0,2.6666666666666665
06-14,8.110000610351562,4.9900007247924805,-3.5699996948242188,2.0,1.0,3.1766672134399414
06-15,6.529998779296875,4.6100006103515625,-3.5699996948242188,2.0,1.0,2.5233332316080728
06-16,5.489997863769531,6.559999465942383,-4.530000686645508,2.0,1.0,2.5066655476888022
06-17,4.3999977111816415,6.559999465942383,-4.1300010681152335,2.0,1.0,2.276665369669596
06-18,4.3999977111816415,6.84999942779541,-4.600000381469727,2.0,1.0,2.216665585835775
06-19,4.3999977111816415,5.449999809265137,-4.819999694824219,2.0,1.0,1.6766659418741865
06-20,4.3999977111816415,4.960000991821289,-5.670000076293945,2.0,1.0,1.229999542236328
06-21,3.549999237060547,4.579999923706055,-6.219999313354492,2.0,1.0,0.6366666158040365
06-22,3.6099987030029297,3.9600009918212886,-6.219999313354492,2.0,1.0,0.4500001271565755
06-23,2.170001983642578,4.75,-4.649999618530273,2.0,1.0,0.7566674550374349
06-24,1.3100013732910156,4.75,-3.0699996948242188,2.0,1.0,0.9966672261555992
06-25,1.3100013732910156,4.069999694824219,-3.6000003814697266,2.0,1.0,0.5933335622151693
06-26,0.9600009918212892,6.2400007247924805,-2.0699996948242188,2.0,1.0,1.7100006739298503
06-27,2.1100006103515625,5.619999885559082,-1.3400001525878906,2.0,1.0,2.1300001144409184
06-28,5.160001754760742,4.6100006103515625,-0.979999542236328,2.0,1.0,2.9300009409586587
06-29,4.460000991821289,4.170000076293944,-0.979999542236328,2.0,1.0,2.5500005086263022
06-30,8.089998245239258,4.3600006103515625,-0.8700008392333984,2.0,1.0,3.859999338785807
07-01,9.489999771118164,4.3600006103515625,-1.7199993133544922,2.0,1.0,4.043333689371745
07-02,9.489999771118164,5.239999771118164,-2.760000228881836,2.0,1.0,3.989999771118164
07-03,9.889999389648438,4.280000686645509,-2.34999942779541,2.0,1.0,3.940000216166178
07-05,12.150001525878904,3.2600011825561523,-1.6999988555908203,2.0,1.0,4.570001284281413
07-06,12.960000991821287,3.719999313354492,-1.6999988555908203,2.0,1.0,4.99333381652832
07-07,13.510000228881836,3.8199996948242174,-1.6599998474121094,2.0,1.0,5.223333358764648
07-08,17.010000228881836,3.8199996948242174,-1.010000228881836,2.0,1.0,6.606666564941406
07-09,17.010000228881836,4.079999923706056,-1.510000228881836,2.0,1.0,6.5266666412353525
07-10,16.379999160766598,3.6800003051757812,-2.4099998474121094,2.0,1.0,5.883333206176758
07-11,19.979999542236328,3.560001373291016,-1.6300001144409182,2.0,1.0,7.3033336003621425
07-12,19.6299991607666,3.8000001907348633,-2.9300003051757812,2.0,1.0,6.8333330154418945
07-13,22.03999900817871,0.7199993133544922,-2.9300003051757812,2.0,1.0,6.6099993387858085
07-14,23.189998626708984,0.39999961853027344,-3.3199996948242188,2.0,1.0,6.75666618347168
07-15,23.630001068115234,0.39999961853027344,-4.879999160766602,2.0,1.0,6.3833338419596375
07-16,23.630001068115234,-2.34000015258789,-4.680000305175781,1.0,2.0,5.536666870117188
07-17,23.68000030517578,-6.819999694824219,-5.4099998474121085,1.0,2.0,3.8166669209798174
07-18,18.68000030517578,-8.250000953674316,-5.819999694824219,1.0,2.0,1.5366665522257488
07-19,17.369998931884766,-7.869999885559082,-6.1299991607666025,1.0,2.0,1.1233332951863606
07-20,-12.420000076293945,-9.480000495910645,-6.1299991607666025,0.0,3.0,-9.34333324432373
07-21,-17.830001831054688,-9.340001106262207,-5.8899993896484375,0.0,3.0,-11.020000775655113
07-22,-14.770000457763672,-9.340001106262207,-5.630000114440918,0.0,3.0,-9.913333892822266
07-23,-14.770000457763672,-9.140000343322754,-6.000000953674316,0.0,3.0,-9.970000584920248
07-24,-15.25,-8.709999084472656,-4.1100006103515625,0.0,3.0,-9.356666564941406
07-25,-15.629999160766602,-9.199999809265137,-4.960000038146973,0.0,3.0,-9.929999669392904
07-26,-8.459999084472656,-8.729999542236326,-5.119999885559082,0.0,3.0,-7.436666170756023
07-27,-5.980001449584961,-8.569999694824219,-5.119999885559082,0.0,3.0,-6.556667009989423
07-28,-7.920001983642577,-8.569999694824219,-4.529999732971191,0.0,3.0,-7.006667137145996
07-29,-8.330001831054688,-8.569999694824219,-2.1900005340576167,0.0,3.0,-6.36333401997884
07-30,-8.330001831054688,-8.879999160766602,-2.90000057220459,0.0,3.0,-6.703333854675293
07-31,-8.25,-7.219999313354492,-1.8200006484985352,0.0,3.0,-5.763333320617676
08-01,-8.219999313354492,-6.1100006103515625,-1.510000228881836,0.0,3.0,-5.28000005086263
08-02,-7.480001449584961,-5.339999198913574,-1.8200006484985352,0.0,3.0,-4.8800004323323565
08-03,-8.519998550415039,-4.690000534057617,-1.8200006484985352,0.0,3.0,-5.0099999109903965
08-04,-7.789999008178711,-4.820000648498535,-0.4900007247924805,0.0,3.0,-4.366666793823241
08-05,-6.3799991607666025,-4.820000648498535,-0.5099992752075195,0.0,3.0,-3.903333028157552
08-06,-6.3799991607666025,-4.070000648498535,-1.1900005340576172,0.0,3.0,-3.880000114440918
08-07,-6.819997787475586,-3.8999996185302734,-0.3600006103515625,0.0,3.0,-3.6933326721191406
08-08,-10.250001907348633,-6.2400007247924805,-2.1500005722045903,0.0,3.0,-6.213334401448567
08-09,-10.620000839233398,-5.029999732971191,-2.2300004959106445,0.0,3.0,-5.96000035603841
08-10,-13.230001449584961,-4.069999694824219,-2.2300004959106445,0.0,3.0,-6.5100005467732736
08-11,-12.55000114440918,-3.729999542236328,-1.5199995040893557,0.0,3.0,-5.933333396911621
08-12,-11.320001602172852,-3.729999542236328,-1.0699996948242188,0.0,3.0,-5.373333613077801
08-13,-11.320001602172852,-3.729999542236328,-0.6999988555908203,0.0,3.0,-5.25
08-14,-11.100000381469727,-3.84000015258789,-0.7600002288818359,0.0,3.0,-5.233333587646484
08-15,-8.049999237060549,-3.1800003051757812,-1.4799995422363281,0.0,3.0,-4.236666361490887
08-16,-10.43000030517578,-3.770000457763672,-2.9700002670288086,0.0,3.0,-5.723333676656088
08-17,-10.81999969482422,-4.829998970031738,-2.9700002670288086,0.0,3.0,-6.206666310628254
08-18,-9.889997482299805,-4.869998931884767,-2.660000801086426,0.0,3.0,-5.806665738423664
08-19,-8.60999870300293,-4.869998931884767,-2.4400005340576167,0.0,3.0,-5.3066660563151045
08-20,-8.60999870300293,-4.829999923706055,-3.4200010299682617,0.0,3.0,-5.619999885559082
08-21,-8.920000076293945,-5.229999542236328,-3.3199996948242188,0.0,3.0,-5.823333104451496
08-22,-9.380001068115234,-3.909999847412109,-1.25,0.0,3.0,-4.846666971842448
08-23,-9.280000686645508,-3.389999389648437,-0.10000038146972656,0.0,3.0,-4.256666819254559
08-24,-9.530000686645508,-4.070000648498535,-0.10000038146972656,0.0,3.0,-4.566667238871257
08-25,-7.8899993896484375,-4.1300010681152335,-0.3299999237060547,0.0,3.0,-4.116666793823241
08-26,-7.989999771118164,-4.1300010681152335,-2.0699996948242188,0.0,3.0,-4.730000178019206
08-27,-7.989999771118164,-3.7100009918212886,-2.359999656677246,0.0,3.0,-4.6866668065388986
08-28,-6.94999885559082,-5.5099992752075195,-1.1599998474121094,0.0,3.0,-4.5399993260701486
08-29,-5.459999084472656,-4.15000057220459,-1.079999923706055,0.0,3.0,-3.5633331934611
08-30,-6.180000305175781,-5.329999923706055,-1.079999923706055,0.0,3.0,-4.196666717529297
08-31,-6.029998779296875,-5.290000915527344,-1.079999923706055,0.0,3.0,-4.133333206176759
09-01,-2.69000244140625,-5.440000534057617,-0.15999984741210938,0.0,3.0,-2.763334274291992
09-02,-3.2700023651123047,-5.440000534057617,0.3899993896484375,1.0,2.0,-2.773334503173828
09-03,-3.2700023651123047,-5.440000534057617,0.3099994659423828,1.0,2.0,-2.80000114440918
09-04,-3.2700023651123047,-6.529999732971191,-0.18000030517578125,0.0,3.0,-3.3266674677530923
09-05,-3.7900009155273438,-7.310000419616699,0.020000457763671875,1.0,2.0,-3.693333625793457
09-06,-5.780000686645508,-7.759999275207519,0.020000457763671875,1.0,2.0,-4.506666501363118
09-07,-9.14000129699707,-7.39000129699707,0.020000457763671875,1.0,2.0,-5.503334045410156
09-08,-8.920000076293945,-6.080000877380371,0.020000457763671875,1.0,2.0,-4.993333498636882
09-09,-10.960000991821287,-6.080000877380371,-0.3400001525878906,0.0,3.0,-5.793334007263184
09-10,-10.960000991821287,-5.519999504089356,0.12999916076660156,1.0,2.0,-5.450000445048016
09-11,-13.379999160766602,-3.9300003051757812,1.229999542236328,1.0,2.0,-5.359999974568685
09-12,-12.760000228881836,-3.7100009918212886,0.7100000381469727,1.0,2.0,-5.253333727518718
09-13,-11.979999542236328,-3.69999885559082,0.7100000381469727,1.0,2.0,-4.9899994532267264
09-14,-13.440000534057615,-2.510000228881836,0.7100000381469727,1.0,2.0,-5.080000241597493
09-15,-16.23000144958496,-2.90000057220459,-0.09000015258789062,0.0,3.0,-6.406667391459148
09-16,-17.030000686645508,-2.90000057220459,0.05999946594238281,1.0,2.0,-6.623333930969237
09-17,-17.030000686645508,-3.0799989700317383,-0.1900005340576172,0.0,3.0,-6.766666730244952
09-18,-17.219999313354492,-2.639999389648437,0.2399997711181641,1.0,2.0,-6.53999964396159
09-19,-19.309999465942386,-2.1599998474121094,1.239999771118164,1.0,2.0,-6.7433331807454415
09-20,-21.209999084472656,-2.08000087738037,1.239999771118164,1.0,2.0,-7.350000063578287
09-21,-22.459999084472656,-1.3700008392333984,1.239999771118164,1.0,2.0,-7.530000050862629
09-22,-23.38999938964844,-0.7199993133544922,1.4299993515014648,1.0,2.0,-7.55999978383382
09-23,-23.309999465942386,-0.7199993133544922,2.729999542236328,1.0,2.0,-7.099999745686848
09-24,-23.309999465942386,0.220001220703125,3.139999389648437,2.0,1.0,-6.6499996185302725
09-25,-25.42999839782715,0.9500007629394532,2.649999618530273,2.0,1.0,-7.276666005452473
09-26,-25.440000534057607,1.8999996185302728,3.25,2.0,1.0,-6.7633336385091125
09-27,-27.46999931335449,2.90000057220459,3.25,2.0,1.0,-7.106666247049969
09-28,-28.19999885559082,4.839999198913574,3.25,2.0,1.0,-6.703333218892414
09-29,-0.5499992370605469,5.84999942779541,2.9099998474121094,2.0,1.0,2.736666679382324
09-30,-0.7599983215332031,5.84999942779541,3.219999313354492,2.0,1.0,2.7700001398722325
10-01,-0.7599983215332031,6.499999046325684,2.7799997329711914,2.0,1.0,2.84000015258789
10-02,3.8900012969970703,7.830000877380371,3.4499998092651367,3.0,0.0,5.0566673278808585
10-03,1.3899993896484375,7.629999160766602,2.0699996948242188,3.0,0.0,3.6966660817464194
10-04,1.0,7.84999942779541,2.0699996948242188,3.0,0.0,3.639999707539877
10-05,-3.1299991607666016,6.920000076293945,2.0699996948242188,2.0,1.0,1.9533335367838545
10-06,-4.219999313354491,6.329999923706055,1.7899999618530271,2.0,1.0,1.3000001907348633
10-07,-5.8999996185302725,6.329999923706055,1.9499998092651367,2.0,1.0,0.7933333714803059
10-08,-5.8999996185302725,6.079999923706055,0.6399993896484375,2.0,1.0,0.2733332316080729
10-09,-4.510000228881836,6.079999923706055,1.119999885559082,2.0,1.0,0.8966665267944336
10-10,-5.760000228881836,5.989999771118164,1.109999656677246,2.0,1.0,0.4466663996378581
10-11,-5.620000839233398,5.6499996185302725,1.109999656677246,2.0,1.0,0.3799994786580404
10-12,-9.359999656677246,6.250000953674316,1.109999656677246,2.0,1.0,-0.6666663487752279
10-13,-10.969999313354492,6.250000953674316,0.3899993896484375,2.0,1.0,-1.4433329900105794
10-14,-9.93000030517578,6.250000953674316,0.6999998092651367,2.0,1.0,-0.9933331807454427
10-15,-9.93000030517578,6.290000915527344,0.4299993515014648,2.0,1.0,-1.0700000127156577
10-16,-12.650001525878904,5.920001029968263,0.5599994659423828,2.0,1.0,-2.0566670099894204
10-17,-13.310001373291016,5.559999465942383,0.10000038146972656,2.0,1.0,-2.5500005086263022
10-18,-11.5,5.779999732971191,0.10000038146972656,2.0,1.0,-1.8733332951863608
10-19,-10.690000534057617,5.839999198913574,0.10000038146972656,2.0,1.0,-1.5833336512247722
10-20,-11.09000015258789,5.919999122619629,0.630000114440918,2.0,1.0,-1.5133336385091145
10-21,-12.09000015258789,5.919999122619629,0.7100000381469727,2.0,1.0,-1.8200003306070964
10-22,-12.09000015258789,5.8799991607666025,-0.26000022888183594,1.0,2.0,-2.1566670735677085
10-23,-13.18000030517578,6.020000457763673,-0.4400005340576172,1.0,2.0,-2.5333334604899087
10-24,-14.059999465942385,6.100000381469728,0.05999946594238281,2.0,1.0,-2.6333332061767583
10-25,-15.980001449584961,6.0,0.05999946594238281,2.0,1.0,-3.30666732788086
10-26,-14.449999809265135,5.549999237060547,0.05999946594238281,2.0,1.0,-2.9466670354207363
10-27,-16.140000343322757,5.8999996185302725,0.1399993896484375,2.0,1.0,-3.3666671117146816
10-28,-15.100000381469727,5.8999996185302725,1.6300001144409182,2.0,1.0,-2.5233335494995117
10-29,-15.100000381469727,5.939999580383301,1.3099994659423828,2.0,1.0,-2.616667111714681
10-30,-14.700000762939453,6.079999923706055,1.9600000381469729,2.0,1.0,-2.2200002670288086
10-31,-16.059999465942386,5.329999923706055,2.399999618530273,2.0,1.0,-2.776666641235352
11-01,-15.690000534057615,3.0399990081787114,2.399999618530273,2.0,1.0,-3.4166673024495444
11-02,-15.34999942779541,3.9300003051757812,2.399999618530273,2.0,1.0,-3.006666501363118
11-03,-15.480000495910645,5.309999465942383,0.7299995422363281,2.0,1.0,-3.1466671625773106
11-04,-16.080000877380368,5.309999465942383,-0.4200000762939453,1.0,2.0,-3.730000495910645
11-05,-16.080000877380368,5.369999885559082,1.329999923706055,2.0,1.0,-3.126667022705078
