,2018,2019,2020,ups,downs,avg
10-29,0.8499999046325684,-0.9299999475479126,-0.03999999165534973,1.0,2.0,-0.040000011523564666
10-30,0.8499999046325684,-1.0899999737739563,0.0,1.0,2.0,-0.08000002304712933
10-31,0.8499999046325684,-0.9299999475479126,0.0,1.0,2.0,-0.026666680971781414
11-01,0.8499999046325684,-0.9200999736785888,0.0,1.0,2.0,-0.02336668968200684
11-02,0.8499999046325684,-0.9900000095367432,0.0,1.0,2.0,-0.04666670163472494
11-03,0.8499999046325684,-0.7400000095367432,0.0,1.0,2.0,0.0366666316986084
11-04,0.8499999046325684,-0.7400000095367432,0.0,1.0,2.0,0.0366666316986084
11-05,0.8499999046325684,-0.7599999904632568,0.0,1.0,2.0,0.029999971389770508
11-06,0.8499999046325684,-0.7899999618530273,0.0,1.0,2.0,0.019999980926513672
11-07,1.3499999046325684,-0.6400001049041748,0.0,1.0,2.0,0.2366665999094645
11-08,1.3499999046325684,-0.7000999450683594,0.0,1.0,2.0,0.2166333198547364
11-09,1.3499999046325684,-0.8000999689102173,0.0,1.0,2.0,0.18329997857411706
11-10,1.3499999046325684,-0.7199999094009399,0.0,1.0,2.0,0.2099999984105428
11-11,1.5,-0.7199999094009399,0.0,1.0,2.0,0.2600000301996867
11-12,1.5,-0.7199999094009399,-0.7199999094009399,1.0,2.0,0.020000060399373368
11-13,1.5,-0.7999999523162842,-0.7999999523162842,1.0,2.0,-0.03333330154418945
11-14,1.5,-0.9799999594688416,-0.9799999594688416,1.0,2.0,-0.15333330631256106
11-15,1.5,-1.199999988079071,-1.199999988079071,1.0,2.0,-0.29999999205271405
11-16,1.5,-1.2112299799919128,-1.2112299799919128,1.0,2.0,-0.3074866533279419
11-18,1.25,-1.4850000143051147,-1.4850000143051147,1.0,2.0,-0.5733333428700765
11-19,1.25,-1.4850000143051147,-1.4850000143051147,1.0,2.0,-0.5733333428700765
11-20,1.25,-1.4850000143051147,-1.4850000143051147,1.0,2.0,-0.5733333428700765
11-21,0.25,-1.530369997024536,-1.530369997024536,1.0,2.0,-0.9369133313496908
11-22,0.21799993515014648,-1.4900000095367432,-1.4900000095367432,1.0,2.0,-0.9206666946411132
11-23,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-25,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-26,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-27,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-28,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-29,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
11-30,0.21799993515014648,-1.5,-1.5,1.0,2.0,-0.9273333549499512
12-02,0.21799993515014648,-1.574999988079071,-1.574999988079071,1.0,2.0,-0.9773333470026652
12-03,0.21799993515014648,-1.574999988079071,-1.574999988079071,1.0,2.0,-0.9773333470026652
12-04,0.21799993515014648,-1.574999988079071,-1.574999988079071,1.0,2.0,-0.9773333470026652
12-05,0.21799993515014648,-1.399999976158142,-1.399999976158142,1.0,2.0,-0.8606666723887125
12-06,0.21799993515014648,-1.399999976158142,-1.399999976158142,1.0,2.0,-0.8606666723887125
12-07,0.21799993515014648,-1.4000999629497528,-1.4000999629497528,1.0,2.0,-0.8607333302497864
12-09,0.21799993515014648,-1.449999988079071,-1.449999988079071,1.0,2.0,-0.8940000136693319
12-10,0.21799993515014648,-1.449999988079071,-1.449999988079071,1.0,2.0,-0.8940000136693319
12-11,0.21799993515014648,-1.399999976158142,-1.399999976158142,1.0,2.0,-0.8606666723887125
12-12,0.21799993515014648,-0.6000000238418579,-0.6000000238418579,1.0,2.0,-0.32733337084452313
12-13,0.21799993515014648,-0.75,-0.75,1.0,2.0,-0.4273333549499512
12-14,0.21799993515014648,-0.75,-0.75,1.0,2.0,-0.4273333549499512
12-16,0.19000005722045896,-0.75,-0.75,1.0,2.0,-0.4366666475931804
12-17,0.19000005722045896,-0.6000000238418579,-0.6000000238418579,1.0,2.0,-0.33666666348775226
12-18,0.19000005722045896,-0.6000000238418579,-0.6000000238418579,1.0,2.0,-0.33666666348775226
12-19,0.19000005722045896,-0.6500000357627869,-0.6500000357627869,1.0,2.0,-0.3700000047683716
12-20,0.19000005722045896,-0.7500000596046448,-0.7500000596046448,1.0,2.0,-0.43666668732961017
12-21,0.19000005722045896,-0.6500000357627869,-0.6500000357627869,1.0,2.0,-0.3700000047683716
12-23,-0.04999995231628418,-0.7000000178813934,-0.7000000178813934,0.0,3.0,-0.4833333293596904
12-24,-0.04999995231628418,-0.5999999940395355,-0.5999999940395355,0.0,3.0,-0.4166666467984517
12-26,-0.04999995231628418,-0.7500000596046448,-0.7500000596046448,0.0,3.0,-0.5166666905085245
12-27,-0.04999995231628418,-0.6098999977111816,-0.6098999977111816,0.0,3.0,-0.4232666492462158
12-28,-0.04999995231628418,-0.6450000107288361,-0.6450000107288361,0.0,3.0,-0.4466666579246521
12-30,-0.04999995231628418,-0.6450000107288361,-0.6450000107288361,0.0,3.0,-0.4466666579246521
12-31,-0.04999995231628418,-0.6450000107288361,-0.6450000107288361,0.0,3.0,-0.4466666579246521
