,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-23,-0.2409999966621399,-8.75,-0.10100001096725464,-0.35000038146972656,-3.119999885559082,0.3689999580383301,-0.2419999986886978,1.0,6.0,-1.776428616472653
01-24,-0.2419999986886978,-8.75,-0.20000001788139346,-0.10000038146972656,-1.9499998092651367,0.41999995708465576,-0.2460000067949295,1.0,6.0,-1.5811428938593184
01-25,-0.2460000067949295,-9.199999988079073,-0.20000001788139346,-1.8400001525878904,-1.8000001907348633,0.4600000381469727,-0.2400000095367432,1.0,6.0,-1.86657147535256
01-26,-0.2400000095367432,-9.199999988079073,-0.3789999783039093,-1.5,-2.810000419616699,0.5,-0.2400000095367432,1.0,6.0,-1.9812857721533093
01-27,-0.2400000095367432,-9.199999988079073,-0.3789999783039093,0.13000011444091794,-2.825000286102295,0.4839999675750733,-0.2400000095367432,2.0,5.0,-1.7528571699346815
01-28,-0.2400000095367432,-9.0,-0.3110000193119049,-0.10599994659423828,-2.8850002288818364,0.4839999675750733,-0.26499998569488525,1.0,6.0,-1.760428603206362
01-29,-0.26499998569488525,-9.0,-0.31300002336502075,-0.10599994659423828,-2.8850002288818364,0.43400001525878906,-0.2400000095367432,1.0,6.0,-1.7678571684019906
01-30,-0.2400000095367432,-9.0,-0.22299998998641968,-0.10599994659423828,-2.809999942779541,0.4800000190734863,-0.20999999344348907,1.0,6.0,-1.729857123323849
01-31,-0.20999999344348907,-9.0,-0.2360000014305115,-0.6899995803833008,-2.6700000762939453,0.43999993801116943,-0.2109999805688858,1.0,6.0,-1.7967142420155662
02-01,-0.2109999805688858,-9.0,-0.2360000014305115,0.25,-1.8600001335144043,0.25,-0.18599998950958246,2.0,5.0,-1.570428586431912
02-02,-0.18599998950958246,-9.0,-0.050999999046325684,-0.4099998474121094,-0.8299999237060547,-0.21000003814697266,-0.17899999022483826,0.0,7.0,-1.5522856840065546
02-03,-0.17899999022483826,-9.0,-0.1599999964237213,-0.0970001220703125,-0.7899999618530273,-0.21000003814697266,-0.17899999022483826,0.0,7.0,-1.5164285855633872
02-04,-0.17899999022483826,-9.0,0.0690000057220459,-0.1099996566772461,-0.7699999809265137,-0.21000003814697266,-0.12000000476837155,1.0,6.0,-1.4742856664316994
02-05,-0.12000000476837155,-9.0,-0.13100001215934753,-0.8099994659423828,-0.7699999809265137,-0.41999995708465576,-0.12999999523162842,0.0,7.0,-1.6258570594447
02-06,-0.12999999523162842,-9.0,-0.14000001549720764,-0.8099994659423828,-1.1500000953674316,-0.5099999904632568,-0.14999999105930328,0.0,7.0,-1.6985713647944587
02-07,-0.14999999105930328,-9.399999976158142,-0.15000003576278687,-0.8000001907348633,-1.380000114440918,-0.9049999713897704,-0.1199999898672104,0.0,7.0,-1.8435714670589989
02-08,-0.1199999898672104,-8.990000009536741,-0.15000003576278687,-0.9200000762939452,-1.169999599456787,-0.9649999141693116,-0.11499999463558196,0.0,7.0,-1.7757142313889094
02-09,-0.11499999463558196,-8.990000009536741,-0.15000003576278687,-0.3899993896484375,-1.1100001335144043,-0.10000002384185792,-0.13199999928474426,0.0,7.0,-1.5695713694606508
02-10,-0.13199999928474426,-8.990000009536741,-0.15000003576278687,-0.3599996566772461,-1.6499996185302734,-0.2400000095367432,-0.13199999928474426,0.0,7.0,-1.6648570469447546
02-11,-0.13199999928474426,-8.990000009536741,-0.12999999523162842,0.1399993896484375,-1.8499999046325684,-0.2400000095367432,-0.15399998426437378,1.0,6.0,-1.6222857875483376
02-12,-0.15399998426437378,-8.990000009536741,-0.15699997544288635,0.11199951171875,-1.8499999046325684,-0.41999995708465576,-0.14999999105930328,1.0,6.0,-1.6584286157573973
02-13,-0.14999999105930328,-9.0,-0.14499998092651367,0.11199951171875,-1.75,-0.5399999618530273,-0.14000001549720764,1.0,6.0,-1.6590000625167574
02-14,-0.14000001549720764,-9.0,-0.1279999613761902,1.4320001602172852,-1.7100000381469729,-0.5899999141693115,-0.14100001752376554,1.0,6.0,-1.4681428266423089
02-15,-0.14100001752376554,-9.0,-0.1279999613761902,1.1999998092651367,-1.9970002174377441,-0.7000000476837158,-0.1199999898672104,1.0,6.0,-1.5551429178033556
02-16,-0.1199999898672104,-9.0,-0.1279999613761902,0.3680000305175781,-1.704999923706055,-0.6299999952316284,-0.1159999817609787,1.0,6.0,-1.6187142602034978
02-17,-0.1159999817609787,-9.0,-0.1419999599456787,0.7000007629394531,-1.309999942779541,-0.6799999475479126,-0.1159999817609787,1.0,6.0,-1.5234284358365195
02-18,-0.1159999817609787,-9.0,-0.1279999613761902,1.6800003051757812,-1.570000171661377,-0.6799999475479126,-0.1159999817609787,1.0,6.0,-1.4185713912759508
02-19,-0.1159999817609787,-9.0,-0.1379999816417694,1.5200004577636719,-1.570000171661377,-0.6799999475479126,-0.1420000046491623,1.0,6.0,-1.446571375642504
02-20,-0.1420000046491623,-9.0,-0.03000000119209289,1.5200004577636719,-1.570000171661377,-0.5299999713897705,-0.1469999998807907,1.0,6.0,-1.4141428130013602
02-21,-0.1469999998807907,-9.0,-0.03000000119209289,1.5200004577636719,-1.6339998245239258,-0.4299999475479126,-0.13500000536441806,1.0,6.0,-1.4079999029636383
02-22,-0.13500000536441806,-9.0,-0.03000000119209289,2.3700008392333984,-1.4240002632141107,-0.4750000238418579,-0.10700000822544098,1.0,6.0,-1.2572856375149315
02-23,-0.10700000822544098,-9.0,-0.03000000119209289,2.1240005493164062,-1.0419998168945312,-0.3899999856948853,-0.10700000822544098,1.0,6.0,-1.2217141815594263
02-24,-0.10700000822544098,-9.0,0.050999999046325684,1.229999542236328,-1.3179998397827148,-0.3700000047683716,-0.10700000822544098,2.0,5.0,-1.3744286171027589
02-25,-0.10700000822544098,-9.0,-0.4400000274181366,0.2800006866455078,-1.4379997253417969,-0.3700000047683716,-0.08799999952316284,1.0,6.0,-1.5947141540902001
02-26,-0.08799999952316284,-9.0,-0.05000001192092896,-0.5199995040893555,-1.4379997253417969,-0.36000001430511475,-0.10000000894069673,0.0,7.0,-1.6508570377315794
02-27,-0.10000000894069673,-9.0,0.09000000357627869,-0.5199995040893555,-1.169999599456787,-0.3999999761581421,-0.07000000774860382,1.0,6.0,-1.595714156116758
02-28,-0.07000000774860382,-9.0,0.09000000357627869,0.05000019073486328,-1.2599997520446775,-0.31999993324279785,-0.06299999356269836,2.0,5.0,-1.5104284988982335
02-29,0.0,0.0,0.09000000357627869,0.0,0.0,0.0,-0.07400000095367433,1.0,1.0,0.002285714660372053
03-01,-0.07400000095367433,-9.399999976158142,0.09000000357627869,0.22499942779541016,-1.079999923706055,-0.6599999666213989,-0.06000000238418578,2.0,5.0,-1.5655714912073952
03-02,-0.06000000238418578,-9.399999976158142,0.04999998211860657,-0.36999988555908203,-1.06000018119812,-0.6449999809265137,-0.06000000238418578,1.0,6.0,-1.6492857209273748
03-03,-0.06000000238418578,-9.399999976158142,-0.2300000190734864,-1.190000057220459,-1.1099998950958252,-0.6399999856948853,-0.09399999678134917,0.0,7.0,-1.8177142760583327
03-04,-0.09399999678134917,-2.399999976158142,-0.24000003933906555,2.0600004196166988,-1.1500000953674316,-0.6399999856948853,-0.10300000011920928,1.0,6.0,-0.3667142391204834
03-05,-0.10300000011920928,-3.399999976158142,-0.15999996662139893,1.8340005874633791,-1.1500000953674316,-0.5899999141693115,-0.10199999809265137,1.0,6.0,-0.5244284804378238
03-06,-0.10199999809265137,-1.8999999761581416,-0.13999998569488525,1.8340005874633791,-1.1500000953674316,-0.4499999284744263,-0.09999999403953552,1.0,6.0,-0.2868570557662419
03-07,-0.09999999403953552,-0.9500000476837158,-0.13999998569488525,1.9239997863769531,-1.309999942779541,-0.43000006675720215,-0.09000000357627869,1.0,6.0,-0.1565714648791722
03-08,-0.09000000357627869,-0.9500000476837158,-0.13999998569488525,2.0299997329711914,-1.420000076293945,-0.3899999856948853,-0.08300000429153442,1.0,6.0,-0.14900005289486476
03-09,-0.08300000429153442,-0.9500000476837158,0.019999980926513672,2.630000114440918,-1.5099999904632568,-0.2800000905990601,-0.08300000429153442,2.0,5.0,-0.03657143456595285
03-10,-0.08300000429153442,-1.9500000476837158,0.018000006675720215,3.1000003814697266,-1.6459999084472656,-0.3000000715255737,-0.05300000309944153,2.0,5.0,-0.13057137812886918
03-11,-0.05300000309944153,-1.9500000476837158,0.0,2.430000305175781,-1.8199999332427976,-0.3000000715255737,-0.031000003218650818,1.0,6.0,-0.2462856790849141
03-12,-0.031000003218650818,-0.6500000953674316,-0.04999998211860657,1.5399999618530271,-1.8199999332427976,-0.2799999713897705,0.16600000858306885,2.0,5.0,-0.16071428784302302
03-13,0.16600000858306885,-0.059999942779541016,-0.04999998211860657,1.5399999618530271,-1.8399999141693115,-0.36000001430511475,0.3180000185966492,3.0,4.0,-0.04085712347711835
03-14,0.3180000185966492,-0.059999942779541016,-0.04999998211860657,1.640000343322754,-1.569999933242798,-0.2999999523162842,0.5200000107288361,3.0,4.0,0.07114293745585851
03-15,0.5200000107288361,-0.04999995231628418,-0.04999998211860657,1.5050001144409182,-1.6499998569488523,-0.34499990940093994,0.39900001883506775,3.0,4.0,0.04700006331716265
03-16,0.39900001883506775,-0.04999995231628418,-0.12000003457069396,1.6599998474121094,-1.5669999122619631,-0.2800000905990601,0.39900001883506775,3.0,4.0,0.0629999850477491
03-17,0.39900001883506775,-0.04999995231628418,-0.15000003576278687,1.109999656677246,-1.5499999523162842,-0.3280000686645508,0.4100000262260437,3.0,4.0,-0.02271432961736406
03-18,0.4100000262260437,-0.04999995231628418,-0.15000003576278687,0.2690000534057617,-1.6699998378753662,-0.3280000686645508,0.2400000095367432,3.0,4.0,-0.18271425792149126
03-19,0.2400000095367432,-0.059999942779541016,-0.07999998331069946,-0.6500005722045898,-1.6699998378753662,-0.9179999828338624,0.26000000536441803,2.0,5.0,-0.4111429005861281
03-20,0.26000000536441803,0.05000007152557373,-0.13499996066093445,-0.6500005722045898,-1.5399997234344482,-0.7400000691413879,0.38499999791383743,3.0,4.0,-0.3385714643767902
03-21,0.38499999791383743,-0.04999995231628418,-0.13499996066093445,-1.0700006484985352,-1.260000228881836,-0.7200000286102295,0.3909999728202821,2.0,5.0,-0.35128583546195713
03-22,0.3909999728202821,-0.04999995231628418,-0.11499997973442078,-1.2340002059936523,-1.005000114440918,-0.4950000047683716,0.29100000858306885,2.0,5.0,-0.31671432512147085
03-23,0.29100000858306885,-0.04999995231628418,-0.06000000238418578,-0.6100006103515625,-1.2699999809265137,-0.5099999904632568,0.29100000858306885,2.0,5.0,-0.2740000741822379
03-24,0.29100000858306885,-0.04999995231628418,-0.08100000023841858,-1.8699998855590816,-1.260000228881836,-0.5600000023841858,0.2700000107288361,2.0,5.0,-0.4657142928668431
03-25,0.2700000107288361,-0.04999995231628418,0.009999990463256836,-2.479999542236328,-1.0,-0.5600000023841858,0.3129999935626984,3.0,4.0,-0.4995713574545724
03-26,0.3129999935626984,-0.04999995231628418,-0.05000001192092896,-2.3099994659423837,-1.0,-0.7099999785423279,0.2899999916553497,2.0,5.0,-0.5024284890719822
03-27,0.2899999916553497,-0.25,-0.04100000858306885,-2.3099994659423837,-0.7899999618530273,-0.8260000348091125,0.29999998211860657,2.0,5.0,-0.5181427853448051
03-28,0.29999998211860657,-0.2999999523162842,-0.04100000858306885,-3.719999313354492,-0.6500000953674316,-0.8180000185966492,0.3149999976158142,2.0,5.0,-0.7019999154976436
03-29,0.3149999976158142,-0.2999999523162842,-0.11800000071525575,-4.255000114440918,-0.18499994277954104,-0.6500000357627869,0.2490000128746033,2.0,5.0,-0.706285719360624
03-30,0.2490000128746033,-0.2999999523162842,-0.0989999771118164,-3.3099994659423837,-0.4800000190734863,-0.7099999785423279,0.2490000128746033,2.0,5.0,-0.6287141953195844
03-31,0.2490000128746033,-0.2999999523162842,-0.05000001192092896,-3.7749996185302734,-0.43000006675720215,-0.7499999403953552,0.26000000536441803,2.0,5.0,-0.6851427959544318
04-01,0.26000000536441803,-0.6199999451637268,-0.08000001311302185,-3.8100004196166983,-0.4800000190734863,-0.7499999403953552,0.2419999986886978,2.0,5.0,-0.7482857619013105
04-02,0.2419999986886978,-0.5699999928474426,-0.18000000715255735,-4.315000534057616,-0.4800000190734863,-0.6899999976158142,0.22100001573562625,2.0,5.0,-0.824571505188942
04-03,0.22100001573562625,-0.5699999928474426,-0.22999998927116394,-4.315000534057616,-0.8299999237060547,-0.6690000295639038,0.181999996304512,2.0,5.0,-0.8872857796294349
04-04,0.181999996304512,-0.5699999928474426,-0.22999998927116394,-4.965000152587892,-1.5350000858306885,-0.6389999985694885,0.22100000083446505,2.0,5.0,-1.0765714602810996
04-05,0.22100000083446505,-0.5699999928474426,-0.2290000021457672,-3.9700002670288086,-2.809999942779541,-0.6299999952316284,0.22599999606609344,2.0,5.0,-1.10885717187609
04-06,0.22599999606609344,-0.5699999928474426,0.0,-2.389999389648437,-2.499999761581421,-0.6399999856948853,0.22599999606609344,2.0,5.0,-0.8068570196628571
04-07,0.22599999606609344,-0.5699999928474426,0.0,-2.4099998474121094,-1.299999713897705,-0.6299999952316284,0.22499999403953552,2.0,5.0,-0.6369999370404652
04-08,0.22499999403953552,-0.12000000476837155,-0.04899999499320984,-3.660000801086426,-1.4099998474121094,-0.6299999952316284,0.25999999046325684,2.0,5.0,-0.7691429512841361
04-09,0.25999999046325684,-0.3199999928474426,-0.19699999690055847,-3.6000003814697266,-1.4099998474121094,-0.6299999952316284,0.2149999886751175,2.0,5.0,-0.8117143192461559
04-10,0.2149999886751175,-0.3199999928474426,-0.062000006437301636,-3.6000003814697266,-1.4099998474121094,-0.718999981880188,0.1849999874830246,2.0,5.0,-0.8158571762698037
04-11,0.1849999874830246,-0.05000001192092896,-0.062000006437301636,-3.59000015258789,-1.4399998188018799,-0.690000057220459,0.19500000774860385,2.0,5.0,-0.7788571502481189
04-12,0.19500000774860385,-0.05000001192092896,-0.062000006437301636,-3.550000190734864,-1.559999942779541,-0.6199999451637268,0.19500000774860385,2.0,5.0,-0.7788571545055935
04-13,0.19500000774860385,-0.05000001192092896,-0.06399998068809509,-1.8999996185302728,-1.9569997787475584,-0.5399999618530273,0.19500000774860385,2.0,5.0,-0.5887141908918109
04-14,0.19500000774860385,-0.05000001192092896,-0.057000011205673225,-2.0600004196166988,-2.9000000953674316,-0.5199999809265137,0.18700000643730166,2.0,5.0,-0.7435715006930488
04-15,0.18700000643730166,-0.05000001192092896,-0.18800002336502075,-2.75,-2.630000114440918,-0.5199999809265137,0.17499998211860654,2.0,5.0,-0.8251428774424961
04-16,0.17499998211860654,-0.06999999284744263,-0.07900002598762512,-2.810000419616699,-2.630000114440918,-0.4600000381469727,0.1509999930858612,2.0,5.0,-0.8175715165478843
04-17,0.1509999930858612,-0.10000002384185792,-0.1820000112056732,-2.810000419616699,-2.6599998474121094,-0.39000004529953003,0.12800000607967374,2.0,5.0,-0.8375714783157621
04-18,0.12800000607967374,-0.05000001192092896,-0.1820000112056732,-3.0100002288818364,-2.7199997901916504,-0.4200000166893005,0.0989999920129776,2.0,5.0,-0.8792857229709625
04-19,0.0989999920129776,-0.05000001192092896,-0.1730000078678131,-2.640000343322754,-2.59000015258789,-0.4699999690055847,0.0989999920129776,2.0,5.0,-0.8178572143827166
04-20,0.0989999920129776,-0.05000001192092896,-0.1629999876022339,-2.34000015258789,-2.4900002479553223,-0.4699999690055847,0.0989999920129776,2.0,5.0,-0.7592857692922864
04-21,0.0989999920129776,0.34999996423721313,-0.08100000023841858,-1.765000343322754,-2.009999990463257,-0.4899999499320984,0.10399998724460602,3.0,4.0,-0.5418571914945329
04-22,0.10399998724460602,-0.06000000238418578,-0.1899999976158142,-2.550000190734864,-1.8699998855590816,-0.4899999499320984,0.16200000047683716,2.0,5.0,-0.6991428626435143
04-23,0.16200000047683716,-0.06000000238418578,-0.15599998831748962,-2.300000190734864,-1.8699998855590816,-0.8299999833106995,0.13700000941753387,2.0,5.0,-0.702428577201707
04-24,0.13700000941753387,-0.06000000238418578,-0.17499998211860654,-2.300000190734864,-1.6300001144409182,-0.6800000071525574,0.16899999976158142,2.0,5.0,-0.6484286125217166
04-25,0.16899999976158142,-0.5699999928474426,-0.17499998211860654,-2.039999961853028,-1.4199998378753662,-0.5300000309944153,0.17600001394748688,2.0,5.0,-0.6271428274256843
04-26,0.17600001394748688,-0.5699999928474426,-0.18699997663497925,-1.9119997024536133,-1.3929998874664309,-0.5110000371932983,0.17600001394748688,2.0,5.0,-0.6029999383858272
04-27,0.17600001394748688,-0.5699999928474426,-0.1980000138282776,-2.399999618530273,-1.4579999446868896,-0.4099999666213989,0.17600001394748688,2.0,5.0,-0.6691427869456155
04-28,0.17600001394748688,-0.5699999928474426,-0.17599999904632568,-1.977999687194824,-1.5950002670288086,-0.4399999976158142,0.1600000113248825,2.0,5.0,-0.6318571312086922
04-29,0.1600000113248825,-0.05000001192092896,-0.1899999976158142,-1.9800004959106443,-1.7050001621246338,-0.4399999976158142,0.14000000059604645,2.0,5.0,-0.5807143790381295
04-30,0.14000000059604645,-0.06000000238418578,-0.1459999978542328,-2.40000057220459,-1.7050001621246338,-0.4200000166893005,0.14000000059604645,2.0,5.0,-0.6358572500092643
05-01,0.14000000059604645,-0.06000000238418578,-0.1499999761581421,-2.40000057220459,-1.9700000286102293,-0.2300000190734864,0.1169999986886978,2.0,5.0,-0.6504286570208413
05-02,0.1169999986886978,-0.2200000286102295,-0.1499999761581421,-2.6700000762939453,-1.7299997806549072,-0.31300002336502075,0.10099999606609343,2.0,5.0,-0.6949999843324933
05-03,0.10099999606609343,-0.1600000262260437,-0.1499999761581421,-2.560000419616699,-1.756000280380249,-0.31700003147125244,0.5850000232458115,2.0,5.0,-0.6081429592200688
05-04,0.5850000232458115,-0.1600000262260437,-0.1499999761581421,-2.265000343322754,-1.675999879837036,-0.35999995470046997,0.5850000232458115,2.0,5.0,-0.4915714476789747
05-05,0.5850000232458115,-0.1600000262260437,-0.1899999976158142,-1.5540008544921875,-2.2290000915527344,-0.3839999437332153,0.5820000320672989,2.0,5.0,-0.4785715511866978
05-06,0.5820000320672989,-0.17000001668930054,0.02900001406669617,-1.369999885559082,-2.2700002193450928,-0.3839999437332153,0.8320000320672989,3.0,4.0,-0.39299999816077097
05-07,0.8320000320672989,-0.2979999780654907,-0.05799999833106995,-1.670000076293945,-2.2700002193450928,-0.35899996757507324,0.9199999570846558,2.0,5.0,-0.4147143214941025
05-08,0.9199999570846558,-0.2979999780654907,-0.03200000524520874,-1.670000076293945,-1.850000143051148,-0.3749999403953552,0.8199999928474426,2.0,5.0,-0.3550000275884356
05-09,0.8199999928474426,-0.2120000123977661,-0.03200000524520874,-1.9000005722045896,-1.7400002479553225,-0.4079999923706055,0.6130000054836273,2.0,5.0,-0.4084286902632032
05-10,0.6130000054836273,-0.19999998807907104,-0.17200002074241638,-1.5500001907348633,-1.570000171661377,-0.5,0.4859999716281891,2.0,5.0,-0.4132857705865587
05-11,0.4859999716281891,-0.19999998807907104,-0.16300001740455627,-0.4499998092651367,-1.6299998760223389,-0.3899999856948853,0.4859999716281891,2.0,5.0,-0.26585710474423
05-12,0.4859999716281891,-0.19999998807907104,-0.16899999976158142,0.0,-1.680000066757202,-0.35500001907348633,0.486999973654747,2.0,5.0,-0.20442858976977213
05-13,0.486999973654747,0.19999998807907104,-0.125,0.4600005149841309,-1.829999923706055,-0.35500001907348633,0.8099999874830246,4.0,3.0,-0.05042849693979536
05-14,0.8099999874830246,0.19999998807907104,-0.0899999737739563,0.6410002708435059,-1.829999923706055,-0.4200000762939453,0.7080000340938568,4.0,3.0,0.002714329532214573
05-15,0.7080000340938568,0.19999998807907104,-0.10099998116493224,0.6410002708435059,-1.75,-0.43000006675720215,0.6230000257492065,4.0,3.0,-0.015571389879499162
05-16,0.6230000257492065,0.0,-0.10099998116493224,-2.298999786376953,-1.75,-0.4600000381469727,0.5850000232458115,2.0,5.0,-0.4859999652419771
05-17,0.5850000232458115,0.19999998807907104,-0.17100000381469727,-2.319000244140625,-1.7300000190734863,-0.4569999575614929,0.5850000232458115,3.0,4.0,-0.4724285985742296
05-18,0.5850000232458115,0.19999998807907104,-0.20999997854232788,-2.5880002975463867,-1.5299999713897705,-0.4099999666213989,0.5850000232458115,3.0,4.0,-0.4811428827898843
05-19,0.5850000232458115,-0.2499999403953552,-0.18999996781349185,-3.5799999237060547,-1.5490000247955322,-0.4200000166893005,0.5800000280141829,2.0,5.0,-0.6891428317342486
05-20,0.5800000280141829,-0.2499999403953552,-0.1879999935626984,-4.720000267028809,-1.369999885559082,-0.4200000166893005,0.5930000096559525,2.0,5.0,-0.8250000093664441
05-21,0.5930000096559525,-0.2499999403953552,-0.2250000238418579,-4.770000457763672,-1.369999885559082,-0.44999998807907104,0.4160000085830689,2.0,5.0,-0.865142896771431
05-22,0.4160000085830689,-0.17000001668930054,-0.2250000238418579,-4.770000457763672,-1.2339999675750732,-0.41999995708465576,0.2630000114440918,2.0,5.0,-0.8771429147039141
05-23,0.2630000114440918,-0.17000001668930054,-0.2250000238418579,-4.600000381469727,-0.930000066757202,-0.421999990940094,0.03799998760223389,2.0,5.0,-0.8637143543788365
05-24,0.03799998760223389,-0.17000001668930054,-0.1550000011920929,-3.929999828338623,-0.6499998569488525,-0.3800000548362732,0.15999996662139893,2.0,5.0,-0.7267142576830727
05-25,0.15999996662139893,-0.17000001668930054,-0.1550000011920929,-3.9800000190734863,-0.15000009536743164,-0.3739999532699585,0.15999996662139893,2.0,5.0,-0.6441428789070675
05-26,0.15999996662139893,-0.17000001668930054,-0.125,-3.9699997901916495,0.1100001335144043,-0.2799999713897705,0.15999996662139893,3.0,4.0,-0.5878571016447884
05-27,0.15999996662139893,-0.18000000715255735,-0.14499998092651367,-4.084000110626222,-0.4100000858306885,-0.2799999713897705,0.2609999775886536,2.0,5.0,-0.668285744530814
05-28,0.2609999775886536,-0.18000000715255735,-0.19900000095367432,-4.449000358581543,-0.4100000858306885,-0.2799999713897705,0.44999998807907104,2.0,5.0,-0.6867143511772156
05-29,0.44999998807907104,-0.17000001668930054,-0.1599999964237213,-4.449000358581543,-0.4100000858306885,-0.27199995517730713,0.42499998211860657,2.0,5.0,-0.6551429203578404
05-30,0.42499998211860657,-0.2800000309944153,-0.1599999964237213,-4.449000358581543,-0.6000001430511475,-0.1899999976158142,0.2950000166893005,2.0,5.0,-0.708428646836962
05-31,0.2950000166893005,-0.2800000309944153,-0.1599999964237213,-3.356999397277832,-0.8799998760223389,-0.15999996662139893,0.24400001764297485,2.0,5.0,-0.613999890429633
06-01,0.24400001764297485,-0.2800000309944153,-0.08100000023841858,-4.405999660491943,-0.8399999141693115,-0.3699999451637268,0.24400001764297485,2.0,5.0,-0.7841427879674094
06-02,0.24400001764297485,-0.18000000715255735,-0.04399999976158142,-5.1399993896484375,-0.7590000629425049,-0.4159999489784241,0.2190000414848328,2.0,5.0,-0.867999907050814
06-03,0.2190000414848328,-0.18000000715255735,-0.10500001907348633,-5.480000019073486,-0.930000066757202,-0.4159999489784241,0.2749999761581421,2.0,5.0,-0.9452857204845974
06-04,0.2749999761581421,-0.9389999993145466,-0.13499999046325686,-4.78000020980835,-0.930000066757202,-0.3360000252723694,0.2850000262260437,2.0,5.0,-0.9371428984616484
06-05,0.2850000262260437,-0.9389999993145466,-0.13499999046325686,-4.78000020980835,-0.9199998378753662,-0.30000001192092896,0.2800000309944153,2.0,5.0,-0.9298571417374272
06-06,0.2800000309944153,-0.05000001192092896,-0.13499999046325686,-4.700000286102295,-1.2400000095367432,-0.2240000367164612,0.25999999046325684,2.0,5.0,-0.8298571876117161
06-07,0.25999999046325684,-0.06000000238418578,-0.07499998807907103,-4.401000499725342,-1.2799999713897705,-0.17100000381469727,0.2689999938011169,2.0,5.0,-0.7797143544469561
06-08,0.2689999938011169,-0.06000000238418578,-0.08399999141693115,-3.744999885559082,-0.8299999237060547,-0.1799999475479126,0.2689999938011169,2.0,5.0,-0.6229999661445618
