,2017,2018,2019,2020,ups,downs,avg
01-23,-0.010000001639127731,-0.04099999368190765,-0.011900000274181366,-0.02000000141561032,0.0,4.0,-0.02072499925270677
01-24,-0.02000000141561032,-0.04099999368190765,-0.011900000274181366,-0.02000000141561032,0.0,4.0,-0.023224999196827408
01-25,-0.02000000141561032,-0.02730000019073489,-0.012000001966953278,-0.02000000141561032,0.0,4.0,-0.0198250012472272
01-26,-0.02000000141561032,-0.04039999842643735,-0.005500003695487976,-0.02000000141561032,0.0,4.0,-0.02147500123828649
01-27,-0.02000000141561032,-0.03533999621868132,-0.005500003695487976,-0.02000000141561032,0.0,4.0,-0.02021000068634748
01-28,-0.02000000141561032,-0.02957999706268308,-0.005500003695487976,-0.022499999031424533,0.0,4.0,-0.019395000301301472
01-29,-0.022499999031424533,-0.02957999706268308,-0.005500003695487976,0.0115000046789646,1.0,3.0,-0.011519998777657744
01-30,0.0115000046789646,-0.02957999706268308,-0.012500002980232251,0.0115000046789646,2.0,2.0,-0.004769997671246532
01-31,0.0115000046789646,-0.02957999706268308,-0.01490000635385512,0.0115000046789646,2.0,2.0,-0.00536999851465225
02-01,0.0115000046789646,-0.06210000813007353,-0.01490000635385512,0.0115000046789646,2.0,2.0,-0.01350000128149986
02-02,0.0115000046789646,-0.03929999470710754,-0.0049000084400177,0.0115000046789646,2.0,2.0,-0.0052999984472990105
02-03,0.0115000046789646,-0.02699999511241913,-0.0049000084400177,0.0115000046789646,2.0,2.0,-0.0022249985486269067
02-04,0.0115000046789646,-0.02699999511241913,-0.0049000084400177,0.0115000046789646,2.0,2.0,-0.0022249985486269067
02-05,0.0115000046789646,-0.02699999511241913,-0.0049000084400177,0.0115000046789646,2.0,2.0,-0.0022249985486269067
02-06,0.0115000046789646,-0.021999999880790738,-0.0049000084400177,0.0115000046789646,2.0,2.0,-0.0009749997407198092
02-07,0.0115000046789646,-0.021999999880790738,0.00849999487400055,0.0115000046789646,3.0,1.0,0.0023750010877847533
02-08,0.0115000046789646,-0.05000001192092901,-0.009390003979206071,0.0115000046789646,2.0,2.0,-0.00909750163555147
02-09,0.0115000046789646,-0.06320001184940341,-0.009390003979206071,0.021500002592802055,2.0,2.0,-0.009897502139210704
02-10,0.021500002592802055,-0.05690000951290133,-0.009390003979206071,0.021500002592802055,2.0,2.0,-0.005822502076625821
02-11,0.021500002592802055,-0.06010000407695772,-0.009390003979206071,0.021500002592802055,2.0,2.0,-0.006622500717639921
02-12,0.021500002592802055,-0.06010000407695772,-0.009390003979206071,0.024970002472400686,2.0,2.0,-0.005755000747740265
02-13,0.024970002472400686,-0.06010000407695772,-0.009390003979206071,0.024970002472400686,2.0,2.0,-0.004887500777840611
02-14,0.024970002472400686,-0.035199999809265164,0.013099998235702516,0.024970002472400686,3.0,1.0,0.006960000842809677
02-15,0.024970002472400686,-0.039900004863739034,0.013099998235702516,0.019099999219179167,3.0,1.0,0.00431749876588583
02-16,0.019099999219179167,-0.0368999987840653,0.0130000039935112,0.019099999219179167,3.0,1.0,0.0035750009119510577
02-18,0.019099999219179167,-0.02820000052452093,0.0130000039935112,0.019099999219179167,3.0,1.0,0.00575000047683715
02-19,0.019099999219179167,-0.02820000052452093,0.0130000039935112,0.022849999368190783,3.0,1.0,0.006687500514090054
02-20,0.022849999368190783,-0.02820000052452093,0.0130000039935112,0.022849999368190783,3.0,1.0,0.007625000551342956
02-21,0.022849999368190783,-0.02820000052452093,0.005699999630451189,-0.005899995565414415,2.0,2.0,-0.001387499272823344
02-22,-0.005899995565414415,-0.03249000012874606,-0.00999999791383742,0.016999997198581696,1.0,3.0,-0.00784749910235405
02-23,0.016999997198581696,-0.03249000012874606,-0.021999999880790697,0.016999997198581696,2.0,2.0,-0.005122501403093342
02-24,0.016999997198581696,-0.03249000012874606,-0.021999999880790697,0.016999997198581696,2.0,2.0,-0.005122501403093342
02-25,0.016999997198581696,-0.06689999997615817,-0.021999999880790697,0.006899997591972365,2.0,2.0,-0.0162500012665987
02-26,0.006899997591972365,-0.06689999997615817,-0.021999999880790697,0.030309997498989105,2.0,2.0,-0.012922501191496849
02-27,0.030309997498989105,-0.06689999997615817,-0.009999997913837431,0.043099999427795424,2.0,2.0,-0.0008725002408027684
02-28,0.043099999427795424,-0.06689999997615817,-0.02884999662637712,0.032499998807907104,2.0,2.0,-0.00503749959170819
03-01,0.032499998807907104,-0.06689999997615817,-0.02884999662637712,0.032499998807907104,2.0,2.0,-0.00768749974668027
03-02,0.032499998807907104,-0.1031000018119812,-0.03444999456405641,0.032499998807907104,2.0,2.0,-0.01813749969005585
03-03,0.032499998807907104,-0.085999995470047,-0.03444999456405641,0.046999998390674584,2.0,2.0,-0.01023749820888043
03-04,0.046999998390674584,-0.08130000531673431,-0.03444999456405641,0.0710499957203865,2.0,2.0,0.0005749985575675895
03-05,0.0710499957203865,-0.08130000531673431,-0.03444999456405641,0.07499999552965163,2.0,2.0,0.007574997842311851
03-06,0.07499999552965163,-0.07209999859333041,-0.028650000691413893,0.07250999659299849,2.0,2.0,0.011689998209476457
03-07,0.07250999659299849,-0.06800000369548798,-0.028650000691413893,0.07250999659299849,2.0,2.0,0.012092497199773778
03-08,0.07250999659299849,-0.06800000369548798,-0.028650000691413893,0.10651000589132308,2.0,2.0,0.020592499524354928
03-09,0.10651000589132308,-0.04389999806880954,-0.028650000691413893,0.10651000589132308,2.0,2.0,0.035117503255605684
03-10,0.10651000589132308,-0.04389999806880954,-0.028650000691413893,0.10651000589132308,2.0,2.0,0.035117503255605684
03-11,0.10651000589132308,-0.04389999806880954,-0.028650000691413893,0.10651000589132308,2.0,2.0,0.035117503255605684
03-12,0.10651000589132308,-0.04389999806880954,-0.028650000691413893,0.10481000691652297,2.0,2.0,0.034692503511905656
03-13,0.10481000691652297,-0.034999996423721334,-0.028650000691413893,0.13651000708341596,2.0,2.0,0.04441750422120092
03-14,0.13651000708341596,-0.034999996423721334,-0.028650000691413893,0.14000000804662702,2.0,2.0,0.05321500450372693
03-15,0.14000000804662702,-0.016599997878074646,-0.051449991762638085,0.14000000804662702,2.0,2.0,0.052987506613135324
03-16,0.14000000804662702,-0.016599997878074646,-0.041999995708465576,0.14000000804662702,2.0,2.0,0.05535000562667845
03-17,0.14000000804662702,-0.08329999446868896,-0.041999995708465576,0.14000000804662702,2.0,2.0,0.03867500647902487
03-18,0.14000000804662702,-0.08329999446868896,-0.041999995708465576,0.14000000804662702,2.0,2.0,0.03867500647902487
03-19,0.14000000804662702,-0.08329999446868896,-0.041999995708465576,0.16299999505281448,2.0,2.0,0.04442500323057174
03-20,0.16299999505281448,-0.08559998869895935,-0.041999995708465576,0.20899999886751172,2.0,2.0,0.06110000237822533
03-21,0.20899999886751172,-0.0723000019788742,-0.04440000653266904,0.19999999552965167,2.0,2.0,0.07307499647140506
03-22,0.19999999552965167,-0.0646999925374985,-0.04440000653266904,0.20150000602006912,2.0,2.0,0.0731000006198883
03-23,0.20150000602006912,-0.049899995326995884,-0.04440000653266904,0.20150000602006912,2.0,2.0,0.07717500254511833
03-24,0.20150000602006912,-0.042459994554519626,-0.04440000653266904,0.20150000602006912,2.0,2.0,0.0790350027382374
03-25,0.20150000602006912,-0.042459994554519626,-0.04440000653266904,0.2199999913573265,2.0,2.0,0.08365999907255174
03-26,0.2199999913573265,-0.042459994554519626,-0.01952999830245972,0.209479995071888,2.0,2.0,0.09187249839305878
03-27,0.209479995071888,-0.05140000581741333,-0.045000001788139336,0.28699999302625656,2.0,2.0,0.10001999512314796
03-28,0.28699999302625656,-0.03000000119209289,-0.045000001788139336,0.2400000020861625,2.0,2.0,0.11299999803304672
03-29,0.2400000020861625,-0.02629999816417694,-0.045000001788139336,0.2400000020861625,2.0,2.0,0.1021750010550022
03-30,0.2400000020861625,-0.008500009775161743,-0.020999997854232767,0.2400000020861625,2.0,2.0,0.11262499913573265
03-31,0.2400000020861625,-0.008500009775161743,-0.03729999810457228,0.2400000020861625,2.0,2.0,0.10854999907314776
04-01,0.2400000020861625,0.0027000010013580322,-0.03729999810457228,0.2300000116229058,3.0,1.0,0.10885000415146352
04-02,0.2300000116229058,0.0027000010013580322,-0.03729999810457228,0.23529999703168866,3.0,1.0,0.10767500288784504
04-03,0.23529999703168866,0.0027000010013580322,-0.04150000214576721,0.20999999530613425,3.0,1.0,0.10162499779835343
04-04,0.20999999530613425,0.004700005054473877,-0.04150000214576721,0.20999999530613425,3.0,1.0,0.0957999983802438
04-05,0.20999999530613425,0.004700005054473877,-0.04150000214576721,0.2283000070601701,3.0,1.0,0.10037500131875277
04-06,0.2283000070601701,-0.011099994182586614,-0.08249999955296516,0.2283000070601701,2.0,2.0,0.09075000509619714
04-07,0.2283000070601701,0.0020000040531158447,-0.0720600001513958,0.2283000070601701,3.0,1.0,0.0966350045055151
04-08,0.2283000070601701,-0.0062000006437301644,-0.0720600001513958,0.16446999460458755,2.0,2.0,0.07862750021740794
04-09,0.16446999460458755,-0.0062000006437301644,-0.0785599984228611,0.1663999930024147,2.0,2.0,0.06152749713510275
04-10,0.1663999930024147,-0.011260002851486206,-0.0785599984228611,0.18214999884366995,2.0,2.0,0.06468249764293434
04-11,0.18214999884366995,-0.020120009779930115,-0.07155999913811682,0.18100000172853475,2.0,2.0,0.06786749791353944
04-12,0.18100000172853475,-0.017320007085800167,-0.07455999776721002,0.17119000107049942,2.0,2.0,0.065077499486506
04-13,0.17119000107049942,-0.007799997925758363,-0.07455999776721002,0.17119000107049942,2.0,2.0,0.06500500161200763
04-14,0.17119000107049942,-0.02410000562667847,-0.04890000075101854,0.17119000107049942,2.0,2.0,0.06734499894082546
04-15,0.17119000107049942,-0.02410000562667847,-0.04890000075101854,0.18599999696016312,2.0,2.0,0.07104749791324139
04-16,0.18599999696016312,-0.02410000562667847,-0.058899998664855964,0.1741000041365624,2.0,2.0,0.06927499920129777
04-17,0.1741000041365624,-0.02410000562667847,-0.058899998664855964,0.19299999624490732,2.0,2.0,0.07102499902248384
04-18,0.19299999624490732,-0.02410000562667847,-0.058899998664855964,0.19599998742341995,2.0,2.0,0.07649999484419823
04-19,0.19599998742341995,-0.02410000562667847,-0.05090000480413438,0.19599998742341995,2.0,2.0,0.07924999110400678
04-20,0.19599998742341995,0.0039000064134598056,-0.05090000480413438,0.19599998742341995,3.0,1.0,0.08624999411404133
04-21,0.19599998742341995,0.017100006341934204,-0.05090000480413438,0.19599998742341995,3.0,1.0,0.08954999409615992
04-22,0.19599998742341995,0.021000012755393985,-0.05090000480413438,0.20600000023841852,3.0,1.0,0.09302499890327454
04-23,0.20600000023841852,0.021000012755393985,-0.05090000480413438,0.20239999890327454,3.0,1.0,0.09462500177323817
04-24,0.20239999890327454,0.01470001041889191,-0.05090000480413438,0.20600000023841852,3.0,1.0,0.09305000118911266
04-25,0.20600000023841852,0.016499996185302734,-0.05090000480413438,0.2084999978542328,3.0,1.0,0.09502499736845492
04-26,0.2084999978542328,-0.008400008082389832,-0.05090000480413438,0.20600000023841852,2.0,2.0,0.08879999630153179
04-27,0.20600000023841852,-0.0037000030279159546,-0.05090000480413438,0.20600000023841852,2.0,2.0,0.08934999816119671
04-28,0.20600000023841852,-0.006700009107589694,-0.05090000480413438,0.20600000023841852,2.0,2.0,0.08859999664127828
04-29,0.20600000023841852,0.0,-0.05090000480413438,0.2059400081634522,2.0,2.0,0.0902600008994341
04-30,0.2059400081634522,0.0,-0.05090000480413438,0.20080000162124634,2.0,2.0,0.08896000124514104
05-01,0.20080000162124634,-0.0009999871253967565,-0.05090000480413438,0.18599998950958246,2.0,2.0,0.08372499980032443
05-02,0.18599998950958246,-0.018700003623962368,-0.05090000480413438,0.17899999022483826,2.0,2.0,0.07384999282658099
05-03,0.17899999022483826,-0.018700003623962368,-0.05090000480413438,0.17899999022483826,2.0,2.0,0.07209999300539494
05-04,0.17899999022483826,-0.014410004019737244,-0.05090000480413438,0.17899999022483826,2.0,2.0,0.07317249290645123
05-05,0.17899999022483826,-0.015410006046295166,-0.05090000480413438,0.15399999171495438,2.0,2.0,0.06667249277234077
05-06,0.15399999171495438,-0.015410006046295166,-0.05090000480413438,0.1579499915242195,2.0,2.0,0.06140999309718609
05-07,0.1579499915242195,-0.015410006046295166,-0.03890000283718111,0.1544800102710724,2.0,2.0,0.06452999822795391
05-08,0.1544800102710724,-0.015410006046295166,-0.039269998669624336,0.16790000349283218,2.0,2.0,0.06692500226199627
05-09,0.16790000349283218,0.02059999108314514,-0.039269998669624336,0.1685000136494637,3.0,1.0,0.07943250238895418
05-10,0.1685000136494637,0.02059999108314514,-0.020419999957084656,0.2024000063538552,3.0,1.0,0.09277000278234483
05-11,0.2024000063538552,0.01949998736381533,-0.020419999957084656,0.2024000063538552,3.0,1.0,0.10097000002861024
05-12,0.2024000063538552,-0.0013899952173233032,-0.020419999957084656,0.2024000063538552,2.0,2.0,0.09574750438332558
05-13,0.2024000063538552,-0.0013899952173233032,-0.020419999957084656,0.1834999993443489,2.0,2.0,0.09102250263094902
05-14,0.1834999993443489,-0.0013899952173233032,-0.014820002019405363,0.213349997997284,2.0,2.0,0.09516000002622604
05-15,0.213349997997284,0.0278099924325943,-0.014820002019405363,0.18970000743865967,3.0,1.0,0.10400999896228316
05-16,0.18970000743865967,0.026199996471405036,-0.014820002019405363,0.17735999822616585,3.0,1.0,0.0946100000292063
05-17,0.17735999822616585,0.026199996471405036,-0.029750004410743706,0.171999990940094,3.0,1.0,0.08645249530673027
05-18,0.171999990940094,0.026199996471405036,-0.013420000672340391,0.171999990940094,3.0,1.0,0.08919499441981316
05-19,0.171999990940094,-0.007900014519691441,-0.013420000672340391,0.171999990940094,2.0,2.0,0.08066999167203902
05-20,0.171999990940094,-0.007900014519691441,-0.013420000672340391,0.12549999356269834,2.0,2.0,0.06904499232769012
05-21,0.12549999356269834,-0.007900014519691441,-0.013420000672340391,0.18279998004436496,2.0,2.0,0.07174498960375787
05-22,0.18279998004436496,-0.007900014519691441,-0.013420000672340391,0.15989997982978826,2.0,2.0,0.08034498617053035
05-23,0.15989997982978826,-0.007900014519691441,-0.013420000672340391,0.13661998510360715,2.0,2.0,0.06879998743534088
05-24,0.13661998510360715,-0.006800010800361606,-0.013420000672340391,0.13999998569488528,2.0,2.0,0.0640999898314476
05-25,0.13999998569488528,-0.006800010800361606,-0.02286999672651291,0.13999998569488528,2.0,2.0,0.06258249096572402
05-26,0.13999998569488528,0.021499991416931152,-0.02286999672651291,0.13999998569488528,3.0,1.0,0.0696574915200472
05-27,0.13999998569488528,0.02329999208450317,-0.02286999672651291,0.1304000020027161,3.0,1.0,0.06770749576389791
05-28,0.1304000020027161,0.02329999208450317,-0.02286999672651291,0.12199997901916508,3.0,1.0,0.06320749409496786
05-29,0.12199997901916508,0.02329999208450317,-0.02286999672651291,0.1659999936819077,3.0,1.0,0.07210749201476578
05-30,0.1659999936819077,0.02329999208450317,-0.02286999672651291,0.06653998792171481,3.0,1.0,0.0582424942404032
05-31,0.06653998792171481,0.02329999208450317,-0.02286999672651291,0.1409999877214432,3.0,1.0,0.05199249275028707
06-01,0.1409999877214432,0.022599995136261014,-0.02286999672651291,0.1409999877214432,3.0,1.0,0.07043249346315864
06-02,0.1409999877214432,0.0067999958992004395,-0.02286999672651291,0.1499999910593033,3.0,1.0,0.06873249448835851
06-03,0.1499999910593033,0.0067999958992004395,-0.02286999672651291,0.17885999381542206,3.0,1.0,0.07819749601185322
06-04,0.17885999381542206,0.0067999958992004395,-0.02286999672651291,0.1599999964237213,3.0,1.0,0.08069749735295773
06-05,0.1599999964237213,0.0067999958992004395,-0.02286999672651291,0.22787000238895425,3.0,1.0,0.09294999949634077
06-06,0.22787000238895425,0.0067999958992004395,-0.02286999672651291,0.1335000097751617,3.0,1.0,0.08632500283420086
06-07,0.1335000097751617,-0.03540000319480896,-0.006099998950958252,0.07910001277923577,2.0,2.0,0.04277500510215757
06-08,0.07910001277923577,-0.03540000319480896,-0.006099998950958252,0.07910001277923577,2.0,2.0,0.02917500585317609
06-09,0.07910001277923577,0.003200009465217591,-0.006099998950958252,0.12610000371932978,3.0,1.0,0.05057500675320623
06-10,0.12610000371932978,0.003200009465217591,-0.006099998950958252,0.14719998836517334,3.0,1.0,0.06760000064969061
06-11,0.14719998836517334,0.003200009465217591,-0.006099998950958252,0.1679999828338623,3.0,1.0,0.07807499542832375
06-12,0.1679999828338623,0.003200009465217591,0.010200001299381256,0.13139998912811285,4.0,0.0,0.0781999956816435
06-13,0.13139998912811285,-0.010200008749961851,0.012900002300739288,0.1390000134706497,3.0,1.0,0.06827499903738499
06-14,0.1390000134706497,-0.019600003957748413,0.012900002300739288,0.14284001290798184,3.0,1.0,0.0687850061804056
06-15,0.14284001290798184,-0.010600000619888306,0.012900002300739288,0.14284001290798184,3.0,1.0,0.07199500687420367
06-16,0.14284001290798184,-0.006000012159347534,0.012900002300739288,0.14284001290798184,3.0,1.0,0.07314500398933886
06-17,0.14284001290798184,-0.006000012159347534,0.012900002300739288,0.1987999975681305,3.0,1.0,0.08713500015437603
06-18,0.1987999975681305,-0.006000012159347534,0.05389999970793724,0.21702998876571647,3.0,1.0,0.1159324934706092
06-19,0.21702998876571647,-0.006000012159347534,0.043460000306367874,0.2183499932289124,3.0,1.0,0.11820999253541233
06-20,0.2183499932289124,0.0021999925374984733,0.043460000306367874,0.18642000854015348,4.0,0.0,0.11260749865323305
06-21,0.18642000854015348,0.005300000309944153,0.043460000306367874,0.15809999406337735,4.0,0.0,0.09832000080496073
06-22,0.15809999406337735,-0.0004999935626983644,0.043460000306367874,0.15809999406337735,3.0,1.0,0.08978999871760605
06-23,0.15809999406337735,-0.0004999935626983644,0.043460000306367874,0.15924999117851255,3.0,1.0,0.09007749799638984
06-24,0.15924999117851255,-0.0004999935626983644,0.043460000306367874,0.16905999183654785,3.0,1.0,0.09281749743968247
06-25,0.16905999183654785,-0.0004999935626983644,0.043460000306367874,0.13089001178741455,3.0,1.0,0.08572750259190798
06-26,0.13089001178741455,-0.0007999986410140991,0.01780000329017639,0.12690000236034396,3.0,1.0,0.0686975046992302
06-27,0.12690000236034396,-0.03959999978542328,0.01780000329017639,0.11149999499320984,3.0,1.0,0.05415000021457673
06-28,0.11149999499320984,-0.0094999969005585,0.01780000329017639,0.14100000262260434,3.0,1.0,0.06520000100135802
06-29,0.14100000262260434,-0.020799994468688958,0.01780000329017639,0.14100000262260434,3.0,1.0,0.06975000351667404
06-30,0.14100000262260434,-0.020799994468688958,0.01780000329017639,0.1380000114440918,3.0,1.0,0.0690000057220459
07-01,0.1380000114440918,-0.020799994468688958,0.01780000329017639,0.11700001358985901,3.0,1.0,0.06300000846385956
07-02,0.11700001358985901,-0.020799994468688958,0.01780000329017639,0.10293000936508168,3.0,1.0,0.05423250794410703
07-03,0.10293000936508168,-0.024700000882148743,0.01780000329017639,0.1099999845027924,3.0,1.0,0.051507499068975435
07-05,0.1099999845027924,-0.03029999136924746,0.01780000329017639,0.10074999928474432,3.0,1.0,0.04956249892711642
07-06,0.10074999928474432,-0.03029999136924746,0.01780000329017639,0.10074999928474432,3.0,1.0,0.04725000262260439
07-07,0.10074999928474432,-0.03029999136924746,0.01780000329017639,0.09825000166893012,3.0,1.0,0.04662500321865084
07-08,0.09825000166893012,-0.03029999136924746,0.01780000329017639,0.08799999952316279,3.0,1.0,0.043437503278255456
07-09,0.08799999952316279,-0.03029999136924746,0.01780000329017639,0.1000599861145019,3.0,1.0,0.0438899993896484
07-10,0.1000599861145019,-0.03029999136924746,0.01780000329017639,0.09520000219345093,3.0,1.0,0.04569000005722044
07-11,0.09520000219345093,-0.03700000047683717,0.01780000329017639,0.09130001068115234,3.0,1.0,0.041825003921985626
07-12,0.09130001068115234,-0.008799999952316284,0.01780000329017639,0.08000001311302185,3.0,1.0,0.045075006783008575
07-13,0.08000001311302185,-0.008799999952316284,0.01780000329017639,0.08000001311302185,3.0,1.0,0.04225000739097595
07-14,0.08000001311302185,-0.008799999952316284,0.01780000329017639,0.08700001239776611,3.0,1.0,0.04400000721216202
07-15,0.08700001239776611,-0.008799999952316284,0.01780000329017639,0.10700002312660216,3.0,1.0,0.0507500097155571
07-16,0.10700002312660216,-0.008799999952316284,0.01780000329017639,0.10135000944137572,3.0,1.0,0.0543375089764595
07-17,0.10135000944137572,-0.007799997925758363,0.01780000329017639,0.09961000084877014,3.0,1.0,0.052740003913640976
07-18,0.09961000084877014,-0.03577999770641327,0.018169999122619632,0.08140000700950623,3.0,1.0,0.04085000231862068
07-19,0.08140000700950623,-0.03737999498844147,0.018169999122619632,0.06999999284744263,3.0,1.0,0.033047500997781754
07-20,0.06999999284744263,-0.03737999498844147,0.018169999122619632,0.06999999284744263,3.0,1.0,0.03019749745726585
07-21,0.06999999284744263,-0.03627999126911166,0.018169999122619632,0.07999998331069941,3.0,1.0,0.0329724960029125
07-22,0.07999998331069941,-0.049789994955062894,0.018169999122619632,0.03999999165534979,3.0,1.0,0.022094994783401482
07-23,0.03999999165534979,-0.049789994955062894,0.018169999122619632,0.03499999642372132,3.0,1.0,0.010844998061656959
07-24,0.03499999642372132,-0.04930000007152557,0.004270002245903015,-0.005600005388259889,2.0,2.0,-0.003907501697540283
07-25,-0.005600005388259889,-0.04930000007152557,0.004270002245903015,-0.01570001244544994,1.0,3.0,-0.016582503914833097
07-26,-0.01570001244544994,-0.07019999623298645,0.004270002245903015,-0.03369998931884771,1.0,3.0,-0.028832498937845275
07-27,-0.03369998931884771,-0.07019999623298645,0.01920000463724136,-0.03369998931884771,1.0,3.0,-0.029599992558360124
07-28,-0.03369998931884771,-0.07019999623298645,0.01920000463724136,-0.02135998010635381,1.0,3.0,-0.026514990255236653
07-29,-0.02135998010635381,-0.07019999623298645,0.01920000463724136,-0.019050002098083496,1.0,3.0,-0.0228524934500456
07-30,-0.019050002098083496,-0.07019999623298645,0.0028700008988380428,0.019499987363815245,2.0,2.0,-0.016720002517104163
07-31,0.019499987363815245,-0.07019999623298645,0.0028700008988380428,-0.021099984645843502,2.0,2.0,-0.017232498154044158
08-01,-0.021099984645843502,-0.07019999623298645,0.0028700008988380428,-0.05489999055862427,1.0,3.0,-0.035832492634654045
08-02,-0.05489999055862427,-0.07019999623298645,0.0028700008988380428,-0.06220999360084534,1.0,3.0,-0.0461099948734045
08-03,-0.06220999360084534,-0.07129999995231627,0.0028700008988380428,-0.06220999360084534,1.0,3.0,-0.04821249656379223
08-04,-0.06220999360084534,-0.07129999995231627,0.0028700008988380428,-0.03892999887466425,1.0,3.0,-0.042392497882246964
08-05,-0.03892999887466425,-0.07129999995231627,0.0028700008988380428,-0.0690000057220459,1.0,3.0,-0.0440900009125471
08-06,-0.0690000057220459,-0.07129999995231627,0.0028700008988380428,-0.047300010919570916,1.0,3.0,-0.046182503923773766
08-07,-0.047300010919570916,-0.07129999995231627,0.0028700008988380428,-0.051899999380111694,1.0,3.0,-0.04190750233829022
08-08,-0.051899999380111694,-0.0731000006198883,0.0028700008988380428,-0.11315000057220465,1.0,3.0,-0.05881999991834165
08-09,-0.11315000057220465,-0.05499999970197676,0.0028700008988380428,-0.0729999840259552,1.0,3.0,-0.05956999585032465
08-10,-0.0729999840259552,-0.07399999350309372,0.0028700008988380428,-0.0729999840259552,1.0,3.0,-0.05428249016404152
08-11,-0.0729999840259552,-0.07399999350309372,0.0028700008988380428,-0.0195399820804596,1.0,3.0,-0.04091748967766762
08-12,-0.0195399820804596,-0.07399999350309372,0.0028700008988380428,-0.08499997854232794,1.0,3.0,-0.0439174883067608
08-13,-0.08499997854232794,-0.07399999350309372,0.0028700008988380428,-0.11636000871658325,1.0,3.0,-0.06812249496579173
08-14,-0.11636000871658325,-0.07399999350309372,0.0028700008988380428,-0.14999997615814206,1.0,3.0,-0.08437249436974524
08-15,-0.14999997615814206,-0.07399999350309372,0.0028700008988380428,-0.21908998489379888,1.0,3.0,-0.11005498841404916
08-16,-0.21908998489379888,-0.07699999958276749,0.007869996130466461,-0.22404998540878304,1.0,3.0,-0.12806749343872073
08-17,-0.22404998540878304,-0.03420000523328781,-0.008900001645088196,-0.22404998540878304,0.0,4.0,-0.12279999442398552
08-18,-0.22404998540878304,-0.019900001585483558,-0.008900001645088196,-0.20719999074935908,0.0,4.0,-0.11501249484717845
08-19,-0.20719999074935908,-0.019900001585483558,-0.008900001645088196,-0.16610001027584068,0.0,4.0,-0.10052500106394288
08-20,-0.16610001027584068,-0.019900001585483558,-0.008900001645088196,-0.1917099952697754,0.0,4.0,-0.09665250219404696
08-21,-0.1917099952697754,-0.06230000406503679,-0.008900001645088196,-0.20369999110698708,0.0,4.0,-0.11665249802172188
08-22,-0.20369999110698708,-0.06230000406503679,-0.008900001645088196,-0.1666999906301498,0.0,4.0,-0.11039999686181548
08-23,-0.1666999906301498,-0.06300000101327896,-0.02890000119805337,-0.15824998915195462,0.0,4.0,-0.1042124954983592
08-24,-0.15824998915195462,-0.0536000058054924,-0.02890000119805337,-0.15824998915195462,0.0,4.0,-0.09974999632686377
08-25,-0.15824998915195462,-0.06260000914335251,-0.02890000119805337,-0.1305500119924545,0.0,4.0,-0.09507500287145376
08-26,-0.1305500119924545,-0.06260000914335251,-0.02890000119805337,-0.09734001755714417,0.0,4.0,-0.07984750997275114
