,2019,2020,ups,downs,avg
03-16,0.0,0.0,0.0,2.0,0.0
03-17,0.0,0.0,0.0,2.0,0.0
03-18,0.0,0.0,0.0,2.0,0.0
03-19,0.0,0.0,0.0,2.0,0.0
03-20,0.0,0.0,0.0,2.0,0.0
03-21,0.0,0.0,0.0,2.0,0.0
03-22,0.0,0.0,0.0,2.0,0.0
03-23,0.0,0.0,0.0,2.0,0.0
03-24,0.0,0.0,0.0,2.0,0.0
03-25,0.0,0.0,0.0,2.0,0.0
03-26,0.0,0.0,0.0,2.0,0.0
03-27,0.0,0.0,0.0,2.0,0.0
03-28,0.0,0.0,0.0,2.0,0.0
03-29,0.0,-9.919498443603525,0.0,2.0,-4.959749221801762
03-30,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
03-31,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-01,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-02,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-03,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-04,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-05,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-06,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-07,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-08,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-09,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-10,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-11,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-12,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-13,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-14,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-15,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-16,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-17,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-18,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-20,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-21,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-22,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-23,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-24,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-25,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-26,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-27,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-28,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-29,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
04-30,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-01,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-02,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-03,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-04,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-05,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-06,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-07,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-08,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-09,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-10,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-11,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-12,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-13,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-14,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-15,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-16,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-17,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-18,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-19,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-20,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-21,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-22,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-23,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-24,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-26,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-27,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-28,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-29,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-30,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
05-31,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-01,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-02,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-03,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-04,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-05,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-06,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-07,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-08,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-09,12.198699951171868,-9.919498443603525,1.0,1.0,1.1396007537841726
06-10,12.198699951171868,0.0,1.0,1.0,6.099349975585934
06-11,0.0,0.0,0.0,2.0,0.0
06-12,0.0,0.0,0.0,2.0,0.0
06-13,0.0,0.0,0.0,2.0,0.0
06-14,0.0,0.0,0.0,2.0,0.0
06-15,0.0,0.0,0.0,2.0,0.0
06-16,0.0,0.0,0.0,2.0,0.0
06-17,0.0,0.0,0.0,2.0,0.0
06-18,0.0,0.0,0.0,2.0,0.0
06-19,0.0,0.0,0.0,2.0,0.0
06-20,0.0,0.0,0.0,2.0,0.0
06-21,0.0,0.0,0.0,2.0,0.0
06-22,0.0,0.0,0.0,2.0,0.0
06-23,0.0,0.0,0.0,2.0,0.0
06-24,0.0,0.0,0.0,2.0,0.0
06-25,0.0,0.0,0.0,2.0,0.0
06-26,0.0,0.0,0.0,2.0,0.0
06-27,0.0,0.0,0.0,2.0,0.0
06-28,0.0,0.0,0.0,2.0,0.0
06-29,0.0,0.0,0.0,2.0,0.0
06-30,0.0,0.0,0.0,2.0,0.0
07-01,0.0,0.0,0.0,2.0,0.0
07-02,0.0,0.0,0.0,2.0,0.0
07-03,0.0,0.0,0.0,2.0,0.0
07-05,0.0,0.0,0.0,2.0,0.0
07-06,0.0,0.0,0.0,2.0,0.0
07-07,0.0,0.0,0.0,2.0,0.0
07-08,0.0,0.0,0.0,2.0,0.0
07-09,0.0,0.0,0.0,2.0,0.0
07-10,0.0,0.0,0.0,2.0,0.0
07-11,0.0,0.0,0.0,2.0,0.0
07-12,0.0,0.0,0.0,2.0,0.0
07-13,0.0,0.0,0.0,2.0,0.0
07-14,0.0,0.0,0.0,2.0,0.0
07-15,0.0,0.0,0.0,2.0,0.0
07-16,0.0,0.0,0.0,2.0,0.0
07-17,0.0,0.0,0.0,2.0,0.0
07-18,0.0,0.0,0.0,2.0,0.0
07-19,0.0,0.0,0.0,2.0,0.0
07-20,0.0,0.0,0.0,2.0,0.0
07-21,0.0,0.0,0.0,2.0,0.0
07-22,0.0,0.0,0.0,2.0,0.0
07-23,0.0,0.0,0.0,2.0,0.0
07-24,0.0,0.0,0.0,2.0,0.0
07-25,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-26,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-27,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-28,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-29,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-30,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
07-31,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-01,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-02,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-03,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-04,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-05,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-06,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-07,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-08,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-09,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-10,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-11,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-12,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-13,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-14,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-15,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-16,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-17,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-18,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-19,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-20,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-21,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-22,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-23,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-24,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-25,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-26,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-27,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-28,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-29,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-30,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
08-31,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-01,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-02,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-03,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-04,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-05,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-06,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-08,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-09,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-10,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-11,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-12,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-13,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-14,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-15,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-16,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-17,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-18,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-19,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-20,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-21,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-22,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-23,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-24,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-25,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-26,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-27,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-28,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-29,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
09-30,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-01,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-02,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-03,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-04,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-05,0.0,-4.301101684570305,0.0,2.0,-2.1505508422851527
10-06,0.0,0.0,0.0,2.0,0.0
10-07,0.0,0.0,0.0,2.0,0.0
10-08,0.0,0.0,0.0,2.0,0.0
10-09,0.0,0.0,0.0,2.0,0.0
10-10,0.0,0.0,0.0,2.0,0.0
10-11,0.0,0.0,0.0,2.0,0.0
10-12,0.0,0.0,0.0,2.0,0.0
10-13,0.0,0.0,0.0,2.0,0.0
10-14,0.0,0.0,0.0,2.0,0.0
10-15,0.0,0.0,0.0,2.0,0.0
10-16,0.0,0.0,0.0,2.0,0.0
10-17,0.0,0.0,0.0,2.0,0.0
10-18,0.0,0.0,0.0,2.0,0.0
10-19,0.0,0.0,0.0,2.0,0.0
10-20,0.0,0.0,0.0,2.0,0.0
10-21,0.0,0.0,0.0,2.0,0.0
10-22,0.0,0.0,0.0,2.0,0.0
10-23,0.0,0.0,0.0,2.0,0.0
10-24,0.0,0.0,0.0,2.0,0.0
10-25,0.0,0.0,0.0,2.0,0.0
10-26,0.0,0.0,0.0,2.0,0.0
10-27,0.0,0.0,0.0,2.0,0.0
10-28,0.0,0.0,0.0,2.0,0.0
10-29,0.0,0.0,0.0,2.0,0.0
10-30,0.0,0.0,0.0,2.0,0.0
10-31,0.0,0.0,0.0,2.0,0.0
11-01,0.0,0.0,0.0,2.0,0.0
11-02,0.0,0.0,0.0,2.0,0.0
11-03,0.0,0.0,0.0,2.0,0.0
11-04,0.0,0.0,0.0,2.0,0.0
11-05,0.0,0.0,0.0,2.0,0.0
11-06,0.0,0.0,0.0,2.0,0.0
11-07,0.0,0.0,0.0,2.0,0.0
11-08,0.0,0.0,0.0,2.0,0.0
11-09,0.0,0.0,0.0,2.0,0.0
11-10,0.0,0.0,0.0,2.0,0.0
11-11,0.0,0.0,0.0,2.0,0.0
11-12,0.0,0.0,0.0,2.0,0.0
11-13,0.0,0.0,0.0,2.0,0.0
11-14,0.0,0.0,0.0,2.0,0.0
11-15,0.0,0.0,0.0,2.0,0.0
11-18,0.0,0.0,0.0,2.0,0.0
11-19,0.0,0.0,0.0,2.0,0.0
11-20,0.0,0.0,0.0,2.0,0.0
11-21,0.0,0.0,0.0,2.0,0.0
11-22,0.0,0.0,0.0,2.0,0.0
11-25,0.0,0.0,0.0,2.0,0.0
11-26,0.0,0.0,0.0,2.0,0.0
11-27,0.0,0.0,0.0,2.0,0.0
11-29,0.0,0.0,0.0,2.0,0.0
12-02,0.0,0.0,0.0,2.0,0.0
12-03,0.0,0.0,0.0,2.0,0.0
12-04,0.0,0.0,0.0,2.0,0.0
12-05,0.0,0.0,0.0,2.0,0.0
12-06,0.0,0.0,0.0,2.0,0.0
12-09,0.0,0.0,0.0,2.0,0.0
12-10,0.0,0.0,0.0,2.0,0.0
12-11,0.0,0.0,0.0,2.0,0.0
12-12,0.0,0.0,0.0,2.0,0.0
12-13,0.0,0.0,0.0,2.0,0.0
12-16,0.0,0.0,0.0,2.0,0.0
12-17,0.0,0.0,0.0,2.0,0.0
12-18,0.0,0.0,0.0,2.0,0.0
12-19,0.0,0.0,0.0,2.0,0.0
12-20,0.0,0.0,0.0,2.0,0.0
12-23,0.0,0.0,0.0,2.0,0.0
12-24,0.0,0.0,0.0,2.0,0.0
12-26,0.0,0.0,0.0,2.0,0.0
12-27,0.0,0.0,0.0,2.0,0.0
12-30,0.0,0.0,0.0,2.0,0.0
12-31,0.0,0.0,0.0,2.0,0.0
