,2015,2016,2017,2018,2019,2020,ups,downs,avg
02-16,-644.0,-1040.0,-734.8000030517578,-1.6500005722045898,1.4699997901916504,-0.33299997448921204,1.0,5.0,-403.2188339680432
02-17,-644.0,-1000.0,-729.1999969482422,-0.39999961853027344,1.2300000190734863,-0.33299997448921204,1.0,5.0,-395.4504994203647
02-18,-368.0,-1376.0,-733.1999969482422,-1.0,1.2300000190734863,-0.33299997448921204,1.0,5.0,-412.8838328172763
02-19,264.0,-1656.0,-732.0,-1.0,1.2300000190734863,-0.3740000128746033,2.0,4.0,-354.02399999896693
02-20,100.0,-1004.0,-732.0,-1.0,1.1500000953674316,-0.3489999771118164,2.0,4.0,-272.6998333136241
02-21,20.0,-1068.0,-732.0,-2.4700002670288086,1.8699998855590816,-0.3760000169277191,2.0,4.0,-296.82933339973283
02-22,-64.0,-1068.0,-680.3999938964844,-1.6000003814697266,2.8799996376037598,-0.3530000150203705,1.0,5.0,-301.9121657758951
02-23,-64.0,-844.0,-724.0,0.5,2.059999942779541,-0.3420000076293945,2.0,4.0,-271.6303333441417
02-24,-396.0,-1008.0,-729.1999969482422,-1.0500001907348633,2.34000015258789,-0.3420000076293945,1.0,5.0,-355.37533283233637
02-25,-308.0,-1688.0,-805.1999969482422,-1.0999994277954102,2.34000015258789,-0.29899996519088745,1.0,5.0,-466.7098326981068
02-26,-284.0,-1120.0,-817.6000061035156,-1.0999994277954102,1.670000076293945,-0.26499998569488525,1.0,5.0,-370.21583424011874
02-27,0.0,-1272.0,-817.6000061035156,0.10000038146972656,-0.3899998664855957,-0.18299999833106995,1.0,5.0,-348.3455009311437
02-28,78.0,-1424.0,-857.6000061035156,1.3999996185302734,-0.7400002479553223,-0.28600001335144043,2.0,4.0,-367.2043344577152
02-29,0.0,-1424.0,0.0,0.0,0.0,-0.2710000276565552,0.0,2.0,-237.37850000460946
03-01,64.0,-1620.0,-957.1999969482422,1.5,-1.5300002098083496,-0.273000031709671,2.0,4.0,-418.9171661982934
03-02,64.0,-1020.0,-920.0,-0.39999961853027344,-1.690000057220459,-0.273000031709671,1.0,5.0,-313.06049995124334
03-03,108.0,-736.0,-960.0,-0.5999994277954102,-1.6800003051757812,-0.2709999978542328,1.0,5.0,-265.0918332884709
03-04,172.0,-936.0,-876.3999938964844,0.0,-1.6800003051757812,-0.2949999868869781,1.0,5.0,-273.7291656980912
03-05,158.0,-740.0,-891.1999969482422,0.0,-0.6800003051757812,-0.37800002098083496,1.0,5.0,-245.70966621239984
03-06,344.0,-852.0,-891.1999969482422,0.09999942779541016,-1.0099997520446775,-0.2309999763965607,2.0,4.0,-233.390166208148
03-07,528.0,-852.0,-681.1999969482423,0.19999980926513672,-1.4000000953674316,-0.16399997472763062,2.0,4.0,-167.76066620151198
03-08,480.0,-688.0,-667.6000061035156,-0.19999980926513672,-1.119999885559082,-0.11899998784065248,1.0,5.0,-146.1731676310301
03-09,480.0,-384.0,-684.8000030517577,0.4499998092651367,-1.6500000953674316,-0.11899998784065248,2.0,4.0,-98.35316722095013
03-10,540.0,-264.0,-670.0,0.0,-1.700000286102295,-0.11300000548362732,1.0,5.0,-65.96883338193099
03-11,540.0,148.0,-674.3999938964844,9.399999618530273,-1.700000286102295,-0.08199998736381531,3.0,3.0,3.536334241429965
03-12,416.0,460.0,-676.0,9.399999618530273,-1.8000001907348633,-0.011999994516372679,3.0,3.0,34.597999905546516
03-13,396.0,544.0,-676.0,9.499999046325684,-1.7899999618530271,-0.04000002145767212,3.0,3.0,45.27833317716917
03-14,364.0,544.0,-676.0,10.59999942779541,-2.550000190734864,-0.07199999690055847,3.0,3.0,39.99633320669333
03-15,316.0,1256.0,-696.0,8.500000953674316,-4.34999942779541,-0.08500000834465027,3.0,3.0,146.6775002529224
03-16,316.0,1104.0,-696.0,8.200000762939451,-5.9000000953674325,-0.08500000834465027,3.0,3.0,121.03583344320455
03-17,292.0,976.0,-652.0,5.399999618530273,-5.860000133514402,-0.06499999761581421,3.0,3.0,102.57916658123337
03-18,128.0,948.0,-582.0,3.700000762939453,-5.860000133514402,0.08000001311302185,4.0,2.0,81.98666677375634
03-19,272.0,1104.0,-547.6000061035156,3.700000762939453,-5.660000324249268,0.020999997854232788,4.0,2.0,137.7434990555048
03-20,900.0,1104.0,-547.6000061035156,6.200000762939452,-4.589999675750732,-0.009999990463256836,3.0,3.0,242.99999916553497
03-21,684.0,1104.0,-487.6000061035156,5.25,-4.099999904632568,-0.01500001549720764,3.0,3.0,216.92249899605912
03-22,688.0,1024.0,-465.6000061035156,4.5,-3.5600004196166988,-0.0040000081062316895,3.0,3.0,207.8893322447936
03-23,688.0,900.0,-460.0,5.25,-3.270000457763672,-0.0040000081062316895,3.0,3.0,188.3293332556884
03-24,468.0,840.0,-472.0,4.5,-3.4900002479553223,-0.02900001406669617,3.0,3.0,139.496833289663
03-25,588.0,916.0,-480.8000030517578,3.59999942779541,-3.4900002479553223,-0.03700000047683717,3.0,3.0,170.5454993546009
03-26,406.0,1000.0,-490.0,3.59999942779541,-3.429999828338623,-0.02500000596046448,3.0,3.0,152.69083326558268
03-27,538.0,972.0,-490.0,3.8999996185302734,-4.1600003242492685,0.02500000596046448,4.0,2.0,169.9608332167069
03-28,396.0,972.0,-490.0,4.199999809265137,-4.349999904632568,0.20099997520446772,4.0,2.0,146.34183331330618
03-29,444.0,1028.0,-552.0,3.40000057220459,-4.580000400543213,0.08099997043609619,4.0,2.0,153.1501666903496
03-30,444.0,864.0,-616.0,5.699999809265138,-5.270000457763672,0.08099997043609619,4.0,2.0,115.4184998869896
03-31,564.0,456.0,-606.3999938964844,5.800000190734862,-5.6100006103515625,0.10499998927116394,4.0,2.0,68.98250094552834
04-01,608.0,88.0,-544.3999938964844,5.199999809265137,-5.6100006103515625,0.02199998497962952,4.0,2.0,25.20200088123481
04-02,292.0,320.0,-547.1999969482422,5.199999809265137,-5.340000152587892,0.010999977588653564,4.0,2.0,10.778500447670616
04-03,480.0,524.0,-547.1999969482422,5.299999237060547,-5.069999694824219,-0.013999998569488524,3.0,3.0,76.16933376590411
04-04,276.0,524.0,-527.1999969482422,4.799999237060547,-4.889999866485597,-0.04399999976158142,3.0,3.0,45.444333737095214
04-05,328.0,456.0,-528.0,4.90000057220459,-5.0,-0.0949999988079071,3.0,3.0,42.63416676223278
04-06,328.0,236.0,-471.6000061035156,4.300000190734863,-4.619999885559082,-0.0949999988079071,3.0,3.0,15.330832367142046
04-07,268.0,-364.0,-408.3999938964844,4.59999942779541,-4.589999675750732,-0.11399999260902405,2.0,4.0,-84.08399902284145
04-08,128.0,-228.0,-468.8000030517578,4.199999809265137,-4.589999675750732,-0.05199998617172241,2.0,4.0,-94.87366715073586
04-09,184.0,-272.0,-461.6000061035156,4.199999809265137,-4.539999485015869,-0.02500000596046448,2.0,4.0,-91.6608342975378
04-10,-44.0,-68.0,-461.6000061035156,3.1000003814697266,-3.740000247955322,-0.0059999823570251465,1.0,5.0,-95.70766765872636
04-11,232.0,-68.0,-61.60000610351562,3.799999237060547,-2.9700002670288086,-0.018000006675720215,2.0,4.0,17.2019988099734
04-12,508.0,-84.0,-35.59999084472656,3.5,-3.4100000858306885,-0.11800000071525575,2.0,4.0,64.72866817812125
04-13,508.0,-620.0,-78.80000305175781,3.6100006103515625,-3.18999981880188,-0.11800000071525575,2.0,4.0,-31.74966704348723
04-14,332.0,-624.0,-99.60000610351562,5.600000381469727,-3.359999895095825,-0.11000001430511476,2.0,4.0,-64.91166760524113
04-15,500.0,-604.0,-104.0,4.899999618530273,-3.359999895095825,-0.12999999523162842,2.0,4.0,-34.431666711966194
04-16,334.39990234375,-264.0,-100.0,4.899999618530273,-2.629999876022339,-0.14900001883506775,2.0,4.0,-4.5798496554295225
04-17,292.0,-180.0,-100.0,5.300000190734863,-3.2900002002716064,-0.11399999260902405,2.0,4.0,2.315999999642372
04-18,544.0,-180.0,-74.0,4.90000057220459,-2.8500001430511475,-0.09000000357627869,2.0,4.0,48.66000007092953
04-19,544.0,-116.0,-78.39999389648438,3.5000009536743164,-2.2199997901916504,-0.09000000357627869,2.0,4.0,58.46500121057034
04-20,544.0,112.0,-72.0,4.100000381469728,-2.2199997901916504,-0.09000000357627869,3.0,3.0,97.63166676461695
04-21,594.0,12.0,-52.0,5.19999885559082,-2.3399999141693115,-0.08500000834465027,3.0,3.0,92.7958331555128
04-22,636.0,72.0,-39.600006103515625,4.69999885559082,-2.3399999141693115,-0.05799999833106995,3.0,3.0,111.78366547326249
04-23,584.0,-316.0,-41.600006103515625,4.69999885559082,-2.450000047683716,-0.07700002193450928,2.0,4.0,38.09549878040949
04-24,480.0,-408.0,-41.600006103515625,4.999999046325684,-3.879999876022339,-0.02300000190734864,2.0,4.0,5.2494988441467285
04-25,412.0,-408.0,-46.80000305175781,5.299999237060547,-3.419999837875366,0.004999995231628418,3.0,3.0,-6.8191672762234985
04-26,344.0,-312.0,-35.19999694824219,5.399999618530273,-3.080000162124634,-0.0020000040531158447,2.0,4.0,-0.14699958264827728
04-27,344.0,-352.0,26.80000305175781,4.949999809265137,-3.379999876022339,-0.0020000040531158447,3.0,3.0,3.3946671634912486
04-28,604.0,-428.0,-25.19999694824219,4.350000381469728,-3.4500000476837163,0.050999999046325684,3.0,3.0,25.291833897431694
04-29,512.0,-40.0,-47.19999694824219,4.15000057220459,-3.4500000476837163,0.057000011205673225,3.0,3.0,70.92616726458074
04-30,768.0,-428.0,-54.80000305175781,4.15000057220459,-3.220000028610228,0.0559999942779541,3.0,3.0,47.697666247685746
05-01,840.0,-2244.0,-54.80000305175781,1.1999998092651367,-2.9900002479553223,0.028999984264373783,3.0,3.0,-243.4268339176973
05-02,820.0,-2244.0,-50.80000305175781,0.8000001907348633,-2.980000257492065,0.01600000262260437,3.0,3.0,-246.1606671859821
05-03,744.0,-2508.0,-44.0,1.9099998474121087,-3.6800000667572017,0.02500000596046448,3.0,3.0,-301.62416670223075
05-04,744.0,-2604.0,-58.40000915527344,1.270000457763672,-4.43999981880188,0.02500000596046448,3.0,3.0,-320.2575014183919
05-05,724.0,-2720.0,-8.800003051757812,0.0,-4.519999742507935,0.02500000596046448,2.0,4.0,-334.8825004647176
05-06,828.0,-2396.0,-13.199996948242188,-0.19999980926513672,-4.519999742507935,0.018999993801116943,2.0,4.0,-264.3168327510357
05-07,564.0,-2748.0,12.800003051757812,-0.19999980926513672,-3.999999761581421,0.046999990940094,3.0,3.0,-362.55883275469137
05-08,860.0,-2776.0,12.800003051757812,0.6500005722045898,-4.5299999713897705,0.10700002312660216,4.0,2.0,-317.82883272071683
05-09,768.0,-2776.0,28.80000305175781,1.6999998092651367,-3.630000114440918,0.11100000143051147,4.0,2.0,-330.16983287533117
05-10,900.0,-2380.0,42.0,1.3000001907348633,-3.619999885559082,0.08000001311302185,4.0,2.0,-240.03999994695187
05-11,900.0,-2240.0,41.19999694824219,1.6500005722045898,-3.28499972820282,0.08000001311302185,4.0,2.0,-216.72583369910717
05-12,906.0,-1916.0,39.19999694824219,1.1999998092651367,-3.1999998092651367,0.09300002455711363,4.0,2.0,-162.11783383786678
05-13,864.0,-2248.0,40.399993896484375,1.5,-3.1999998092651367,0.1080000102519989,4.0,2.0,-224.1986676504215
05-14,696.0,-2252.0,36.80000305175781,1.5,-3.070000171661377,0.12299999594688416,4.0,2.0,-253.44116618732608
05-15,834.0,-2236.0,36.80000305175781,1.3999996185302734,-3.0199999809265137,0.13999998569488525,4.0,2.0,-227.77999955415729
05-16,916.0,-2236.0,23.19999694824219,0.5,-2.5400002002716064,0.17899999022483826,4.0,2.0,-216.44350054363412
05-17,1208.0,-2380.0,25.19999694824219,0.6000003814697266,-2.799999713897705,0.13099998235702515,4.0,2.0,-191.47816706697142
05-18,1208.0,-2356.0,31.600006103515625,0.3000001907348633,-2.7900002002716064,0.13099998235702515,4.0,2.0,-186.4598323206107
05-19,1164.0,-2472.0,28.80000305175781,-0.09999942779541016,-2.81000018119812,0.13399997353553772,3.0,3.0,-213.66266609728336
05-20,1544.0,-2732.0,30.39999389648437,0.15000057220458984,-2.81000018119812,0.1419999897480011,4.0,2.0,-193.35300095379355
05-21,1888.0,-2832.0,34.0,0.15000057220458984,-2.549999952316284,0.08700001239776611,4.0,2.0,-152.05216656128562
05-22,1908.0,-2920.0,34.0,0.7000007629394531,-2.779999852180481,0.21700003743171686,4.0,2.0,-163.31049984196818
05-23,1744.0,-2920.0,38.399993896484375,-8.399999618530272,-2.829999804496765,0.1290000081062317,3.0,3.0,-191.4501675864061
05-24,1736.0,-2900.0,37.19999694824219,-7.30000114440918,-2.8500001430511475,0.18199998140335089,3.0,3.0,-189.46133405963585
05-25,1736.0,-2964.0,40.80000305175781,-7.700000762939452,-3.1599998474121094,0.18199998140335089,3.0,3.0,-199.64633292953167
05-26,1736.0,-2704.0,38.0,-6.8999996185302725,-2.799999952316284,0.18199998140335089,3.0,3.0,-156.58633326490718
05-27,1912.0,-2708.0,2.8000030517578125,-6.799999237060548,-2.799999952316284,0.24400001764297485,3.0,3.0,-133.7593326866627
05-28,1684.0,-2628.0,-17.600006103515625,-6.799999237060548,-2.799999952316284,0.13300001621246338,2.0,4.0,-161.84450087944666
05-29,1708.0,-2660.0,-17.600006103515625,-6.799999237060548,-2.879999876022339,0.1879999935626984,2.0,4.0,-163.18200087050596
05-30,1628.0,-2660.0,-17.600006103515625,-5.600000381469727,-3.1100001335144043,0.15700000524520874,2.0,4.0,-176.35883443554246
05-31,1572.0,-2660.0,-99.59999084472656,-6.15000057220459,-3.4300000667572017,0.18000000715255735,2.0,4.0,-199.4999985794226
06-01,1572.0,-3008.0,-98.39999389648438,-4.199999809265137,-3.6100000143051134,0.18000000715255735,2.0,4.0,-257.0049989521504
06-02,1720.0,-3024.0,-92.0,-5.449999809265137,-3.6999999284744254,0.1860000193119049,2.0,4.0,-234.160666619738
06-03,1596.0,-2852.0,-56.80000305175781,-5.6499996185302725,-3.6999999284744254,0.17500001192092896,2.0,4.0,-220.3291670978069
06-04,1284.0,-2752.0,-56.0,-5.6499996185302725,-3.659999966621399,0.14500001072883606,2.0,4.0,-255.52749992907047
06-05,1366.0,-2644.0,-56.0,-5.0,-3.5100002288818364,0.2240000367164612,2.0,4.0,-223.71433336536086
06-06,1270.0,-2644.0,-47.19999694824219,-4.09999942779541,-3.3000000715255737,0.2239999771118164,2.0,4.0,-238.06266607840854
06-07,1234.0,-2728.0,-33.59999847412109,-4.199999809265137,-3.1800000667572017,0.19999998807907104,2.0,4.0,-255.79666639367736
06-08,1234.0,-2584.0,-32.0,-5.200000762939453,-3.3100000619888306,0.19999998807907104,2.0,4.0,-231.71833347280815
06-09,1212.0,-2736.0,-45.599998474121094,-5.399999618530273,-3.3100000619888306,0.04500001668930054,2.0,4.0,-263.04416635632515
06-10,996.0,-2552.0,-34.800003051757805,-5.59999942779541,-3.3100000619888306,0.09000003337860107,2.0,4.0,-266.6033337513606
06-11,596.0,-2424.0,-37.600006103515625,-5.59999942779541,-3.159999966621399,0.03200000524520874,2.0,4.0,-312.3880009154479
06-12,600.0,-2448.0,-37.600006103515625,-5.699999809265138,-3.359999775886536,0.018999993801116943,2.0,4.0,-315.77350094914436
06-13,652.0,-2448.0,-39.600006103515625,-4.699999809265137,-3.4499999284744263,0.07600003480911255,2.0,4.0,-307.279000967741
06-14,572.0,-2528.0,-34.0,-2.899999618530273,-3.3480000495910645,0.06599998474121094,2.0,4.0,-332.6969999472301
06-15,572.0,-2820.0,-32.0,-2.700000762939453,-3.589999794960022,0.06599998474121094,2.0,4.0,-381.0373334288597
06-16,776.0,-2908.0,-70.39999389648438,-1.3000001907348633,-3.599999785423279,0.06999996304512024,2.0,4.0,-367.87166565159964
06-17,748.0,-2640.0,-66.40000915527344,-1.3999996185302734,-3.599999785423279,0.09599998593330383,2.0,4.0,-327.2173347622156
06-18,1032.0,-2808.0,-69.60000610351561,-1.3999996185302734,-3.4799998998641968,0.12199997901916505,2.0,4.0,-308.3930009404818
06-19,952.0,-2872.0,-69.60000610351561,-1.7999992370605469,-3.5100001096725464,0.09500002861022948,2.0,4.0,-332.46916757027316
06-20,1228.0,-2872.0,-49.19999694824219,-1.3999996185302734,-3.419999957084656,0.06599998474121094,2.0,4.0,-282.9923327565193
06-21,1244.0,-2908.0,-56.39999389648438,-1.5999994277954102,-3.0599998235702515,0.05799999833106995,2.0,4.0,-287.5003321915865
06-22,1244.0,-3112.0,-65.60000610351561,-0.3000001907348633,-2.540000081062317,0.05799999833106995,2.0,4.0,-322.73033439616364
06-23,1200.0,-2932.0,-44.400001525878906,-0.1100006103515625,-2.5700000524520874,0.07000002264976501,2.0,4.0,-296.5016670276721
06-24,924.0,-3168.0,-54.79999542236328,0.1899986267089844,-2.5700000524520874,0.17000001668930054,3.0,3.0,-383.5016661385695
06-25,662.0,-2780.0,-53.99999237060547,0.1899986267089844,-2.3799999952316284,0.12999999523162842,3.0,3.0,-362.34333229064936
06-26,724.0,-2756.0,-53.99999237060547,-2.4000015258789062,-2.184999942779541,0.11100000143051147,2.0,4.0,-348.41233230630564
06-27,1172.0,-2756.0,-49.599998474121094,-2.0,-1.8899999856948853,0.11599999666213988,2.0,4.0,-272.89566641052556
06-28,608.0,-3028.0,-48.80000305175781,-1.6000003814697266,-1.8999999761581416,0.13099998235702515,2.0,4.0,-412.0281672378382
06-29,608.0,-3044.0,-42.0,-0.8000011444091797,-2.040000081062317,0.13099998235702515,2.0,4.0,-413.45150020718575
06-30,644.0,-3100.0,-56.0,-1.4999990463256836,-2.0500000715255737,0.11899998784065248,2.0,4.0,-419.23849985500175
07-01,480.0,-3040.0,-53.60000610351562,-1.6999988555908203,-2.0500000715255737,0.08399999141693115,2.0,4.0,-436.21100083986914
07-02,596.0,-2952.0,-74.0,-1.6999988555908203,-1.9299999475479128,0.033000022172927856,2.0,4.0,-405.5994997968276
07-03,340.0,-2884.0,-74.0,-1.1999988555908203,-1.6899999380111694,-0.006999999284744264,1.0,5.0,-436.8161664654811
07-05,296.0,-2884.0,-82.80000305175781,-2.9999990463256836,-1.8400000333786009,0.028999984264373783,2.0,4.0,-445.9351670245329
07-06,296.0,-2824.0,-103.5999984741211,-2.6999998092651367,-1.7399998903274536,0.028999984264373783,2.0,4.0,-439.3351663649082
07-07,328.0,-2744.0,-160.0,-2.899999618530273,-1.6899999380111694,0.028999984264373783,2.0,4.0,-430.09349992871284
07-08,472.0,-2736.0,-100.0,-2.6999998092651367,-1.6899999380111694,0.004999995231628418,2.0,4.0,-394.73083329200745
07-09,572.0,-2756.0,-102.4000015258789,-2.6999998092651367,-1.78000009059906,0.01299998164176941,2.0,4.0,-381.81116690735024
07-10,560.0,-2748.0,-102.4000015258789,-1.8000001907348633,-1.7899998426437378,-0.0020000040531158447,1.0,5.0,-382.33200026055175
07-11,384.0,-2748.0,-86.00000762939453,-1.0,-1.7699998617172241,-0.0020000040531158447,1.0,5.0,-408.79533458252746
07-12,600.0,-2728.0,-82.4000015258789,-0.8000001907348633,-1.7499998807907104,-0.028999984264373783,1.0,5.0,-368.8298335969448
07-13,600.0,-792.0,-89.19999694824219,-0.6099996566772461,-1.7100000381469729,-0.028999984264373783,1.0,5.0,-47.25816610455513
07-14,720.0,-596.0,-88.79999542236328,-0.1700000762939453,-1.790000021457672,-0.018999993801116943,1.0,5.0,5.536834081013996
07-15,988.0,-588.0,-103.1999969482422,-0.4700002670288086,-1.790000021457672,-0.01600000262260437,1.0,5.0,49.08733379344146
07-16,1040.0,-652.0,-3.1999969482421875,-0.4700002670288086,-1.8299999833107,-0.0040000081062316895,1.0,5.0,63.74933379888535
07-17,448.0,-724.0,-3.1999969482421875,-0.19999980926513672,-1.787000060081482,-0.0339999794960022,1.0,5.0,-46.87016613284746
07-18,436.0,-724.0,6.399993896484375,0.39999961853027344,-1.5600000619888306,-0.11100000143051147,3.0,3.0,-47.145167758067466
07-19,564.0,-708.0,-51.60000610351562,-1.1000003814697266,-1.5399999022483826,-0.11700001358985901,1.0,5.0,-33.059501066803925
07-20,564.0,-724.0,-52.39999389648438,-0.5,-1.3590000867843628,-0.11700001358985901,1.0,5.0,-35.729332332809776
07-21,556.0,-600.0,-63.19999694824219,-1.4499998092651367,-1.412000060081482,-0.11300000548362732,1.0,5.0,-18.362499470512073
07-22,408.0,-532.0,-79.19999694824219,-0.35000038146972656,-1.412000060081482,-0.08000001311302185,1.0,5.0,-34.17366623381773
07-23,828.0,-268.0,-63.19999694824219,-0.35000038146972656,-1.1770000457763672,-0.09999999403953552,1.0,5.0,82.52883377174538
07-24,944.0,-200.0,-63.19999694824219,0.0,-1.2499999403953552,-0.09000000357627869,1.0,5.0,113.24333385129768
07-25,768.0,-200.0,-64.39999389648439,-0.8999996185302734,-1.3039999008178709,-0.11499997973442078,1.0,5.0,83.5468344340722
07-26,780.0,-36.0,-61.60000610351562,-1.1899995803833008,-1.5499998927116394,-0.12099999189376832,1.0,5.0,113.25649907191591
07-27,780.0,-44.0,-52.80000305175781,-1.6999998092651367,-1.28600013256073,-0.12099999189376832,1.0,5.0,113.34883283575377
07-28,676.0,-16.0,-58.4000015258789,-1.8999996185302728,-1.324000120162964,-0.171999990940094,1.0,5.0,99.70066645741464
07-29,648.0,-48.0,-52.0,-2.0,-1.324000120162964,-0.1289999783039093,1.0,5.0,90.7578333169222
07-30,536.0,68.0,-39.600006103515625,-2.0,-1.4140000343322754,-0.18399998545646667,2.0,4.0,93.46699897944927
07-31,-60.0,56.0,-39.600006103515625,-1.8500003814697263,-1.4100000262260437,-0.1420000195503235,1.0,5.0,-7.833667755126952
08-01,-140.0,56.0,-36.0,-3.0,-1.10999995470047,-0.2540000379085541,1.0,5.0,-20.727333332101505
08-02,-304.0,24.0,-50.0,-2.59999942779541,-1.0600000023841858,-0.2560000419616699,1.0,5.0,-55.652666578690216
