,2018,2019,2020,ups,downs,avg
01-29,-3.560001373291016,7.689998626708983,-2.55000114440918,1.0,2.0,0.5266653696695963
01-30,-2.55000114440918,6.680001258850098,-1.4699993133544922,1.0,2.0,0.8866669336954752
01-31,-1.4699993133544922,6.19999885559082,-1.720001220703125,1.0,2.0,1.0033327738444011
02-01,-1.720001220703125,5.279999732971191,-0.14999961853027344,1.0,2.0,1.1366662979125977
02-03,-0.14999961853027344,4.219999313354491,0.3099994659423828,2.0,1.0,1.4599997202555342
02-04,0.3099994659423828,4.219999313354491,-0.07000160217285156,2.0,1.0,1.4866657257080078
02-05,-0.07000160217285156,4.75,1.2400016784667969,2.0,1.0,1.9733333587646484
02-06,1.2400016784667969,3.6300010681152335,4.250001907348634,3.0,0.0,3.0400015513102208
02-07,4.250001907348634,4.189999580383302,3.139999389648437,3.0,0.0,3.860000292460123
02-08,3.139999389648437,4.329999923706056,0.5900001525878906,3.0,0.0,2.686666488647461
02-10,0.5900001525878906,5.409998893737793,2.7399978637695312,3.0,0.0,2.913332303365072
02-11,2.7399978637695312,5.409998893737793,2.139999389648437,3.0,0.0,3.4299987157185874
02-12,2.139999389648437,4.249999046325684,1.69000244140625,3.0,0.0,2.693333625793457
02-13,1.69000244140625,4.590001106262207,1.1799964904785156,3.0,0.0,2.486666679382324
02-14,1.1799964904785156,6.1599998474121085,0.5900001525878906,3.0,0.0,2.6433321634928384
02-15,0.5900001525878906,4.569999694824219,-1.270000457763672,2.0,1.0,1.2966664632161458
02-18,-1.270000457763672,3.4300003051757812,-0.7900009155273438,1.0,2.0,0.4566663106282552
02-19,-0.7900009155273438,3.4300003051757812,-2.799999237060547,1.0,2.0,-0.053333282470703125
02-20,-2.799999237060547,0.7300014495849609,-4.809999465942383,1.0,2.0,-2.2933324178059897
02-21,-4.809999465942383,-0.010000228881835938,-4.6399993896484375,0.0,3.0,-3.153333028157552
02-22,-4.6399993896484375,1.7000007629394531,-2.1300010681152344,1.0,2.0,-1.6899998982747395
02-24,-2.1300010681152344,2.799999237060547,-0.4000015258789063,1.0,2.0,0.08999888102213542
02-25,-0.4000015258789063,2.799999237060547,-0.9300003051757812,1.0,2.0,0.4899991353352864
02-26,-0.9300003051757812,2.9099998474121094,-1.6399993896484375,1.0,2.0,0.11333338419596355
02-27,-1.6399993896484375,8.119998931884767,0.0500030517578125,2.0,1.0,2.1766675313313804
02-28,0.0500030517578125,8.690000534057617,-0.5300025939941406,2.0,1.0,2.736666997273764
03-01,-0.5300025939941406,7.950000762939452,-2.299999237060547,1.0,2.0,1.7066663106282551
03-02,-2.299999237060547,10.0,-2.299999237060547,1.0,2.0,1.8000005086263018
03-03,-2.299999237060547,10.289999008178713,-1.4799995422363281,1.0,2.0,2.1700000762939453
03-04,-1.4799995422363281,10.289999008178713,-2.220001220703125,1.0,2.0,2.1966660817464194
03-05,-2.220001220703125,10.979999542236328,-0.979999542236328,1.0,2.0,2.5933329264322915
03-06,-0.979999542236328,10.239999771118164,2.329998016357422,2.0,1.0,3.8633327484130864
03-07,2.329998016357422,9.770000457763672,7.470001220703125,3.0,0.0,6.523333231608072
03-08,7.470001220703125,10.44999885559082,7.19000244140625,3.0,0.0,8.370000839233397
03-09,7.19000244140625,9.860000610351562,7.19000244140625,3.0,0.0,8.080001831054688
03-10,7.19000244140625,9.649999618530273,7.510002136230469,3.0,0.0,8.116668065388996
03-11,7.510002136230469,9.649999618530273,9.320001602172852,3.0,0.0,8.826667785644531
03-12,9.320001602172852,10.44999885559082,11.470001220703125,3.0,0.0,10.413333892822266
03-13,11.470001220703125,9.06999969482422,13.31999969482422,3.0,0.0,11.286666870117188
03-14,13.31999969482422,8.770000457763674,17.850000381469727,3.0,0.0,13.313333511352539
03-15,17.850000381469727,9.0,17.010000228881836,3.0,0.0,14.62000020345052
03-16,17.010000228881836,11.759998321533205,17.010000228881836,3.0,0.0,15.25999959309896
03-17,17.010000228881836,10.81999969482422,16.899999618530273,3.0,0.0,14.90999984741211
03-18,16.899999618530273,10.81999969482422,19.46999931335449,3.0,0.0,15.729999542236328
03-19,19.46999931335449,10.379999160766602,18.80999755859375,3.0,0.0,16.219998677571613
03-20,18.80999755859375,9.379997253417967,18.720001220703125,3.0,0.0,15.63666534423828
03-21,18.720001220703125,8.510000228881836,19.22999763488769,3.0,0.0,15.486666361490883
03-22,19.22999763488769,9.730001449584961,19.96000099182129,3.0,0.0,16.30666669209798
03-23,19.96000099182129,10.149999618530273,19.96000099182129,3.0,0.0,16.690000534057614
03-24,19.96000099182129,8.430000305175781,17.360002517700195,3.0,0.0,15.250001271565758
03-25,17.360002517700195,8.430000305175781,15.19999885559082,3.0,0.0,13.663333892822266
03-26,15.19999885559082,7.6100006103515625,16.69999885559082,3.0,0.0,13.16999944051107
03-27,16.69999885559082,8.229999542236326,16.630001068115234,3.0,0.0,13.853333155314125
03-28,16.630001068115234,7.8400001525878915,13.670000076293945,3.0,0.0,12.713333765665688
03-29,13.670000076293945,8.450000762939451,14.239999771118164,3.0,0.0,12.12000020345052
03-30,14.239999771118164,8.409999847412111,14.239999771118164,3.0,0.0,12.296666463216145
03-31,14.239999771118164,8.469999313354492,12.59000015258789,3.0,0.0,11.766666412353516
04-01,12.59000015258789,8.469999313354492,11.5,3.0,0.0,10.853333155314123
04-02,11.5,8.170000076293945,12.90999984741211,3.0,0.0,10.859999974568684
04-03,12.90999984741211,11.049999237060547,15.310001373291016,3.0,0.0,13.09000015258789
04-04,15.310001373291016,12.999998092651367,14.530000686645508,3.0,0.0,14.280000050862633
04-05,14.530000686645508,14.40999984741211,14.700002670288086,3.0,0.0,14.546667734781899
04-06,14.700002670288086,14.329998016357422,14.700002670288086,3.0,0.0,14.576667785644533
04-07,14.700002670288086,14.979999542236328,12.620002746582033,3.0,0.0,14.100001653035484
04-08,12.620002746582033,14.979999542236328,11.130001068115234,3.0,0.0,12.910001118977867
04-09,11.130001068115234,14.350000381469727,9.349998474121094,3.0,0.0,11.609999974568687
04-10,9.349998474121094,15.010002136230467,9.64000129699707,3.0,0.0,11.333333969116213
04-11,9.64000129699707,17.030000686645508,11.180002212524414,3.0,0.0,12.616668065389
04-12,11.180002212524414,16.240001678466793,7.80000114440918,3.0,0.0,11.740001678466795
04-13,7.80000114440918,17.119998931884766,7.80000114440918,3.0,0.0,10.906667073567707
04-14,7.80000114440918,16.75,5.8600006103515625,3.0,0.0,10.136667251586914
04-15,5.8600006103515625,16.75,5.180000305175781,3.0,0.0,9.263333638509117
04-16,5.180000305175781,17.440000534057614,2.6699981689453125,3.0,0.0,8.429999669392902
04-17,2.6699981689453125,18.61000061035156,0.1899986267089844,3.0,0.0,7.156665802001952
04-18,0.1899986267089844,21.98000144958496,1.7600021362304688,3.0,0.0,7.976667404174805
04-20,1.7600021362304688,23.18000030517578,1.7600021362304688,3.0,0.0,8.900001525878906
04-21,1.7600021362304688,21.56999969482422,3.5699996948242188,3.0,0.0,8.966667175292969
04-22,3.5699996948242188,21.56999969482422,2.720001220703125,3.0,0.0,9.286666870117188
04-23,2.720001220703125,20.989999771118164,2.829998016357422,3.0,0.0,8.84666633605957
04-24,2.829998016357422,21.030000686645508,4.330001831054688,3.0,0.0,9.396666844685873
04-25,4.330001831054688,20.509998321533203,4.6100006103515625,3.0,0.0,9.816666920979818
04-26,4.6100006103515625,18.21000099182129,5.539997100830078,3.0,0.0,9.453332901000977
04-27,5.539997100830078,19.100000381469727,5.539997100830078,3.0,0.0,10.059998194376627
04-28,5.539997100830078,19.01999855041504,7.1399993896484375,3.0,0.0,10.566665013631184
04-29,7.1399993896484375,19.01999855041504,7.520000457763673,3.0,0.0,11.226666132609047
04-30,7.520000457763673,19.829998016357425,7.1300010681152335,3.0,0.0,11.493333180745445
05-01,7.1300010681152335,18.65999984741211,6.559999465942383,3.0,0.0,10.783333460489906
05-02,6.559999465942383,18.329998016357425,5.529998779296875,3.0,0.0,10.13999875386556
05-03,5.529998779296875,17.670000076293945,8.380001068115233,3.0,0.0,10.526666641235352
05-04,8.380001068115233,15.31999969482422,8.380001068115233,3.0,0.0,10.693333943684896
05-05,8.380001068115233,15.209999084472654,6.5500030517578125,3.0,0.0,10.0466677347819
05-06,6.5500030517578125,15.209999084472654,4.650001525878906,3.0,0.0,8.803334554036459
05-07,4.650001525878906,14.809999465942385,5.090000152587892,3.0,0.0,8.183333714803059
05-08,5.090000152587892,14.259998321533205,4.0,3.0,0.0,7.783332824707031
05-09,4.0,8.760000228881836,5.8800010681152335,3.0,0.0,6.213333765665691
05-10,5.8800010681152335,7.930000305175781,5.430000305175781,3.0,0.0,6.4133338928222665
05-11,5.430000305175781,8.290000915527344,5.430000305175781,3.0,0.0,6.3833338419596375
05-12,5.430000305175781,8.290000915527344,5.769996643066406,3.0,0.0,6.496665954589844
05-13,5.769996643066406,8.290000915527344,5.010002136230469,3.0,0.0,6.356666564941406
05-14,5.010002136230469,6.55000114440918,3.6200027465820312,3.0,0.0,5.0600020090738935
05-15,3.6200027465820312,5.5600013732910165,5.239997863769531,3.0,0.0,4.8066673278808585
05-16,5.239997863769531,7.579999923706055,3.8700027465820312,3.0,0.0,5.563333511352539
05-17,3.8700027465820312,7.480001449584961,4.5500030517578125,3.0,0.0,5.300002415974935
05-18,4.5500030517578125,6.680000305175781,4.5500030517578125,3.0,0.0,5.260002136230469
05-19,4.5500030517578125,5.720001220703125,2.990001678466797,3.0,0.0,4.420001983642578
05-20,2.990001678466797,5.720001220703125,2.829998016357422,3.0,0.0,3.846666971842448
05-21,2.829998016357422,5.420000076293945,3.7099990844726562,3.0,0.0,3.986665725708008
05-22,3.7099990844726562,6.299999237060548,4.400001525878906,3.0,0.0,4.803333282470703
05-23,4.400001525878906,5.840000152587892,5.0,3.0,0.0,5.0800005594889335
05-24,5.0,2.1700000762939453,6.479999542236327,3.0,0.0,4.549999872843425
05-26,6.479999542236327,0.4000015258789063,6.479999542236327,3.0,0.0,4.453333536783855
05-27,6.479999542236327,0.4000015258789063,6.1399993896484375,3.0,0.0,4.340000152587892
05-28,6.1399993896484375,0.4000015258789063,8.159999847412111,3.0,0.0,4.900000254313151
05-29,8.159999847412111,0.4099998474121094,7.3300018310546875,3.0,0.0,5.300000508626302
05-30,7.3300018310546875,0.8500022888183594,4.129997253417969,3.0,0.0,4.103333791097005
05-31,4.129997253417969,0.07999801635742188,6.1399993896484375,3.0,0.0,3.4499982198079437
06-01,6.1399993896484375,2.180000305175781,6.1399993896484375,3.0,0.0,4.819999694824219
06-02,6.1399993896484375,0.3699989318847656,5.420001983642578,3.0,0.0,3.9766667683919272
06-03,5.420001983642578,0.3699989318847656,5.339996337890625,3.0,0.0,3.7099990844726562
06-04,5.339996337890625,0.20000076293945312,5.5300025939941415,3.0,0.0,3.68999989827474
06-05,5.5300025939941415,2.0799999237060547,4.479999542236328,3.0,0.0,4.030000686645509
06-06,4.479999542236328,2.9800014495849614,4.519996643066406,3.0,0.0,3.993332544962565
06-07,4.519996643066406,2.8800010681152344,4.779998779296875,3.0,0.0,4.059998830159505
06-08,4.779998779296875,1.9099998474121087,4.779998779296875,3.0,0.0,3.82333246866862
06-09,4.779998779296875,2.5199966430664062,6.590000152587892,3.0,0.0,4.629998524983724
06-10,6.590000152587892,2.5199966430664062,6.340000152587892,3.0,0.0,5.149998982747396
06-11,6.340000152587892,3.1799983978271484,8.790000915527344,3.0,0.0,6.103333155314129
06-12,8.790000915527344,2.299999237060547,6.0600013732910165,3.0,0.0,5.716667175292969
06-13,6.0600013732910165,-1.0699996948242188,5.090000152587892,2.0,1.0,3.3600006103515625
06-14,5.090000152587892,-0.30999755859375,5.459999084472656,2.0,1.0,3.4133338928222656
06-15,5.459999084472656,-2.6300010681152344,5.459999084472656,2.0,1.0,2.76333236694336
06-16,5.459999084472656,-2.5699996948242188,4.020000457763672,2.0,1.0,2.303333282470703
06-17,4.020000457763672,-2.5699996948242188,3.5199966430664062,2.0,1.0,1.6566658020019531
06-18,3.5199966430664062,-2.009998321533203,4.200000762939453,2.0,1.0,1.903333028157552
06-19,4.200000762939453,-2.6599998474121094,4.569999694824219,2.0,1.0,2.0366668701171875
06-20,4.569999694824219,-2.5100021362304688,4.259998321533203,2.0,1.0,2.106665293375651
06-21,4.259998321533203,-4.6300010681152335,3.6399993896484375,2.0,1.0,1.0899988810221355
06-22,3.6399993896484375,-3.729999542236328,3.6399993896484375,2.0,1.0,1.1833330790201824
06-23,3.6399993896484375,-3.920001983642578,2.0999984741210938,2.0,1.0,0.606665293375651
06-24,2.0999984741210938,-3.920001983642578,5.479999542236328,2.0,1.0,1.2199986775716145
06-25,5.479999542236328,-4.090000152587892,2.990001678466797,2.0,1.0,1.4600003560384114
06-26,2.990001678466797,-1.3600006103515625,3.09000015258789,2.0,1.0,1.573333740234375
06-27,3.09000015258789,-1.44000244140625,0.8300018310546875,2.0,1.0,0.8266665140787759
06-28,0.8300018310546875,-7.729999542236327,3.700000762939453,2.0,1.0,-1.0666656494140625
06-29,3.700000762939453,-11.770000457763672,3.700000762939453,2.0,1.0,-1.4566663106282551
06-30,3.700000762939453,-10.579999923706056,3.09000015258789,2.0,1.0,-1.263333002726237
07-01,3.09000015258789,-10.579999923706056,1.2400016784667969,2.0,1.0,-2.083332697550456
07-02,1.2400016784667969,-8.969999313354492,0.5699996948242188,2.0,1.0,-2.3866659800211587
07-03,0.5699996948242188,-9.5,2.5,2.0,1.0,-2.1433334350585938
07-05,2.5,-10.529998779296877,2.459999084472656,2.0,1.0,-1.8566665649414065
07-06,2.459999084472656,-8.079999923706055,2.459999084472656,2.0,1.0,-1.0533339182535808
07-07,2.459999084472656,-8.600000381469728,2.21999740600586,2.0,1.0,-1.306667963663737
07-08,2.21999740600586,-8.600000381469728,1.8700027465820312,2.0,1.0,-1.5033334096272786
07-09,1.8700027465820312,-8.690000534057617,1.75,2.0,1.0,-1.6899992624918618
07-10,1.75,-10.229999542236328,3.4199981689453125,2.0,1.0,-1.6866671244303386
07-11,3.4199981689453125,-8.920000076293945,6.260002136230469,2.0,1.0,0.2533334096272786
07-12,6.260002136230469,-9.289999008178713,6.569999694824219,2.0,1.0,1.1800009409586592
07-13,6.569999694824219,-10.100000381469727,6.569999694824219,2.0,1.0,1.013333002726237
07-14,6.569999694824219,-11.270000457763672,7.299999237060548,2.0,1.0,0.8666661580403646
07-15,7.299999237060548,-11.270000457763672,4.05999755859375,2.0,1.0,0.029998779296875
07-16,4.05999755859375,-9.630001068115234,5.619998931884767,2.0,1.0,0.016665140787760418
07-17,5.619998931884767,-11.119998931884766,5.900001525878906,2.0,1.0,0.1333338419596354
07-18,5.900001525878906,-10.769998550415039,10.139999389648438,2.0,1.0,1.7566674550374348
07-19,10.139999389648438,-10.809999465942383,11.889999389648438,2.0,1.0,3.739999771118164
07-20,11.889999389648438,-12.270000457763672,11.889999389648438,2.0,1.0,3.8366661071777344
07-21,11.889999389648438,-12.540000915527346,10.240001678466797,2.0,1.0,3.196666717529297
07-22,10.240001678466797,-12.540000915527346,10.540000915527344,2.0,1.0,2.7466672261556
07-23,10.540000915527344,-12.650001525878904,8.799999237060547,2.0,1.0,2.229999542236328
07-24,8.799999237060547,-11.460000991821287,9.209999084472656,2.0,1.0,2.1833324432373047
07-25,9.209999084472656,-11.760000228881836,6.799999237060548,2.0,1.0,1.416666030883789
07-26,6.799999237060548,-14.209999084472654,7.650001525878906,2.0,1.0,0.0800005594889323
07-27,7.650001525878906,-16.040000915527347,7.650001525878906,2.0,1.0,-0.2466659545898437
07-28,7.650001525878906,-16.71000099182129,6.569999694824219,2.0,1.0,-0.8299999237060547
07-29,6.569999694824219,-16.71000099182129,7.3999977111816415,2.0,1.0,-0.9133345286051432
07-30,7.3999977111816415,-16.649999618530273,8.580001831054688,2.0,1.0,-0.22333335876464844
07-31,8.580001831054688,-15.650001525878904,7.950000762939452,2.0,1.0,0.2933336893717448
08-01,7.950000762939452,-17.299999237060547,5.439998626708984,2.0,1.0,-1.3033332824707031
08-02,5.439998626708984,-15.90999984741211,4.8999977111816415,2.0,1.0,-1.8566678365071607
08-03,4.8999977111816415,-13.060001373291016,4.8999977111816415,2.0,1.0,-1.0866686503092449
08-04,4.8999977111816415,-13.440000534057615,5.1399993896484375,2.0,1.0,-1.133334477742513
08-05,5.1399993896484375,-13.440000534057615,3.529998779296875,2.0,1.0,-1.5900007883707683
08-06,3.529998779296875,-10.489999771118164,4.8100013732910165,2.0,1.0,-0.7166665395100912
08-07,4.8100013732910165,-13.520000457763672,3.6399993896484375,2.0,1.0,-1.6899998982747395
08-08,3.6399993896484375,-12.629999160766602,2.950000762939453,2.0,1.0,-2.013333002726237
08-09,2.950000762939453,-12.960000991821287,2.290000915527344,2.0,1.0,-2.573333104451497
08-10,2.290000915527344,-13.369998931884766,2.290000915527344,2.0,1.0,-2.9299990336100263
08-11,2.290000915527344,-13.179998397827148,5.2800025939941415,2.0,1.0,-1.869998296101888
08-12,5.2800025939941415,-13.179998397827148,5.5,2.0,1.0,-0.7999986012776693
08-13,5.5,-15.39000129699707,6.270000457763673,2.0,1.0,-1.2066669464111328
08-14,6.270000457763673,-12.56999969482422,6.8899993896484375,2.0,1.0,0.19666671752929688
08-15,6.8899993896484375,-12.81999969482422,6.3100013732910165,2.0,1.0,0.12666702270507812
08-16,6.3100013732910165,-12.05000114440918,4.8800010681152335,2.0,1.0,-0.2866662343343099
08-17,0.0,-10.979999542236328,4.8800010681152335,1.0,2.0,-2.0333328247070312
08-18,0.0,-10.93000030517578,5.1300010681152335,1.0,2.0,-1.9333330790201824
08-19,0.0,-10.93000030517578,4.849998474121094,1.0,2.0,-2.026667277018229
08-20,0.0,-10.810001373291016,2.549999237060547,1.0,2.0,-2.753334045410156
08-21,0.0,-10.19999885559082,1.8100013732910158,1.0,2.0,-2.796665827433268
08-22,-0.4799995422363281,-8.999998092651367,6.790000915527344,1.0,2.0,-0.8966655731201172
08-23,0.09000015258789062,-8.769998550415039,9.459999084472656,2.0,1.0,0.26000022888183594
08-24,-0.2299995422363281,-10.910001754760742,9.459999084472656,1.0,2.0,-0.5600007375081381
08-25,-0.07999992370605469,-11.120000839233398,8.189998626708983,1.0,2.0,-1.0033340454101562
08-26,0.6500005722045898,-11.120000839233398,3.299999237060547,2.0,1.0,-2.390000343322754
08-27,0.6500005722045898,-10.129999160766602,4.430000305175781,2.0,1.0,-1.6833327611287434
08-28,0.6500005722045898,-12.0,4.299999237060547,2.0,1.0,-2.350000063578288
08-29,0.020000457763671875,-12.039999008178713,5.170001983642578,2.0,1.0,-2.2833321889241542
08-30,-0.1399993896484375,-9.329999923706056,5.170001983642578,1.0,2.0,-1.433332443237305
08-31,0.030000686645507806,-8.350002288818361,5.170001983642578,2.0,1.0,-1.0499998728434246
09-01,0.5200004577636719,-7.820001602172852,6.220001220703125,2.0,1.0,-0.3599999745686849
09-02,0.16000080108642578,-7.820001602172852,6.840000152587892,2.0,1.0,-0.2733335494995117
09-03,0.16000080108642578,-7.820001602172852,9.549999237060547,2.0,1.0,0.6299994786580404
09-04,0.16000080108642578,-4.1599998474121085,11.380001068115234,2.0,1.0,2.46000067392985
09-05,0.1700000762939453,-8.729999542236326,12.099998474121096,2.0,1.0,1.1799996693929036
09-06,0.07000064849853516,-12.279998779296875,12.099998474121096,2.0,1.0,-0.036666552225748696
09-08,0.2200002670288086,-11.370000839233398,12.099998474121096,2.0,1.0,0.3166659673055013
09-09,-0.979999542236328,-11.370000839233398,9.229999542236328,1.0,2.0,-1.0400002797444658
09-10,-0.979999542236328,-8.769998550415039,9.779998779296877,1.0,2.0,0.010000228881835938
09-11,-0.979999542236328,-9.709999084472656,8.990001678466797,1.0,2.0,-0.5666656494140625
09-12,-0.25,-9.379999160766602,5.680000305175781,1.0,2.0,-1.3166662851969402
09-13,-0.05999946594238281,-7.80000114440918,5.680000305175781,1.0,2.0,-0.7266667683919271
09-14,0.010000228881835938,-7.05000114440918,5.680000305175781,2.0,1.0,-0.4533335367838542
09-15,-0.15999984741210938,-6.190000534057617,5.650001525878906,1.0,2.0,-0.2333329518636068
09-16,-0.8899993896484375,-6.190000534057617,5.720001220703125,1.0,2.0,-0.4533329010009766
09-17,-0.8899993896484375,-7.8600006103515625,5.1399993896484375,1.0,2.0,-1.2033335367838542
09-18,-0.8899993896484375,-6.729999542236327,4.400001525878906,1.0,2.0,-1.07333246866862
09-19,-1.579999923706055,-5.4099998474121085,4.670001983642578,1.0,2.0,-0.7733325958251953
09-20,-1.7799997329711914,-7.940000534057617,4.670001983642578,1.0,2.0,-1.6833327611287434
09-21,-1.7799997329711914,-7.299999237060548,4.670001983642578,1.0,2.0,-1.4699989954630537
09-22,-0.9699993133544922,-6.840000152587892,3.4599990844726562,1.0,2.0,-1.4500001271565754
09-23,-0.6399993896484375,-6.840000152587892,3.1500015258789062,1.0,2.0,-1.4433326721191406
09-24,-0.6399993896484375,-6.0,3.5400009155273438,1.0,2.0,-1.0333328247070312
09-25,-0.6399993896484375,-3.829999923706055,2.1500015258789062,1.0,2.0,-0.7733325958251953
09-26,-0.17999935150146484,-1.760000228881836,1.529998779296875,1.0,2.0,-0.13666693369547525
09-27,0.1900005340576172,-3.489999771118164,1.529998779296875,2.0,1.0,-0.5900001525878906
09-28,1.1200008392333984,-1.7299995422363281,1.529998779296875,2.0,1.0,0.3066666920979817
09-29,0.5,-1.6599998474121094,-1.8600006103515625,1.0,2.0,-1.0066668192545574
09-30,1.4500007629394531,-1.6599998474121094,-3.6100006103515625,1.0,2.0,-1.273333231608073
10-01,1.4500007629394531,-0.35000038146972656,-3.4599990844726562,1.0,2.0,-0.7866662343343099
10-02,1.4500007629394531,0.4799995422363281,-1.270000457763672,2.0,1.0,0.21999994913736973
10-03,0.9800004959106444,-1.020000457763672,-0.9099998474121094,1.0,2.0,-0.3166666030883789
10-04,1.3199996948242188,0.31999969482421875,-0.9099998474121094,2.0,1.0,0.2433331807454427
10-05,0.4800004959106445,1.789999008178711,-0.9099998474121094,2.0,1.0,0.4533332188924154
10-06,0.5700006484985352,2.8699989318847656,-0.4199981689453125,2.0,1.0,1.006667137145996
10-07,0.010000228881835938,2.8699989318847656,-1.270000457763672,2.0,1.0,0.5366662343343099
10-08,0.010000228881835938,4.709999084472656,-2.779998779296875,2.0,1.0,0.6466668446858724
10-09,0.010000228881835938,5.8799991607666025,-3.520000457763672,2.0,1.0,0.7899996439615885
10-10,-0.8299999237060547,5.260000228881836,-2.8800010681152344,1.0,2.0,0.5166664123535156
10-11,-0.8299999237060547,6.239999771118164,-2.8800010681152344,1.0,2.0,0.8433329264322916
10-12,-1.0899991989135742,6.719999313354492,-2.8800010681152344,1.0,2.0,0.916666348775228
10-13,-1.2699995040893557,6.869998931884767,-1.25,1.0,2.0,1.4499998092651367
10-14,-0.7099990844726562,6.869998931884767,-0.7099990844726562,1.0,2.0,1.8166669209798176
10-15,-0.7099990844726562,6.3600006103515625,-0.5799980163574219,1.0,2.0,1.6900011698404949
10-16,-0.7099990844726562,6.6499996185302725,-0.6800003051757812,1.0,2.0,1.7533334096272786
10-17,0.1700000762939453,6.290000915527344,-0.279998779296875,2.0,1.0,2.060000737508138
10-18,0.1700000762939453,6.329999923706055,-0.279998779296875,2.0,1.0,2.073333740234375
10-19,-0.4199991226196289,6.319999694824219,-0.279998779296875,1.0,2.0,1.8733339309692385
10-20,0.13000011444091794,6.8999996185302725,0.4799995422363281,3.0,0.0,2.50333309173584
10-21,-0.8199996948242188,6.8999996185302725,1.1399993896484375,2.0,1.0,2.4066664377848306
10-22,-0.8199996948242188,8.139999389648438,-1.0900001525878906,1.0,2.0,2.076666514078776
10-23,-0.8199996948242188,7.760000228881836,-2.509998321533203,1.0,2.0,1.476667404174805
10-24,-1.4599990844726562,6.239999771118164,-2.5,1.0,2.0,0.7600002288818359
10-25,-0.25,6.779998779296875,-2.5,1.0,2.0,1.3433329264322915
10-26,-0.6399993896484375,4.850000381469727,-2.5,1.0,2.0,0.5700003306070963
10-27,-1.6599998474121094,4.840000152587892,-2.889999389648437,1.0,2.0,0.09666697184244792
10-28,-0.4899997711181641,4.840000152587892,-1.4599990844726562,1.0,2.0,0.96333376566569
10-29,-0.4899997711181641,3.489999771118164,-1.4399986267089844,1.0,2.0,0.5200004577636719
10-30,-0.4899997711181641,9.060001373291016,0.5400009155273438,2.0,1.0,3.0366675059000645
10-31,-0.2899999618530273,7.660001754760742,1.3699989318847656,2.0,1.0,2.9133335749308267
11-01,-0.14999961853027344,5.289999008178711,1.3699989318847656,2.0,1.0,2.1699994405110683
11-02,-0.11999988555908205,6.549999237060548,1.3699989318847656,2.0,1.0,2.59999942779541
11-03,0.2399997711181641,6.069999694824219,-1.4000015258789062,2.0,1.0,1.6366659800211592
11-04,0.19999980926513672,6.069999694824219,-4.069999694824219,2.0,1.0,0.7333332697550455
11-05,0.19999980926513672,7.0600013732910165,0.4500007629394531,3.0,0.0,2.570000648498535
11-06,0.05000019073486328,7.270000457763673,-0.3499984741210937,2.0,1.0,2.323334058125814
11-07,-0.6800003051757812,10.139999389648438,0.0,1.0,2.0,3.153333028157552
11-08,0.060000419616699226,9.079999923706056,0.0,2.0,1.0,3.0466667811075845
11-09,0.3400001525878906,7.899999618530272,0.0,2.0,1.0,2.7466665903727208
11-10,-0.15999984741210938,7.5900001525878915,0.0,1.0,2.0,2.4766667683919272
11-11,-0.2899999618530273,7.5900001525878915,0.0,1.0,2.0,2.433333396911621
11-12,-0.2899999618530273,6.5700016021728525,6.5700016021728525,2.0,1.0,4.283334414164226
11-13,-0.7799997329711914,5.55000114440918,5.55000114440918,2.0,1.0,3.4400008519490566
