,2009,2010,2011,2012,2013,2020,ups,downs,end_day_sum,avg
09-27,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-11,1.6666657757014107e-05
09-28,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-12,1.6666657757014107e-05
09-30,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-14,1.6666657757014107e-05
10-01,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-15,1.6666657757014107e-05
10-02,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-16,1.6666657757014107e-05
10-03,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-17,1.6666657757014107e-05
10-04,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-18,1.6666657757014107e-05
10-05,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-19,1.6666657757014107e-05
10-07,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-21,1.6666657757014107e-05
10-08,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12-22,1.6666657757014107e-05
10-09,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-23,1.6666657757014107e-05
10-10,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-24,1.6666657757014107e-05
10-11,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-25,1.6666657757014107e-05
10-12,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-26,1.6666657757014107e-05
10-14,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-28,1.6666657757014107e-05
10-15,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-29,1.6666657757014107e-05
10-16,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-30,1.6666657757014107e-05
10-17,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12-31,1.6666657757014107e-05
10-18,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-01,1.6666657757014107e-05
10-19,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-02,1.6666657757014107e-05
10-21,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-04,1.6666657757014107e-05
10-22,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-05,1.6666657757014107e-05
10-23,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-06,1.6666657757014107e-05
10-24,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-07,1.6666657757014107e-05
10-25,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-08,1.6666657757014107e-05
10-26,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,5.0,01-09,1.6666657757014107e-05
10-28,-0.0038999998942017564,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-11,-0.0006499999823669593
10-29,-0.0038999998942017564,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-12,-0.0006499999823669593
10-30,-0.0038999998942017564,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-13,-0.0006499999823669593
10-31,-0.002900000195950268,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-14,-0.00048333336599171135
11-01,-0.002900000195950268,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-15,-0.00048333336599171135
11-02,-0.002900000195950268,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-16,-0.00048333336599171135
11-04,-0.002900000195950268,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-18,-0.00048333336599171135
11-05,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-19,-0.00016666669398546192
11-06,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-20,-0.00016666669398546192
11-07,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-21,-0.00016666669398546192
11-08,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-22,-0.00016666669398546192
11-09,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-23,-0.00016666669398546192
11-11,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-25,-0.00016666669398546192
11-12,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-26,-0.00016666669398546192
11-13,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,6.0,01-27,-0.00016666669398546192
11-14,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01-28,-0.00016666669398546192
11-15,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01-29,-0.00016666669398546192
11-16,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01-30,-0.00016666669398546192
11-17,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,01-31,-0.00016666669398546192
11-18,-0.0010000001639127712,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-01,-0.00016666669398546192
11-19,-0.0019000000320374968,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-02,-0.0003166666720062495
11-20,-0.0019000000320374968,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-03,-0.0003166666720062495
11-21,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,4.0,02-04,1.6666657757014107e-05
11-22,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,4.0,02-05,1.6666657757014107e-05
11-23,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,4.0,02-06,1.6666657757014107e-05
11-24,9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,1.0,4.0,02-07,1.6666657757014107e-05
11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-08,0.0
11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-09,0.0
11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-10,0.0
11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-11,0.0
11-29,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-12,-1.6666657757014107e-05
11-30,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-13,-1.6666657757014107e-05
12-01,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-14,-1.6666657757014107e-05
12-02,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-15,-1.6666657757014107e-05
12-03,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-16,-1.6666657757014107e-05
12-04,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-17,-1.6666657757014107e-05
12-05,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-18,-1.6666657757014107e-05
12-06,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-19,-1.6666657757014107e-05
12-07,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-20,-1.6666657757014107e-05
12-08,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-21,-1.6666657757014107e-05
12-09,-9.999994654208464e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02-22,-1.6666657757014107e-05
12-10,-0.001999999978579581,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,5.0,02-23,-0.00036666666467984526
12-11,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,02-24,-4.9999992673595816e-05
12-12,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,02-25,-4.9999992673595816e-05
12-13,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,02-26,-4.9999992673595816e-05
12-14,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,02-27,-4.9999992673595816e-05
12-15,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,02-28,-4.9999992673595816e-05
12-16,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-01,-4.9999992673595816e-05
12-17,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-02,-4.9999992673595816e-05
12-18,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-03,-4.9999992673595816e-05
12-19,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-04,-4.9999992673595816e-05
12-20,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-05,-4.9999992673595816e-05
12-21,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-06,-4.9999992673595816e-05
12-22,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-07,-4.9999992673595816e-05
12-23,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-08,-4.9999992673595816e-05
12-24,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-09,-4.9999992673595816e-05
12-26,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-11,-4.9999992673595816e-05
12-27,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-12,-4.9999992673595816e-05
12-28,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-13,-4.9999992673595816e-05
12-29,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-14,-4.9999992673595816e-05
12-30,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-15,-4.9999992673595816e-05
12-31,-9.999994654208464e-05,-0.00020000000949949023,0.0,0.0,0.0,0.0,0.0,4.0,03-16,-4.9999992673595816e-05
